# time luminosity u_luminosity radius u_radius
-2.025000000000000000e+01 2.763146762521847074e+35 8.294355851454296115e+33 1.008252996962877689e+06 5.325041237636876446e+01
-1.750000000000000000e+01 2.842989495252050089e+35 7.589140125827583030e+33 1.008255348823789274e+06 5.373570461530420062e+01
-1.500000000000000000e+01 2.937923809019408756e+35 7.268032287865781316e+33 1.008258467555151437e+06 5.377115360930133647e+01
-1.475000000000000000e+01 2.949068541650560120e+35 7.296768532315070407e+33 1.008258921823159792e+06 5.376553491041977395e+01
-1.450000000000000000e+01 2.959809929624323936e+35 7.252806465661038679e+33 1.008259364993283525e+06 5.376604581593034027e+01
-1.375000000000000000e+01 2.990615115879667414e+35 7.572414760649194270e+33 1.008260892731445143e+06 5.368045035458988679e+01
-1.300000000000000000e+01 3.027613362717558444e+35 7.855920219457516361e+33 1.008262884619117947e+06 5.373382378472244625e+01
-1.200000000000000000e+01 3.082017492347517675e+35 7.798782229222225860e+33 1.008266202175903716e+06 5.399500951563787510e+01
-1.150000000000000000e+01 3.115307202369464853e+35 8.032281251697593295e+33 1.008268635576044791e+06 5.417111384564614696e+01
-1.125000000000000000e+01 3.133552377778432662e+35 8.116028110233000775e+33 1.008270230113729252e+06 5.422443488980748327e+01
-1.100000000000000000e+01 3.149781381692649084e+35 8.105579711075640015e+33 1.008271741981975734e+06 5.434179712965990916e+01
-1.075000000000000000e+01 3.167763752629474950e+35 8.064692627951657267e+33 1.008273525151875103e+06 5.473391516372112164e+01
-1.050000000000000000e+01 3.188300823197128785e+35 8.327714726983192047e+33 1.008275839256496984e+06 5.527736083010442059e+01
-1.025000000000000000e+01 3.210057414955440701e+35 8.549043704885109403e+33 1.008278228840842610e+06 5.519164287292846183e+01
-1.000000000000000000e+01 3.231450888971776258e+35 8.542530790632862866e+33 1.008281165462059551e+06 5.577728717614333220e+01
-9.750000000000000000e+00 3.253994534956373086e+35 8.601469762176868745e+33 1.008284728269060492e+06 5.693707714605830716e+01
-9.500000000000000000e+00 3.281144172313364408e+35 8.892678119362492010e+33 1.008290768055774504e+06 6.074787701860935840e+01
-9.250000000000000000e+00 5.118887842181941373e+35 6.554451856946488169e+35 1.008300669591769576e+06 7.298610385487259578e+01
-9.000000000000000000e+00 5.639241841250046750e+35 8.328731065085089442e+35 1.008315022387436940e+06 9.091718254336096550e+01
-8.750000000000000000e+00 9.290779890786056429e+35 1.458313606118355754e+36 1.008344329259754275e+06 1.189549548444475562e+02
-8.500000000000000000e+00 1.574572176745244434e+36 1.762774321009552055e+36 1.008399964463059441e+06 1.450308164076107857e+02
-8.250000000000000000e+00 5.584167340603130461e+36 4.594330871874575502e+36 1.008527759097158676e+06 1.521193808531515970e+02
-8.000000000000000000e+00 5.198031886827934957e+36 7.041774388939620120e+35 1.008674700448596617e+06 1.099048931153769786e+02
-7.750000000000000000e+00 6.938188045460791772e+36 9.623597832874875832e+35 1.008801094452877762e+06 1.096427978352229644e+02
-7.500000000000000000e+00 9.775492970531362133e+36 1.149667947976345129e+36 1.008947688822437893e+06 1.137277927664304116e+02
-7.250000000000000000e+00 1.302625094146431351e+37 1.348868115987357373e+36 1.009093514219630626e+06 1.155381231004313918e+02
-7.000000000000000000e+00 1.674048785973859912e+37 1.561789408248866999e+36 1.009234276684736484e+06 1.185994716036238117e+02
-6.750000000000000000e+00 2.085169529854056647e+37 2.145938803116605374e+36 1.009364339089033077e+06 1.280948445155597426e+02
-6.500000000000000000e+00 2.528254209787249866e+37 2.373542603329122995e+36 1.009488779513480724e+06 1.372611105383212760e+02
-6.250000000000000000e+00 2.965606112211696719e+37 2.434252987020475828e+36 1.009603712885171408e+06 1.545824277126461652e+02
-6.000000000000000000e+00 3.399177900791764015e+37 2.668355998022281966e+36 1.009711324386855704e+06 1.660605743842962454e+02
-5.750000000000000000e+00 3.814389924781753913e+37 2.942128239768495441e+36 1.009810426460254937e+06 1.764444862791646642e+02
-5.500000000000000000e+00 4.231591102015411153e+37 2.916848752863510365e+36 1.009908063142102095e+06 1.936555655965273388e+02
-5.250000000000000000e+00 4.626669386259235092e+37 3.027674202076842501e+36 1.009998282228848664e+06 2.130832223773132341e+02
-5.000000000000000000e+00 5.042933539715318170e+37 3.103415829591284248e+36 1.010089583014327800e+06 2.231375368883638544e+02
-4.750000000000000000e+00 5.461938186625903782e+37 3.170059457989783844e+36 1.010180079972538515e+06 2.390889190106970545e+02
-4.500000000000000000e+00 5.861603617342220116e+37 3.319936591496670553e+36 1.010264047283536405e+06 2.487510595463747336e+02
-4.250000000000000000e+00 6.276537587437149789e+37 3.615461468993108036e+36 1.010350722478229203e+06 2.642619291609299239e+02
-4.000000000000000000e+00 6.686878498921383433e+37 3.863281185252214026e+36 1.010435506013367209e+06 2.792738947359792405e+02
-3.750000000000000000e+00 7.094519974095665921e+37 4.170695708636940031e+36 1.010518746155822766e+06 2.910821903922318938e+02
-3.500000000000000000e+00 7.513272777919386629e+37 4.483808550659151001e+36 1.010604888516205712e+06 3.066294344456059662e+02
-3.250000000000000000e+00 7.899058768634387343e+37 4.703231182947152486e+36 1.010684255583055550e+06 3.197875769481164525e+02
-3.000000000000000000e+00 8.265101416249893651e+37 5.115232130757372694e+36 1.010759482794188545e+06 3.311903539401429839e+02
-2.750000000000000000e+00 8.617757917455582090e+37 5.340326273353225560e+36 1.010833201587537187e+06 3.483741553945931742e+02
-2.500000000000000000e+00 8.936800404008759564e+37 5.875414227853879655e+36 1.010900139531560126e+06 3.652322880530600742e+02
-2.250000000000000000e+00 9.213315010579024937e+37 6.188914687199703339e+36 1.010958861321672215e+06 3.791297288549452560e+02
-2.000000000000000000e+00 9.470737178754168490e+37 6.388675073303375013e+36 1.011015495405895868e+06 3.949859881198850644e+02
-1.750000000000000000e+00 9.679030081300378235e+37 6.674381995634034523e+36 1.011062135881509865e+06 4.098191266130214672e+02
-1.500000000000000000e+00 9.866292422988149116e+37 6.805254018529787597e+36 1.011104644647144945e+06 4.227554516921155141e+02
-1.250000000000000000e+00 1.001865589852435103e+38 7.086853574884818185e+36 1.011139815719071543e+06 4.377406821221879341e+02
-1.000000000000000000e+00 1.014047601109173657e+38 7.294328119062935206e+36 1.011167107557893498e+06 4.472623685748945377e+02
-7.500000000000000000e-01 1.022615164167602440e+38 7.302961051347065876e+36 1.011187889627386234e+06 4.574350096330443307e+02
-5.000000000000000000e-01 1.028995620106581928e+38 7.414941465230655156e+36 1.011203562886913656e+06 4.675413387757700434e+02
-2.500000000000000000e-01 1.032381844558141357e+38 7.443685799559689592e+36 1.011211891544109443e+06 4.740188053374344577e+02
0.000000000000000000e+00 1.033355731166004440e+38 7.445584479390789674e+36 1.011214097000095760e+06 4.782363295310494209e+02
2.500000000000000000e-01 1.032169339517048971e+38 7.411310743150908586e+36 1.011211521423326572e+06 4.816536408086900565e+02
5.000000000000000000e-01 1.029207800647236485e+38 7.332303560646418065e+36 1.011204196510292939e+06 4.834551723088732160e+02
7.500000000000000000e-01 1.024458893859278128e+38 7.235520420291653311e+36 1.011192596153070801e+06 4.849574784062915569e+02
1.000000000000000000e+00 1.017484406921484921e+38 7.141366211896403542e+36 1.011175152201083372e+06 4.844342497516365142e+02
1.250000000000000000e+00 1.009844365594646456e+38 6.952856584980875854e+36 1.011155998690687353e+06 4.826123245733124918e+02
1.500000000000000000e+00 1.001334341646047562e+38 6.869554092111912933e+36 1.011133901851007831e+06 4.769697444572953486e+02
1.750000000000000000e+00 9.918133202353396725e+37 6.775743266564190908e+36 1.011109269911763608e+06 4.713294186281149791e+02
2.000000000000000000e+00 9.807817177527160306e+37 6.659797937071557768e+36 1.011081243787769228e+06 4.670794418888903010e+02
2.250000000000000000e+00 9.698296282106396939e+37 6.456940617027091641e+36 1.011053996575429919e+06 4.639864476768396457e+02
2.500000000000000000e+00 9.573922662462903489e+37 6.137779280861971769e+36 1.011021807566667907e+06 4.546681417127704208e+02
2.750000000000000000e+00 9.455979146945945299e+37 6.224334568263562018e+36 1.010992564499454340e+06 4.516545325614236503e+02
3.000000000000000000e+00 9.335204582194385775e+37 6.134980451721391412e+36 1.010960804317780770e+06 4.399414323044890693e+02
