# time luminosity radius
-2.040726402453310584e+01 3.102870747199570168e+35 1.008538358283560025e+06
-1.710182494775926898e+01 3.229398501408699916e+35 1.008531278662070050e+06
-1.509105519508648285e+01 3.347535152564179922e+35 1.008538416792980046e+06
-1.421502770748247713e+01 3.414814900745589933e+35 1.008546564092669985e+06
-1.367516298767168337e+01 3.464182454508779990e+35 1.008553255405219970e+06
-1.328065139266709593e+01 3.502622520263729960e+35 1.008559285953989951e+06
-1.297646407168667793e+01 3.544920846452200255e+35 1.008564783322160016e+06
-1.272974940362109919e+01 3.581852149254179966e+35 1.008570006453890004e+06
-1.253045292747719941e+01 3.619949748724360189e+35 1.008574891103919945e+06
-1.236014062829053728e+01 3.652143489562600270e+35 1.008579424251719960e+06
-1.219218858113799797e+01 3.699263249900910261e+35 1.008584293949560029e+06
-1.205882482736888051e+01 3.734954831468290094e+35 1.008588501938589965e+06
-1.194252732928816840e+01 3.784086613991530327e+35 1.008592462984850048e+06
-1.185197959402557899e+01 3.819560794061480167e+35 1.008595824886869988e+06
-1.177318444734009972e+01 3.856102808321859909e+35 1.008598898000929970e+06
-1.170218315714646451e+01 3.891711900093829933e+35 1.008601794576689950e+06
-1.163731107571311441e+01 3.930529138406850079e+35 1.008604565797029994e+06
-1.157747672211280587e+01 3.972705323954130162e+35 1.008607334080299945e+06
-1.151956124895878020e+01 4.016676049201040309e+35 1.008610088779779966e+06
-1.146523012648140138e+01 4.063526249189090158e+35 1.008612757732519996e+06
-1.141436427668031683e+01 4.116828143762969774e+35 1.008615358112329966e+06
-1.136831304350744176e+01 4.172421553625070247e+35 1.008617791565970052e+06
-1.132502118853517459e+01 4.231449518576379772e+35 1.008620152512370027e+06
-1.128386179580229509e+01 4.293585628783170100e+35 1.008622475802719942e+06
-1.124756674918535282e+01 4.351229931736829775e+35 1.008624588236149983e+06
-1.121296739370700379e+01 4.410873057829509654e+35 1.008626639980399981e+06
-1.117954627637573140e+01 4.472552784423270268e+35 1.008628674130470026e+06
-1.114727645259245037e+01 4.534303287302970325e+35 1.008630693932389957e+06
-1.111609477201636764e+01 4.599907642579769748e+35 1.008632695799360052e+06
-1.108581734215476899e+01 4.666723605308039724e+35 1.008634687822639942e+06
-1.105641818079493532e+01 4.735078759925940332e+35 1.008636695007400005e+06
-1.102776827010347915e+01 4.806224713230730358e+35 1.008638697780839982e+06
-1.099984586156369915e+01 4.879633486224580176e+35 1.008640697441590019e+06
-1.097356637284065073e+01 4.959064003245200322e+35 1.008642638421020005e+06
-1.094797332685266156e+01 5.046458954516620357e+35 1.008644570588220027e+06
-1.092286868744395179e+01 5.141475265546989664e+35 1.008646506399190053e+06
-1.089820105941453221e+01 5.242160077680670094e+35 1.008648451434939983e+06
-1.087393201887243777e+01 5.360170467147880120e+35 1.008650461788250017e+06
-1.084983228670625977e+01 5.518533329386610009e+35 1.008652492736340035e+06
-1.082604013771560858e+01 5.695269915505060253e+35 1.008654531647859956e+06
-1.080257688326673815e+01 5.885794259293999634e+35 1.008656574566510040e+06
-1.077981917043325666e+01 6.073871496104579707e+35 1.008658593645030051e+06
-1.075494769797478511e+01 6.277138605584739757e+35 1.008660844937519985e+06
-1.073088815881601477e+01 6.473060536549330218e+35 1.008663072510040016e+06
-1.070721164782935375e+01 6.663072131572070062e+35 1.008665310096409987e+06
-1.068388034431245615e+01 6.848800128966030119e+35 1.008667564112890046e+06
-1.066074556358944392e+01 7.031493103735490137e+35 1.008669847464740044e+06
-1.063779788204465149e+01 7.213033684996569960e+35 1.008672161311120028e+06
-1.061500730493662559e+01 7.403835718328490611e+35 1.008674509312410024e+06
-1.059233808080625749e+01 7.724259179832490060e+35 1.008676904516799957e+06
-1.056975002814488107e+01 7.982972515185060012e+35 1.008679344987140037e+06
-1.054720151861602062e+01 8.212077848548179990e+35 1.008681835666100029e+06
-1.052464731719101110e+01 8.431539368785729984e+35 1.008684382579419995e+06
-1.050202854625513282e+01 8.647962047998670197e+35 1.008686994312330033e+06
-1.047932938860412833e+01 8.865982484108350036e+35 1.008689674758370034e+06
-1.045649495547695551e+01 9.069507367820060370e+35 1.008692433323489968e+06
-1.043345303248042910e+01 9.868682796880790186e+35 1.008695292683050036e+06
-1.041069949443408404e+01 1.003253577549019944e+36 1.008698195027400041e+06
-1.038875167531477928e+01 1.228751046836830058e+36 1.008701135427979985e+06
-1.036735194150151074e+01 1.226186193575940010e+36 1.008704054374780040e+06
-1.034660996993807203e+01 1.253947576245550052e+36 1.008706942988479976e+06
-1.032650010701854626e+01 1.263730154036419959e+36 1.008709800427810056e+06
-1.030695836579707247e+01 1.276326345794920009e+36 1.008712633603040013e+06
-1.028792151843481406e+01 1.291762638409800042e+36 1.008715449307120056e+06
-1.026933096209177165e+01 1.308383383285549944e+36 1.008718253767549992e+06
-1.025113398076700832e+01 1.327398284726259935e+36 1.008721050516100018e+06
-1.023326530498979992e+01 1.344137524687110101e+36 1.008723832601660048e+06
-1.021559490153958905e+01 1.359828776013489982e+36 1.008726619426760008e+06
-1.019819159952112386e+01 1.374849297210419912e+36 1.008729401884919964e+06
-1.018095081324281637e+01 1.408096310239370041e+36 1.008732275885420037e+06
-1.016407320419148164e+01 1.435672683704179986e+36 1.008735137014589971e+06
-1.014734926575238205e+01 1.460624369544439902e+36 1.008738011095719994e+06
-1.013075012529770902e+01 1.482691443998820111e+36 1.008740894282690017e+06
-1.011409317227116844e+01 1.501705636971190033e+36 1.008743818004720029e+06
-1.009685595613154874e+01 1.559678047214770081e+36 1.008746889163680025e+06
-1.007952438776555937e+01 1.603957027071370146e+36 1.008750112873179954e+06
-1.006246275749526831e+01 1.636236568719089903e+36 1.008753322030559997e+06
-1.004539439533346012e+01 1.664409841920209879e+36 1.008756568296739948e+06
-1.002820062199589302e+01 1.445213713909919979e+36 1.008759940270159976e+06
-1.001078420574322081e+01 1.393644825297990030e+36 1.008763396830340032e+06
-9.992566282703592151e+00 1.417712203788250111e+36 1.008767070703819976e+06
-9.974105756168683001e+00 1.417268192993409875e+36 1.008771094792990014e+06
-9.956019998849114927e+00 1.443374051372609995e+36 1.008775110159959993e+06
-9.937841964505423675e+00 1.477406870050279971e+36 1.008779171387559967e+06
-9.919332765137369279e+00 1.516916079985479864e+36 1.008783351468950044e+06
-9.900477054256953124e+00 1.562532186350599872e+36 1.008787670951309963e+06
-9.881268966957577504e+00 1.602732692816400013e+36 1.008792116636979976e+06
-9.861023065796871379e+00 1.636571266519070092e+36 1.008796912726940005e+06
-9.840479341463833407e+00 1.688605886997229991e+36 1.008801855329580023e+06
-9.819571638998240815e+00 1.730559682914359925e+36 1.008807069180669961e+06
-9.798731267479524831e+00 1.780858921318660020e+36 1.008812332724250038e+06
-9.777016772908609710e+00 1.867153690279940118e+36 1.008817938550719991e+06
-9.755284367933199974e+00 1.838018725835920128e+36 1.008824198862359975e+06
-9.734681121221001376e+00 1.912991506701789914e+36 1.008830180094319978e+06
-9.714212892014984391e+00 1.989184946357120089e+36 1.008836226961430046e+06
-9.694473732493861462e+00 2.066728578292589983e+36 1.008842134666459984e+06
-9.675520801320999453e+00 2.011106936721669900e+36 1.008847997382550035e+06
-9.656604834074641985e+00 2.015363120090769887e+36 1.008853914490530035e+06
-9.638241270848993736e+00 2.052000058437130001e+36 1.008859867014930001e+06
-9.620569491577953158e+00 2.099176782883669969e+36 1.008865648897569976e+06
-9.602938344414724270e+00 2.140916041358540065e+36 1.008871485603990033e+06
-9.585792244824915542e+00 2.191775430225959988e+36 1.008877270692929975e+06
-9.568557763476746914e+00 2.479655942276040123e+36 1.008883397236849996e+06
-9.551911763674979738e+00 2.284902182043959915e+36 1.008889606484830030e+06
-9.535905579215068428e+00 2.305169257935329966e+36 1.008895634311549948e+06
-9.519895196335710352e+00 2.353830040479959893e+36 1.008901698696300038e+06
-9.504256597485436941e+00 2.402621115661720105e+36 1.008907893737329985e+06
-9.488774213428769144e+00 2.471687079759869881e+36 1.008914076226160047e+06
-9.473741666442037967e+00 2.556204042910190004e+36 1.008920140573299956e+06
-9.458607811545334698e+00 2.655984642613229961e+36 1.008926362134890049e+06
-9.443740258033358259e+00 2.725077872110479751e+36 1.008932657057530014e+06
-9.428789312424669333e+00 2.748210001857370212e+36 1.008939019271750003e+06
-9.414119047053645772e+00 2.786869397716619950e+36 1.008945329952709959e+06
-9.399291590846587496e+00 2.832108456394079744e+36 1.008951770176470047e+06
-9.384695142495729669e+00 2.892438111536270038e+36 1.008958399457699968e+06
-9.370254808695790416e+00 3.172165000649020049e+36 1.008965019060889957e+06
-9.355621861227518821e+00 3.034625046800119714e+36 1.008971889197429991e+06
-9.341220106271975965e+00 3.062868654377769986e+36 1.008978679746660055e+06
-9.326555272628866078e+00 3.131208704068140061e+36 1.008985638057340053e+06
-9.311558590653476131e+00 3.198050646569419851e+36 1.008992824239760055e+06
-9.296687015920724662e+00 3.242842487701869826e+36 1.009000135793579975e+06
-9.281877814325525833e+00 3.294219490277559849e+36 1.009007527943389956e+06
-9.266792244126918376e+00 3.372177471881390259e+36 1.009015123007489950e+06
-9.251288770459723310e+00 3.461255498506940077e+36 1.009022986674719956e+06
-9.235298919618799118e+00 3.557085468404020014e+36 1.009031280173940002e+06
-9.219381497374342871e+00 3.648470661180399956e+36 1.009039601432939991e+06
-9.203731985497142887e+00 3.747618538491599944e+36 1.009047824011499994e+06
-9.187727185448238743e+00 3.856069892414729906e+36 1.009056289069529972e+06
-9.171710607555723982e+00 3.993037042031520087e+36 1.009064853800329962e+06
-9.155053153005610511e+00 4.104980772272439714e+36 1.009073847989000031e+06
-9.138585920893092407e+00 4.208481025086400032e+36 1.009082785081640002e+06
-9.122197628031244676e+00 4.315641725650179869e+36 1.009091774671330000e+06
-9.105899902610872232e+00 4.486711932496310128e+36 1.009100969036060036e+06
-9.089738504227170779e+00 4.785399713471420292e+36 1.009110116057259962e+06
-9.072756027343530150e+00 4.914011427197610210e+36 1.009119802332820022e+06
-9.055836191114394751e+00 5.023318939375830195e+36 1.009129479952489957e+06
-9.038879288433236070e+00 5.123571552372319960e+36 1.009139205544639961e+06
-9.020883366446469154e+00 5.220209725873769815e+36 1.009149623868259951e+06
-9.002915221542025392e+00 5.311716807980459956e+36 1.009160046474860050e+06
-8.983870852479412861e+00 5.411956414742210315e+36 1.009171159772000043e+06
-8.964410571499684011e+00 5.519270727586679792e+36 1.009182555614860030e+06
-8.943838360576592095e+00 5.653584706036460105e+36 1.009194761907360051e+06
-8.922553199154208414e+00 5.807315146166899679e+36 1.009207422259130049e+06
-8.900056623669115652e+00 5.976715554284590547e+36 1.009220836107069976e+06
-8.875809926427791652e+00 6.169902842435879434e+36 1.009235332715759985e+06
-8.847604939506709343e+00 6.408220079282850447e+36 1.009252255970229977e+06
-8.817793635090311000e+00 6.680376985755559834e+36 1.009270202766409959e+06
-8.781754959332829458e+00 7.010387399922509870e+36 1.009292012212279951e+06
-8.739089595884252049e+00 7.410006423577080590e+36 1.009317984957969980e+06
-8.687522642567273579e+00 7.905333249792150144e+36 1.009349544716469944e+06
-8.623340275958980783e+00 8.535756890758219973e+36 1.009389009081189986e+06
-8.546565585329517489e+00 9.322909931146130309e+36 1.009436353288810002e+06
-8.457302755587079446e+00 1.027915071091880029e+37 1.009491345014499966e+06
-8.364430034274846548e+00 1.132416706130840088e+37 1.009548248367039952e+06
-8.266252105326202582e+00 1.248758756884440086e+37 1.009607910407350049e+06
-8.161266855840949574e+00 1.380879058699600014e+37 1.009671039309079992e+06
-8.056021878528554225e+00 1.521575110252579979e+37 1.009733524104309967e+06
-7.951412281791817804e+00 1.669222462784900103e+37 1.009794785597139969e+06
-7.840104256971244467e+00 1.834199282954030005e+37 1.009859048718590057e+06
-7.726061667777685216e+00 2.010646567994769979e+37 1.009923885032469989e+06
-7.609613387196077383e+00 2.198077144666609806e+37 1.009989081654050038e+06
-7.487758236149602453e+00 2.401215706159169782e+37 1.010056303422729950e+06
-7.369379825251598959e+00 2.605337140557139959e+37 1.010120733794679982e+06
-7.221053450688486919e+00 2.867832356447129865e+37 1.010200454208069947e+06
-7.073959503207333910e+00 3.137599950256970192e+37 1.010278626844889950e+06
-6.922019714330417628e+00 3.423997542889170123e+37 1.010358772372700041e+06
-6.775092500910432136e+00 3.708686021274389799e+37 1.010435876635979977e+06
-6.630010481194403837e+00 3.996195270894800020e+37 1.010511799302270054e+06
-6.483865257459910936e+00 4.291892695764339651e+37 1.010588159022729960e+06
-6.334048569851802313e+00 4.601010563298379766e+37 1.010666366911330028e+06
-6.177841797185465111e+00 4.929132281281819832e+37 1.010747836245439947e+06
-6.012217355500069971e+00 5.282717863377920123e+37 1.010834094577759970e+06
-5.833519349844209501e+00 5.670730871083779952e+37 1.010926876685890020e+06
-5.637118395409743243e+00 6.101601610535940394e+37 1.011028255955809960e+06
-5.416877157623275707e+00 6.587918724437340257e+37 1.011140711530769942e+06
-5.200723282346189080e+00 7.067161530873259912e+37 1.011249226896779961e+06
-5.000998461879134993e+00 7.507881636987319637e+37 1.011347461232029949e+06
-4.809046379657957004e+00 7.925553951171070259e+37 1.011439551308450056e+06
-4.619736401859881880e+00 8.327262938637599667e+37 1.011527676674389979e+06
-4.429264433348180319e+00 8.719327260803259547e+37 1.011613190744839958e+06
-4.234075570397180854e+00 9.106759094170930372e+37 1.011697132928360021e+06
-4.030567176896511228e+00 9.491515911416989410e+37 1.011780302518040058e+06
-3.814596981267641240e+00 9.879045992208810804e+37 1.011863240060999990e+06
-3.581048498336713237e+00 1.027094188602780004e+38 1.011946328771090019e+06
-3.323200393153456389e+00 1.066421916065669999e+38 1.012029688770459965e+06
-3.031713204028164910e+00 1.106636529626560034e+38 1.012112354948329972e+06
-2.692924090851192886e+00 1.146856141828459967e+38 1.012192540082679945e+06
-2.355196269223597483e+00 1.181453880015809914e+38 1.012257093606719980e+06
-2.037120256994057854e+00 1.208925195116269961e+38 1.012304985130059998e+06
-1.725427228459921025e+00 1.230905469463509973e+38 1.012340222823970020e+06
-1.411955279733774660e+00 1.248370844922130084e+38 1.012364772304079961e+06
-1.089834625475305074e+00 1.261804946229269939e+38 1.012379135895499960e+06
-7.525108419749813038e-01 1.271368922821330080e+38 1.012383335368019994e+06
-3.923615984995194594e-01 1.277086550172270049e+38 1.012377007519350038e+06
0.000000000000000000e+00 1.278528742689389941e+38 1.012358787799809943e+06
4.372028868256165879e-01 1.275393684503320074e+38 1.012325088598979986e+06
9.373609970298275584e-01 1.267017677526839927e+38 1.012271415107139968e+06
1.527917098636862647e+00 1.250820074483310070e+38 1.012199357370859943e+06
2.253600822901717038e+00 1.224542752669509989e+38 1.012100230152150034e+06
