# time luminosity u_luminosity radius u_radius
-2.016065634820552077e+01 5.059979452514414572e+35 1.444505780597397695e+34 1.008379061982450541e+06 5.587807908073919805e+01
-1.817729261274507735e+01 5.275039961610037347e+35 3.276574453795085714e+34 1.008401635227890918e+06 6.193851386887067889e+01
-1.493825230744732835e+01 5.620204156126070150e+35 3.398445666659436060e+34 1.008437482896111673e+06 5.991072204161871184e+01
-1.462692315516687813e+01 5.661126446845596993e+35 3.407202631534428447e+34 1.008437394190815045e+06 5.999265722456242855e+01
-1.400737814213061938e+01 5.750140833003953371e+35 3.512876660534694359e+34 1.008437150600014022e+06 5.977735777746745782e+01
-1.277448356618697289e+01 5.965485893367533807e+35 3.686457087135350471e+34 1.008437709985584253e+06 5.903310061841307288e+01
-1.260654976405021443e+01 6.000931777569660333e+35 3.740643724581584204e+34 1.008437988591702888e+06 5.892709510941460138e+01
-1.227236149779855623e+01 6.072952311606962843e+35 3.847530120482387824e+34 1.008438620783782564e+06 5.868519280083964418e+01
-1.160732684795584646e+01 6.229209888087409383e+35 4.066683542011707120e+34 1.008440491026083939e+06 5.814226065637097207e+01
-1.149446929679834284e+01 6.257570069542473841e+35 4.108630293876405161e+34 1.008440905152969994e+06 5.807094659449182217e+01
-1.126988276999691152e+01 6.316861120999744240e+35 4.225973678862519417e+34 1.008441864374350407e+06 5.793453337946303350e+01
-1.082295558166151750e+01 6.446674741069444407e+35 4.509611229275993142e+34 1.008444414931278327e+06 5.781459578759923090e+01
-1.074917298018226575e+01 6.470434313747878611e+35 4.592538337753222352e+34 1.008444954404010437e+06 5.789943984215268102e+01
-1.060234560323806363e+01 6.518831504318568364e+35 4.754964758811531440e+34 1.008446094668747508e+06 5.806820911324984991e+01
-1.031015912311886495e+01 6.624235429434533477e+35 5.053811079280633753e+34 1.008448829864581348e+06 5.832402574757236380e+01
-9.892224972778421943e+00 6.799911028203360807e+35 5.441232218136590886e+34 1.008454512591732084e+06 5.879600704521356391e+01
-9.848622375904596993e+00 6.820458182622043770e+35 5.522501352379500773e+34 1.008455247628197307e+06 5.889444531408057770e+01
-9.761853208125103265e+00 6.861951398738858245e+35 5.683558750830036177e+34 1.008456748198024579e+06 5.908736264123317028e+01
-9.589182564242946682e+00 6.947925667096310596e+35 6.002477070851917429e+34 1.008460048933115206e+06 5.936049425848836592e+01
-9.380233971900452161e+00 7.055460892645966819e+35 6.410985848680830667e+34 1.008464868492849404e+06 5.990702048292462223e+01
-9.256745221458913875e+00 7.123121519032149032e+35 6.758330508707973305e+34 1.008468523705830798e+06 6.044635204222213787e+01
-9.176586462694103830e+00 7.169188569186281211e+35 6.979543716687080736e+34 1.008471280201162561e+06 6.090266790732408708e+01
-9.115406350545526948e+00 7.204168769838181913e+35 7.155579741407939467e+34 1.008473572648510919e+06 6.128882926977131262e+01
-9.066080195931135677e+00 7.233145031212653958e+35 7.311697119854378624e+34 1.008475615243631997e+06 6.166357680627557158e+01
-9.028349994252494071e+00 7.256207470876553731e+35 7.447308530469412938e+34 1.008477407743988326e+06 6.206357688332798261e+01
-8.997789766306595993e+00 7.275895155068818882e+35 7.564137897625035851e+34 1.008479026276437915e+06 6.249842436568739146e+01
-8.974565129115944728e+00 7.291241515946303338e+35 7.652122398166602867e+34 1.008480360408909037e+06 6.288126946994067623e+01
-8.972277544358803425e+00 7.291986635475777811e+35 7.664904024270771439e+34 1.008480496924173669e+06 6.291799544565395763e+01
-8.967725250689909444e+00 7.295649785836903562e+35 7.677473178839607351e+34 1.008480774427470053e+06 6.299674183871442779e+01
-8.958666186290429323e+00 7.301081076671578522e+35 7.714902968450604064e+34 1.008481346499388106e+06 6.317175092832220429e+01
-8.940638648135063704e+00 7.314096634331601443e+35 7.784513186173984469e+34 1.008482669441760285e+06 6.370100693827691174e+01
-8.928037591416796204e+00 7.339593190430408917e+35 7.782762549796890901e+34 1.008483776203567395e+06 6.425702422486337184e+01
-8.918586680645603337e+00 7.331326973259051770e+35 7.891793186082262724e+34 1.008484692775340984e+06 6.479867572646399765e+01
-8.912714775136919343e+00 7.341314707679742923e+35 7.891679852739949537e+34 1.008485275453162030e+06 6.517046919558568163e+01
-8.908006305693561444e+00 7.342707941357689456e+35 7.925987240744185717e+34 1.008485751119515509e+06 6.549000862357296171e+01
-8.903590603880729759e+00 7.352888667613073873e+35 7.916244377242338945e+34 1.008486218919506995e+06 6.581602237362896801e+01
-8.899487437744028284e+00 7.349499367147460639e+35 7.964492404400818359e+34 1.008486697357260389e+06 6.618881035347034469e+01
-8.898111429831260466e+00 7.350936005782159949e+35 7.968955431832462519e+34 1.008486881385915331e+06 6.635089612624133792e+01
-8.897580601720619597e+00 7.348075591364401656e+35 7.989477776177283026e+34 1.008486950699871639e+06 6.641159096636923209e+01
-8.896727492296122364e+00 7.348738065802713301e+35 7.993424981864407046e+34 1.008487060578368837e+06 6.650755558206681428e+01
-8.895029804540172336e+00 7.354002539512208208e+35 7.979818870513207712e+34 1.008487277528638020e+06 6.669826417163947951e+01
-8.891651405907396111e+00 7.357974519214453986e+35 7.988971903565808128e+34 1.008487709126511822e+06 6.708637075239960268e+01
-8.887521162208940950e+00 7.359032247086892955e+35 8.018660813880286729e+34 1.008488232506368309e+06 6.756780012071035912e+01
-8.882734664377494482e+00 7.359808293342327339e+35 8.056218598718786877e+34 1.008488831280535087e+06 6.813257701151246692e+01
-8.877387409704169841e+00 7.365312385533670171e+35 8.071232127887839182e+34 1.008489490243357024e+06 6.876887822327144306e+01
-8.871579206033857190e+00 7.390793762473031513e+35 8.036088871325178659e+34 1.008490213452736614e+06 6.946451598022319729e+01
-8.865367392960251891e+00 7.578099876126055675e+35 1.126578440392060912e+35 1.008490984929227969e+06 7.021774924070128066e+01
-8.858851036142368685e+00 8.868148738665586132e+35 6.438410967409408701e+35 1.008491842819097685e+06 7.104894041125929505e+01
-8.852111711825273233e+00 1.017589288314197593e+36 1.209158503777856539e+36 1.008492716865250608e+06 7.190433319932917300e+01
-8.845217473368393257e+00 1.126051724622554044e+36 1.678765479641245430e+36 1.008493608511933475e+06 7.277388652563919891e+01
-8.838213398337757098e+00 1.144775654200736672e+36 1.758050542874456985e+36 1.008494555088712485e+06 7.366655264934553315e+01
-8.825864851047299453e+00 1.217457258734619010e+36 2.069819566418940528e+36 1.008496246577016078e+06 7.525362391556897990e+01
-8.815296781200231635e+00 1.274808307443250865e+36 2.315156632577568595e+36 1.008497745089035248e+06 7.665618554994696865e+01
-8.805769526457879692e+00 1.249343155048781104e+36 2.201092453173489062e+36 1.008499098103815923e+06 7.792066361458218182e+01
-8.788999732134470833e+00 1.222040781221109768e+36 2.075979224715034939e+36 1.008501563076094142e+06 8.023220853212302472e+01
-8.770993339911001385e+00 1.232002763531409634e+36 2.104483600313846596e+36 1.008504448945345008e+06 8.304247970099993381e+01
-8.757090549232088961e+00 1.254142670822441271e+36 1.914248022400547577e+36 1.008506599159694975e+06 8.506105119271585124e+01
-8.736251329954029643e+00 1.489896555776710892e+36 2.229566053498488763e+36 1.008509760409775190e+06 8.791941318508555980e+01
-8.713617849132788251e+00 1.469128209611108195e+36 2.154323675212475246e+36 1.008513284685842693e+06 9.081272596185839063e+01
-8.688809616256548907e+00 1.460554182123239270e+36 2.128850732474734878e+36 1.008517585135463043e+06 9.389621869579407587e+01
-8.661510459716737387e+00 1.508217032499184648e+36 2.314550473719215352e+36 1.008522970833148458e+06 9.755138584746579511e+01
-8.631341957356198691e+00 1.509869404777546922e+36 2.055799834304806747e+36 1.008529924513644888e+06 1.022802553568485990e+02
-8.597876168831135146e+00 1.730142663474370005e+36 2.340058775648234625e+36 1.008538279186702101e+06 1.078347160036711188e+02
-8.560603004678341676e+00 1.850154030052389689e+36 2.554988395074740623e+36 1.008549418805710739e+06 1.150435464536524677e+02
-8.518897579151598620e+00 2.323871107041879965e+36 2.822497532271539752e+36 1.008563886056146934e+06 1.228160113441984862e+02
-8.472026718611232354e+00 2.664508861194218686e+36 3.395583448359821566e+36 1.008585282452853397e+06 1.301395403131357114e+02
-8.423350722305258387e+00 4.391699220364689544e+36 4.850642354310570288e+36 1.008612258476315765e+06 1.386236737086020412e+02
-8.374684624099245411e+00 5.526079959244598301e+36 5.304306159931617920e+36 1.008639061741663376e+06 1.474624765257808860e+02
-8.310416177973820595e+00 5.623543141652308210e+36 4.605867592709474392e+36 1.008674275837661349e+06 1.526206970896284361e+02
-8.256386861126884469e+00 6.206600821061376384e+36 4.013559421317232396e+36 1.008708558996818610e+06 1.495237491208590939e+02
-8.192497399928470259e+00 7.404417478102335404e+36 4.466197115359973783e+36 1.008748723818129627e+06 1.442706159449963934e+02
