# time luminosity u_luminosity radius u_radius
-2.007471194513345836e+01 5.742890547495487931e+35 1.102057509629558225e+34 1.008301142171204789e+06 5.332683541734791532e+01
-1.869441801338871301e+01 5.893864667997288766e+35 1.212611457077018760e+34 1.008310228819437558e+06 4.909974148199979993e+01
-1.684556791756040184e+01 6.093530438972101186e+35 1.520830088503621582e+34 1.008342419755487004e+06 6.229899172875232694e+01
-1.400012785718718078e+01 6.566895092470050609e+35 2.001043827476184810e+34 1.008346399437704938e+06 5.366625538866654210e+01
-1.373102521331566095e+01 6.625664501875669832e+35 2.022663733104033607e+34 1.008348893464723020e+06 5.482508341913534622e+01
-1.319551095201313728e+01 6.748218290398653526e+35 2.046266059463127053e+34 1.008352832052030717e+06 5.955273347827552044e+01
-1.212983757201982371e+01 7.033316697628035334e+35 1.961006514147760250e+34 1.008368260039657936e+06 6.214677919880494272e+01
-1.194930543790906086e+01 7.092395288039324311e+35 1.978009388457508247e+34 1.008368775339948246e+06 6.211117000006439071e+01
-1.159004649102826079e+01 7.223014025597752320e+35 2.017927215799226087e+34 1.008370045504700509e+06 6.187510405325726737e+01
-1.087512118673657824e+01 7.544003731890664335e+35 2.290226896556013528e+34 1.008373794141573715e+06 6.060484646101790673e+01
-9.796759334682064946e+00 8.186988619488996121e+35 2.695223095608061313e+34 1.008383531601545052e+06 5.860191765753557291e+01
-9.211910727806753130e+00 8.675307794780018204e+35 2.956335790191801392e+34 1.008393267239651293e+06 5.791729949154460400e+01
-9.160448365691991057e+00 8.726161346443632447e+35 2.960318391369848035e+34 1.008394448512601899e+06 5.794428013357600804e+01
-9.058038265082359430e+00 8.831240295213987525e+35 3.002022971770026611e+34 1.008396939988654223e+06 5.789347036680644010e+01
-8.854242164868992404e+00 9.055044731388459562e+35 3.197284548184078140e+34 1.008402493812198984e+06 5.777567832847942242e+01
-8.586785428788061836e+00 9.402209727692711436e+35 3.556226460516690226e+34 1.008412304269396351e+06 5.771252378650780201e+01
-8.392568437695445027e+00 9.710614066999621740e+35 3.966423999101612721e+34 1.008423306153511396e+06 5.814477733026523509e+01
-8.379276240661056363e+00 9.733679195892262418e+35 4.001965448359622019e+34 1.008424334117456106e+06 5.824380967226218786e+01
-8.352824768562641111e+00 9.782207751387562026e+35 4.083161653035768326e+34 1.008426534446134465e+06 5.849810486450120806e+01
-8.300186339087304077e+00 9.889811896379207468e+35 4.317089662504174385e+34 1.008432240925235325e+06 5.962987289135330116e+01
-8.212503249988003518e+00 1.988257060378081498e+36 2.683822371648068916e+36 1.008446451486788807e+06 6.584930245147367600e+01
-8.135931947314020363e+00 2.314127641017163771e+36 3.278478195481742440e+36 1.008460331293979078e+06 7.478968734377505712e+01
-8.072582431525006541e+00 2.243570621806696358e+36 3.004601147333983703e+36 1.008474368895754218e+06 8.388930881892950708e+01
-8.025019481845447444e+00 2.625476960907365766e+36 3.075441319085588332e+36 1.008488970534865861e+06 9.376507749423221583e+01
-7.983814083178003784e+00 3.457155282447094988e+36 3.634504691750351978e+36 1.008503428615273326e+06 1.027448399982391862e+02
-7.949761264848348219e+00 4.087522075651161477e+36 4.109796420276966956e+36 1.008515779025569907e+06 1.095734525851190710e+02
-7.919657035590716987e+00 4.413556730687690743e+36 4.134501081904594407e+36 1.008526868084750138e+06 1.148676290367510973e+02
-7.892322869134659413e+00 4.428310515469847638e+36 3.996449046451926447e+36 1.008537147381838062e+06 1.190980449852979888e+02
-7.875779053903897875e+00 4.618946377105573049e+36 3.888664474391678303e+36 1.008543483534756117e+06 1.213702020970762732e+02
-7.855975772592501016e+00 4.693331562458477418e+36 3.908406846787165545e+36 1.008551321397075779e+06 1.237532253254401411e+02
-7.839454493427183479e+00 4.768441483713978500e+36 3.936827232036599870e+36 1.008558167325995164e+06 1.254043424001647224e+02
-7.824118572028964991e+00 4.780033256281095312e+36 3.884764719227515497e+36 1.008564783228285844e+06 1.266737342201230518e+02
-7.807500257031279034e+00 4.807340153262483152e+36 3.864018253365388688e+36 1.008572411845343187e+06 1.276805516192133325e+02
-7.792353599103080342e+00 4.856231943705073576e+36 3.838956207236559400e+36 1.008579829655717243e+06 1.282348150876167665e+02
-7.778545664645207580e+00 5.003847765757178176e+36 3.796219305304692172e+36 1.008586975379818818e+06 1.283822968073414472e+02
-7.765401749500597361e+00 5.183265915250630411e+36 3.759773823967193028e+36 1.008594243993060896e+06 1.281048383720993797e+02
-7.758504089057169040e+00 5.351773031919238088e+36 3.688231444810629064e+36 1.008598200258536614e+06 1.278082220540783283e+02
