# time luminosity u_luminosity radius u_radius
-4.935224722157727228e-01 8.034320331187717088e+37 2.147058844947566612e+37 6.381627131316247396e+05 4.817015935637047514e+05
-4.890467872482986422e-01 8.467133958533521086e+37 2.081124567394355815e+37 6.381723732302061981e+05 4.817090164545701700e+05
-4.837039312678825809e-01 9.065862000435113912e+37 2.005397080005439791e+37 6.381847193634255091e+05 4.817185035836339812e+05
-4.785512384260073304e-01 9.724496970109463668e+37 1.932734243257729415e+37 6.381975443411050364e+05 4.817283589471089654e+05
-4.735920860712212743e-01 1.021265760463269737e+38 1.957122868822447813e+37 6.382106534927900648e+05 4.817384328956655809e+05
-4.687685426961252233e-01 1.077169055913912572e+38 1.927618831824343755e+37 6.382240968655726174e+05 4.817487638566689566e+05
-4.640936613941448741e-01 1.133001083384683406e+38 1.909020820821727916e+37 6.382377641945973737e+05 4.817592670756865991e+05
-4.596715610878163716e-01 1.193607615027934136e+38 2.005237898011023794e+37 6.382512697987770662e+05 4.817696461458902340e+05
-4.554844865451741498e-01 1.237147648202992479e+38 1.925590355222172154e+37 6.382645004762014141e+05 4.817798140376802767e+05
-4.514392148375918623e-01 1.281740727832276043e+38 1.871784886860412371e+37 6.382776969387581339e+05 4.817899557142633712e+05
-4.474284243515285198e-01 1.328617658519891032e+38 1.800823190763233738e+37 6.382911477936984738e+05 4.818002929658535868e+05
-4.436387534169625724e-01 1.379699088938246146e+38 1.721186236123059988e+37 6.383042011682000011e+05 4.818103248125482351e+05
-4.402722324557544198e-01 1.414026953820387799e+38 1.645872886453671284e+37 6.667164422859780025e+05 4.734737721786314505e+05
-4.370811790086008841e-01 1.449902827346418131e+38 1.557083316730004818e+37 6.667276651129089296e+05 4.734818760513198213e+05
-4.340521615358738927e-01 1.480211176676990766e+38 1.518708656345949284e+37 6.667386346724514151e+05 4.734897972698573139e+05
-4.312160881363524823e-01 1.508352699661707347e+38 1.472038935059664450e+37 6.667491316332771676e+05 4.734973773592819925e+05
-4.284207614909973927e-01 1.535681717637055384e+38 1.427185270923011336e+37 6.667596619150043698e+05 4.735049816231629229e+05
-4.257270699799846625e-01 1.561493550948927209e+38 1.378084540583792231e+37 6.667699768679685658e+05 4.735124304723832756e+05
-4.230867843925807392e-01 1.586238238067302426e+38 1.326107150621805390e+37 6.667802191921676276e+05 4.735198269407484331e+05
-4.205171938119747210e-01 1.609788678448353525e+38 1.268450536398202700e+37 6.667903022529752925e+05 4.735271084491640213e+05
-4.179286008456983836e-01 1.632513039447613955e+38 1.215040192222163310e+37 6.668005697216686094e+05 4.735345231737850700e+05
-4.152981961378827691e-01 1.654553464285486044e+38 1.160258878648947021e+37 6.668110984837909928e+05 4.735421266357704299e+05
-4.126784934487659484e-01 1.675453724687657456e+38 1.097910212614265240e+37 6.668216739763952792e+05 4.735497638746460434e+05
-4.099805472651496530e-01 1.696550332728395222e+38 1.033941024716705910e+37 6.668326429063286632e+05 4.735576852730462560e+05
-4.071965205257583875e-01 1.717154073008280204e+38 9.705624025631381396e+36 6.668440333250070689e+05 4.735659110847356496e+05
-4.042880464239715366e-01 1.737590960350149154e+38 9.072435799066785888e+36 6.668559950777044287e+05 4.735745495269259554e+05
-4.014460796533967368e-01 1.756497800272992609e+38 8.474795784643923135e+36 6.668677359399131965e+05 4.735830284735452733e+05
-3.985348652477114229e-01 1.775090968740716817e+38 7.906397131989520507e+36 6.668798068757436704e+05 4.735917458159105736e+05
-3.955528523729299195e-01 1.793301727876162676e+38 7.405028155654501157e+36 6.668922112008973490e+05 4.736007039503580891e+05
-3.925891938979475526e-01 1.810091236505117793e+38 7.002221649204561178e+36 6.669045735176854068e+05 4.736096317724088440e+05
-3.896270319601171650e-01 1.825773550630993964e+38 6.715343727544151613e+36 6.669169591407835251e+05 4.736185764492781018e+05
-3.866320731649466325e-01 1.841054244943182737e+38 6.511254716391140235e+36 6.669295155146443285e+05 4.736276444639430265e+05
-3.835644600767409429e-01 1.856551301572334393e+38 6.351580481757373636e+36 6.669424082265755860e+05 4.736369554022239754e+05
-3.804197076278796885e-01 1.871300712486839776e+38 6.298545032737695695e+36 6.669556593482095050e+05 4.736465252070191782e+05
-3.772349000719259493e-01 1.885652693386801872e+38 6.328533856782112508e+36 6.669691173853967339e+05 4.736562444719275809e+05
-3.739378478912840365e-01 1.900765963119429888e+38 6.393046064445299810e+36 6.669830908775362186e+05 4.736663360233676503e+05
-3.705378713857498951e-01 1.915731023829496624e+38 6.469883528330226126e+36 6.669975355047533521e+05 4.736767678537348984e+05
-3.670822705917089479e-01 1.930890647623059146e+38 6.611046048590435465e+36 6.670122551743116928e+05 4.736873983504339121e+05
-3.635720739912358113e-01 1.946680009176299554e+38 6.746488621692752946e+36 6.670272498890566640e+05 4.736982275164893945e+05
-3.600090580948744901e-01 1.962073869000932864e+38 6.871524088075944813e+36 6.670425083165845135e+05 4.737092471623835736e+05
-3.564511270124057774e-01 1.977734417426870489e+38 7.016118864921792226e+36 6.670577835465018870e+05 4.737202789689124911e+05
-3.529354299917031312e-01 1.993478764564341314e+38 7.162815803975657528e+36 6.670729095182825113e+05 4.737312030023302650e+05
-3.493207882729620906e-01 2.009955866191800662e+38 7.263044030088101686e+36 6.670884952513569733e+05 4.737424590982276713e+05
