# time (s)    L (erg/s)   R_phot (cm)
4.249735259151871247E+01  3.93664700476365E+33  1.00769022169369E+06
4.463107168088199472E+01  3.85160826385570E+33  1.00768322494074E+06
4.700608960506846046E+01  3.77660298111965E+33  1.00767629349833E+06
4.965550121379951065E+01  3.72585743554345E+33  1.00766938952950E+06
5.261713833650520655E+01  3.53944696414090E+33  1.00772594618865E+06
5.445071775466185215E+01  3.51638313414531E+33  1.00771609817297E+06
5.604711220466818844E+01  3.48840921949512E+33  1.00770863221755E+06
5.784275080577253192E+01  3.45172234892629E+33  1.00770120306746E+06
5.982795702151505424E+01  3.41543484089983E+33  1.00769392633040E+06
6.203239259470714728E+01  3.39222710522806E+33  1.00768675053668E+06
6.448764460797758602E+01  3.39699804997761E+33  1.00767963558712E+06
6.722954443640531963E+01  3.30316581852116E+33  1.00773712956907E+06
6.882571137786690940E+01  3.31738794625511E+33  1.00772766415219E+06
7.033446635535098324E+01  3.32022794777118E+33  1.00771983417177E+06
7.201439431354847898E+01  3.31570304424133E+33  1.00771213152901E+06
7.386905364419051523E+01  3.31283483178915E+33  1.00770461125030E+06
7.592606189969464481E+01  3.32491180993049E+33  1.00769722178105E+06
7.821537266039739222E+01  3.36673355886194E+33  1.00768992062374E+06
8.077067995847197324E+01  3.45233730014493E+33  1.00768266866328E+06
8.362936037251404287E+01  3.60152430196845E+33  1.00774336774872E+06
8.565330230557955815E+01  3.64202183756513E+33  1.00773164926939E+06
8.719175019442124608E+01  3.65772580060751E+33  1.00772393095554E+06
8.894091406486626283E+01  3.66574547902238E+33  1.00771615024836E+06
9.087050176578532046E+01  3.67981978028870E+33  1.00770854216715E+06
9.301058979544606586E+01  3.71782371746585E+33  1.00770105213512E+06
9.539166303888762855E+01  3.79762232011678E+33  1.00769364312799E+06
9.804855766309523801E+01  3.92552541059325E+33  1.00775322574893E+06
9.956524597408264299E+01  3.98036956993899E+33  1.00774359413503E+06
1.010265961796645655E+02  4.02013038721098E+33  1.00773545712100E+06
1.026505183998104940E+02  4.05710710221970E+33  1.00772746914919E+06
1.044423721455211620E+02  4.10418115850736E+33  1.00771968021672E+06
1.064284588346208977E+02  4.17892209539190E+33  1.00771204411802E+06
1.086383705362071623E+02  4.29983942099170E+33  1.00770451881390E+06
1.111052138516462975E+02  4.48387620970098E+33  1.00769706695970E+06
1.138658376635459462E+02  4.85772654657332E+33  1.00775918394105E+06
1.156381668528556332E+02  4.96623020301234E+33  1.00774823289457E+06
1.171304859782032395E+02  5.04134853881093E+33  1.00774019825664E+06
1.188101638764760537E+02  5.12061304113487E+33  1.00773219716357E+06
1.206632440567665157E+02  5.22328278482431E+33  1.00772439456849E+06
1.227181932067506267E+02  5.37384717289333E+33  1.00771674466193E+06
1.250060343135503018E+02  5.59808036300187E+33  1.00770921249249E+06
1.275625625739555460E+02  5.92201529352553E+33  1.00770176588693E+06
1.304280042597030729E+02  6.56518842722168E+33  1.00776587793875E+06
1.323260444068451704E+02  6.76842105901479E+33  1.00775446456109E+06
1.338493917953764765E+02  6.92225801359673E+33  1.00774651304499E+06
1.355748725620024402E+02  7.10770595119905E+33  1.00773855522282E+06
1.374799460277227467E+02  7.35412946877467E+33  1.00773081296158E+06
1.395958100388958201E+02  7.70306175892455E+33  1.00772324834520E+06
1.419566468474017711E+02  8.20253128038192E+33  1.00771584237395E+06
1.446039573889153473E+02  8.90645089732063E+33  1.00770858117009E+06
1.475864802661688202E+02  1.01499391638485E+34  1.00777525968554E+06
1.494717979348836536E+02  1.06558810885614E+34  1.00776435913259E+06
1.510345422078895297E+02  1.10902925674973E+34  1.00775655405819E+06
1.528060054074037168E+02  1.16398275686282E+34  1.00774881109522E+06
1.547687926414479591E+02  1.23616785378915E+34  1.00774136424022E+06
1.569615612383479686E+02  1.33280796208082E+34  1.00773419813041E+06
1.594308219964103728E+02  1.45658737357873E+34  1.00772731106335E+06
1.622367553922267405E+02  1.69401644232998E+34  1.00779436099783E+06
1.635150491547971399E+02  1.75286453937940E+34  1.00778656523699E+06
1.650258914963292511E+02  1.80944858414167E+34  1.00777854266607E+06
1.667017765820161799E+02  1.86039651755411E+34  1.00777084675646E+06
1.685759609886877968E+02  1.89448540667131E+34  1.00776337896737E+06
1.706870084886417658E+02  1.89811197018702E+34  1.00775600760909E+06
1.727451560187498671E+02  1.87273893926804E+34  1.00774952421974E+06
1.748622779918052856E+02  1.81860005345374E+34  1.00774330540912E+06
1.770372919491967707E+02  2.03138556754871E+34  1.00782175280198E+06
1.781376800837886947E+02  1.96196609808089E+34  1.00781373735529E+06
1.795860225786448723E+02  1.87660242631788E+34  1.00780400118785E+06
1.811312919145288447E+02  1.80392599194391E+34  1.00779456350079E+06
1.828083999951256260E+02  1.73555516796395E+34  1.00778527602098E+06
1.846408577331379774E+02  1.68139715628396E+34  1.00777607225206E+06
1.866525841261894811E+02  1.65384444439145E+34  1.00776689602601E+06
1.888661094868626549E+02  1.64519568560612E+34  1.00775771802349E+06
1.913049373674359117E+02  1.65686212442447E+34  1.00774852386532E+06
1.939951478019384865E+02  1.86838168575189E+34  1.00782579686999E+06
1.955445705063557682E+02  1.81643959311475E+34  1.00781382343577E+06
1.969808553041518167E+02  1.77265527635353E+34  1.00780375657176E+06
1.985404631007898217E+02  1.73772929079655E+34  1.00779387913271E+06
2.002302792372034617E+02  1.71743849333008E+34  1.00778427662692E+06
2.020810132906243837E+02  1.71135959322301E+34  1.00777486353282E+06
2.041209187324699030E+02  1.71672951693843E+34  1.00776557741641E+06
2.063779283328119334E+02  1.73226696472286E+34  1.00775637447159E+06
2.088811599675862567E+02  1.88097195034915E+34  1.00783134190592E+06
2.102102530419481070E+02  1.85128098015751E+34  1.00782047776271E+06
2.115887583061261523E+02  1.81970935951018E+34  1.00781028269680E+06
2.130794012299808742E+02  1.79409503455154E+34  1.00780038302858E+06
2.147003197453142036E+02  1.77876537134908E+34  1.00779077082151E+06
2.164794010541294824E+02  1.77494645519320E+34  1.00778136497886E+06
2.184436432524842644E+02  1.78123007926413E+34  1.00777210649194E+06
2.206204368933358921E+02  1.79826135423959E+34  1.00776294210331E+06
2.230379937521067006E+02  1.82270213899170E+34  1.00775383724509E+06
2.257269931055993766E+02  1.97234395042589E+34  1.00783096031160E+06
2.273330817146908771E+02  1.93114977027443E+34  1.00781874738541E+06
2.287751832560638547E+02  1.89630214106576E+34  1.00780885912063E+06
2.303504143875114494E+02  1.86845599129642E+34  1.00779912609661E+06
2.320606749234064807E+02  1.85236840197985E+34  1.00778966737827E+06
2.339375940993896847E+02  1.84819235196788E+34  1.00778039605953E+06
2.360104287154218241E+02  1.85608319446239E+34  1.00777124974999E+06
2.383085604630286412E+02  1.87459223639845E+34  1.00776218025501E+06
2.408625157495123119E+02  1.99764663493300E+34  1.00783703888539E+06
2.422184801067890874E+02  1.97052026696879E+34  1.00782624345636E+06
2.436164246623298197E+02  1.94247101706754E+34  1.00781618337583E+06
2.451307764770006656E+02  1.92055374319212E+34  1.00780640162499E+06
2.467790282780799487E+02  1.90892333377858E+34  1.00779689605219E+06
2.485897342743674017E+02  1.90879849888959E+34  1.00778758696945E+06
2.505907644055781418E+02  1.91996532070162E+34  1.00777841108166E+06
2.528101083934691644E+02  1.94136613568082E+34  1.00776931937575E+06
2.552769861083243939E+02  1.97131569462989E+34  1.00776027444570E+06
2.580230223703435399E+02  2.11270614225688E+34  1.00783799670020E+06
2.596664510786936262E+02  2.07369937939189E+34  1.00782574367387E+06
2.611283529075438423E+02  2.04146778280126E+34  1.00781590790783E+06
2.627259048596051798E+02  2.01720673660920E+34  1.00780621345914E+06
2.644602832900942531E+02  2.00500829239787E+34  1.00779678600318E+06
2.663640708283006688E+02  2.00584032590991E+34  1.00778753704065E+06
2.684672549226427236E+02  2.01918789791506E+34  1.00777840185478E+06
2.707996034508563525E+02  2.04379888987734E+34  1.00776933158211E+06
2.733919345376177148E+02  2.16523867432287E+34  1.00784504050480E+06
2.747737118074894624E+02  2.13765353230495E+34  1.00783415759078E+06
2.761860100595242216E+02  2.11040663624686E+34  1.00782408426007E+06
2.777146399015654197E+02  2.09028923409810E+34  1.00781428464104E+06
2.793773177479424135E+02  2.08210218439864E+34  1.00780475780298E+06
2.812034479095180473E+02  2.08621389786524E+34  1.00779542188393E+06
2.832212874455039469E+02  2.10229208085631E+34  1.00778621209304E+06
2.854589741573522588E+02  2.12860353276939E+34  1.00777708208340E+06
2.879461356090969844E+02  2.16482694429597E+34  1.00776798794812E+06
2.907141044444309728E+02  2.30344886316547E+34  1.00784666793872E+06
2.923666037093020122E+02  2.26414514245764E+34  1.00783435630323E+06
2.938360025146952239E+02  2.23259485809429E+34  1.00782445258486E+06
2.954386885616250424E+02  2.20973823557387E+34  1.00781469714874E+06
2.971772161326303490E+02  2.20021281908356E+34  1.00780521156699E+06
2.990850011264060981E+02  2.20492182416247E+34  1.00779589993796E+06
3.011920705512702625E+02  2.22252258260780E+34  1.00778669887728E+06
3.035281864649140289E+02  2.25206238208296E+34  1.00777755826298E+06
3.061239589015307843E+02  2.37057543013564E+34  1.00785410259955E+06
3.074997544683462820E+02  2.34057621337344E+34  1.00784320234676E+06
3.089140947217646840E+02  2.31309981037643E+34  1.00783302835775E+06
3.104411363866498732E+02  2.29511846992339E+34  1.00782314265987E+06
3.121007205063525589E+02  2.28878755425274E+34  1.00781353379689E+06
3.139226670053470230E+02  2.29621244695294E+34  1.00780411470953E+06
3.159350822471998868E+02  2.31589218253219E+34  1.00779482125123E+06
3.181659560146286481E+02  2.34657173562906E+34  1.00778560433075E+06
3.206444429378178711E+02  2.45463226121839E+34  1.00786114982512E+06
3.218708897715757189E+02  2.43161177385397E+34  1.00785094833230E+06
3.232445493101588454E+02  2.40852076785696E+34  1.00784056009346E+06
3.247201570576556833E+02  2.39337232656389E+34  1.00783054485518E+06
3.263260213914442716E+02  2.39043600288719E+34  1.00782081353427E+06
3.280896783692919598E+02  2.40150544893332E+34  1.00781128128605E+06
3.300377169935862298E+02  2.42381379155575E+34  1.00780188717428E+06
3.321969534750114121E+02  2.45662613236379E+34  1.00779258090561E+06
3.345953010235909346E+02  2.49675501090484E+34  1.00778332963006E+06
3.372635872469550691E+02  2.62536908579055E+34  1.00786232093641E+06
3.387595971011153893E+02  2.59155140381583E+34  1.00785064028901E+06
3.401986593722344310E+02  2.56043266776133E+34  1.00784041509772E+06
3.417533111472429823E+02  2.54003553184467E+34  1.00783044186429E+06
3.434388978611486323E+02  2.53397908715575E+34  1.00782075330420E+06
3.452876809799016655E+02  2.54260023687394E+34  1.00781125030791E+06
3.473284393734227820E+02  2.56448853197220E+34  1.00780186807731E+06
3.495896495944688809E+02  2.59745974656005E+34  1.00779255886443E+06
3.521009685935980542E+02  2.70377380426685E+34  1.00786946862180E+06
3.533675812769902791E+02  2.67798356461804E+34  1.00785897577234E+06
3.547538147046137169E+02  2.65068318752570E+34  1.00784850702035E+06
3.562405849013809984E+02  2.63411111652125E+34  1.00783840824201E+06
3.578561304857669256E+02  2.63107635540647E+34  1.00782859625441E+06
3.596289250767371186E+02  2.64156491487346E+34  1.00781898643201E+06
3.615862213104035732E+02  2.66513886879515E+34  1.00780951136108E+06
3.637548722792985814E+02  2.69919315948587E+34  1.00780012270751E+06
3.661628902463617123E+02  2.74159030895171E+34  1.00779078396674E+06
3.688408093351151251E+02  2.86511700983754E+34  1.00787073376868E+06
3.703446618394501115E+02  2.82515521286464E+34  1.00785894626227E+06
3.717873668993291858E+02  2.79136469842733E+34  1.00784863076120E+06
3.733429130495006802E+02  2.76979080799358E+34  1.00783857867521E+06
3.750282381138946448E+02  2.76477972681099E+34  1.00782880880517E+06
3.768756427549331534E+02  2.77464448039089E+34  1.00781922742481E+06
3.789142407647760251E+02  2.79796046329561E+34  1.00780976653901E+06
3.811724670062254177E+02  2.83226187736831E+34  1.00780037892906E+06
3.836798951161266018E+02  2.93472974771165E+34  1.00787799331400E+06
3.849381697959891540E+02  2.90583838071559E+34  1.00786748249682E+06
3.863237886768918656E+02  2.87697755330077E+34  1.00785690741897E+06
3.878065423896584321E+02  2.85981746118679E+34  1.00784672013011E+06
3.894165761717391092E+02  2.85738357154527E+34  1.00783682532683E+06
3.911827472595330164E+02  2.86936631917251E+34  1.00782713327057E+06
3.931321465498917291E+02  2.89444324849822E+34  1.00781757667643E+06
3.952913338940871881E+02  2.93011676337373E+34  1.00780810913398E+06
3.976883252007519332E+02  2.97499598546860E+34  1.00779868938127E+06
4.003531258439207363E+02  3.09118417412363E+34  1.00787926945113E+06
4.018318923988429106E+02  3.04960407179423E+34  1.00786754772252E+06
4.032711512650266172E+02  3.01451911592847E+34  1.00785711422704E+06
4.048182426614599194E+02  2.99319904689972E+34  1.00784697127502E+06
4.064934541410308952E+02  2.98884229471464E+34  1.00783711667993E+06
4.083291892601873769E+02  2.99991888804905E+34  1.00782745411394E+06
4.103545440376553302E+02  3.02532505116974E+34  1.00781791152578E+06
4.125974506806581985E+02  3.06143005257821E+34  1.00780844383345E+06
4.150870881226348388E+02  3.16013976899854E+34  1.00788656701776E+06
4.163212468120031531E+02  3.12989231377102E+34  1.00787611824369E+06
4.177013319965468554E+02  3.10051439964379E+34  1.00786542001056E+06
4.191743210005621449E+02  3.08424974705946E+34  1.00785513514149E+06
4.207729252802811288E+02  3.08275068418309E+34  1.00784515039786E+06
4.225261756991530433E+02  3.09632044084342E+34  1.00783537034621E+06
4.244607164274772799E+02  3.12266177137191E+34  1.00782573167889E+06
4.266031037635713687E+02  3.15945073155756E+34  1.00781618449362E+06
4.289810124952995238E+02  3.20539330070556E+34  1.00780668965451E+06
4.316244042700637351E+02  3.31663564322005E+34  1.00788776048548E+06
4.330683053005712964E+02  3.27424723281162E+34  1.00787615293613E+06
4.345012209837383352E+02  3.23769742324435E+34  1.00786559374722E+06
4.360366016346558240E+02  3.21668476655541E+34  1.00785535574859E+06
4.376983395765794285E+02  3.21328337381525E+34  1.00784541297364E+06
4.395188944207179134E+02  3.22623165638019E+34  1.00783566272945E+06
4.415268028896830401E+02  3.25303377588786E+34  1.00782603884384E+06
4.437499405729978434E+02  3.29006482540282E+34  1.00781649578052E+06
4.462175286331149096E+02  3.33780473060392E+34  1.00780698573344E+06
4.489599442438091046E+02  3.44788641966406E+34  1.00788963492090E+06
4.505327863002297590E+02  3.39524323051133E+34  1.00787737166267E+06
4.519964526469326529E+02  3.35501407039875E+34  1.00786690958449E+06
4.535700433406249203E+02  3.33220298645811E+34  1.00785670580988E+06
4.552710998213144649E+02  3.32803685520303E+34  1.00784679276848E+06
4.571341388713785818E+02  3.34111303265251E+34  1.00783706119209E+06
4.591886075714520530E+02  3.36795804990860E+34  1.00782744845603E+06
4.614634447911567463E+02  3.40615796752635E+34  1.00781790244794E+06
4.639880640311329216E+02  3.50048333111005E+34  1.00789745269401E+06
4.652550084537792827E+02  3.46582398669449E+34  1.00788677969433E+06
4.666485112359483765E+02  3.43326560405285E+34  1.00787599477613E+06
4.681323902207756760E+02  3.41500474849373E+34  1.00786563162715E+06
4.697407535909567287E+02  3.41457023670205E+34  1.00785556663322E+06
4.715033550708708390E+02  3.42952047971119E+34  1.00784570953987E+06
4.734475859333963967E+02  3.45875768663430E+34  1.00783598627467E+06
4.755997480257699976E+02  3.49775733823030E+34  1.00782635670530E+06
4.779881742654119989E+02  3.54588858045751E+34  1.00781677523901E+06
4.806425797715954786E+02  3.65111525010280E+34  1.00789897468163E+06
4.820893591275101926E+02  3.60313220979394E+34  1.00788729355455E+06
4.835266006207051532E+02  3.56368552856611E+34  1.00787662293818E+06
4.850623384691292017E+02  3.54243668352060E+34  1.00786629224787E+06
4.867230176776481017E+02  3.54044630431930E+34  1.00785625875607E+06
4.885415643666801770E+02  3.55579007154414E+34  1.00784642018150E+06
4.905467387030769260E+02  3.58565332238935E+34  1.00783670439079E+06
4.927659757082990382E+02  3.62677559662878E+34  1.00782706501691E+06
4.952279972267116932E+02  3.71561845254693E+34  1.00790650546500E+06
4.964226296497507178E+02  3.68290277131088E+34  1.00789613386977E+06
4.977948409056121477E+02  3.65114967599514E+34  1.00788517407533E+06
4.992512167817540103E+02  3.63518745010810E+34  1.00787468610166E+06
5.008302982418031775E+02  3.63683258805495E+34  1.00786450349549E+06
5.025606401364464091E+02  3.65420232893565E+34  1.00785453790673E+06
5.044690773330004845E+02  3.68468036584114E+34  1.00784471636241E+06
5.065813725302441526E+02  3.72662026369898E+34  1.00783499192588E+06
5.089247416622806668E+02  3.77712668466688E+34  1.00782532260831E+06
5.115282401680276507E+02  3.87749557753399E+34  1.00790763607931E+06
5.129085537403461785E+02  3.83054264428586E+34  1.00789622172454E+06
5.143301175417934701E+02  3.79140591885880E+34  1.00788538386478E+06
5.158428908534597213E+02  3.77096889533142E+34  1.00787493817729E+06
5.174786201319948304E+02  3.77039257126322E+34  1.00786479775256E+06
5.192694698184666322E+02  3.78727415172982E+34  1.00785485782608E+06
5.212434675995144744E+02  3.81807871110549E+34  1.00784505291293E+06
5.234281206586359758E+02  3.86024098151396E+34  1.00783533075203E+06
5.258515600747126655E+02  3.91188955126105E+34  1.00782565013734E+06
5.285437555855758092E+02  4.00785836318321E+34  1.00790946154397E+06
5.300316205428715648E+02  3.95198162906733E+34  1.00789749646631E+06
5.314813817974950325E+02  3.90904960305582E+34  1.00788674134048E+06
5.330276321548751639E+02  3.88725823875806E+34  1.00787632571777E+06
5.346975234002140951E+02  3.88661552285953E+34  1.00786620932919E+06
5.365249948239943478E+02  3.90325669541813E+34  1.00785628990117E+06
5.385394319845195241E+02  3.93416126985390E+34  1.00784649374395E+06
5.407687225547969092E+02  3.97725786264391E+34  1.00783676914733E+06
5.432413702872675003E+02  4.06219661626297E+34  1.00791729898619E+06
5.444426640974902512E+02  4.02571218638697E+34  1.00790682820975E+06
5.458196400349693249E+02  3.99186003029704E+34  1.00789574862130E+06
5.472768320079106843E+02  3.97551443351563E+34  1.00788516424493E+06
5.488553127810548631E+02  3.97791220628989E+34  1.00787489150604E+06
5.505842485378540232E+02  3.99634818198567E+34  1.00786483919877E+06
5.524908021386448809E+02  4.02851457119301E+34  1.00785493014316E+06
5.546004906577231850E+02  4.07228847397977E+34  1.00784511569201E+06
5.569400651329904122E+02  4.12441201860013E+34  1.00783536141875E+06
5.595392797094785919E+02  4.21700864266969E+34  1.00791857408447E+06
5.609054319712972756E+02  4.16627055431134E+34  1.00790717091783E+06
5.623264281902090715E+02  4.12574805173649E+34  1.00789619726060E+06
5.638334227989510055E+02  4.10529679004605E+34  1.00788565127761E+06
5.654620253049837402E+02  4.10627745221609E+34  1.00787541276021E+06
5.672442960903606490E+02  4.12513816133673E+34  1.00786538131568E+06
5.692086567953411986E+02  4.15745090982735E+34  1.00785548591992E+06
5.713822080539528088E+02  4.20267512250138E+34  1.00784566916371E+06
5.737921809676702196E+02  4.28312913397177E+34  1.00792599541546E+06
5.749261455222014092E+02  4.24796714637871E+34  1.00791580546914E+06
5.762810679590484142E+02  4.21566277344184E+34  1.00790455546750E+06
5.777112148827166038E+02  4.20135381426706E+34  1.00789384796042E+06
5.792610822115518658E+02  4.20552355769451E+34  1.00788346289217E+06
5.809590845437553526E+02  4.22596957026802E+34  1.00787330092188E+06
5.828310039020726663E+02  4.26032237795181E+34  1.00786329356254E+06
5.849020202350503723E+02  4.30622756006716E+34  1.00785338742445E+06
5.871981885124702103E+02  4.36014129685405E+34  1.00784354601946E+06
5.897480387328713505E+02  4.44757259151685E+34  1.00792682801510E+06
5.910544665499401162E+02  4.39824741110236E+34  1.00791566377559E+06
5.924599610827709739E+02  4.35776309657807E+34  1.00790452995372E+06
5.939452311408151672E+02  4.33882390811601E+34  1.00789387115059E+06
5.955502821708032570E+02  4.34116222405932E+34  1.00788352867809E+06
5.973065319834128104E+02  4.36140584646954E+34  1.00787340008064E+06
5.992417718604547190E+02  4.39464667627951E+34  1.00786341958760E+06
6.013830736269393356E+02  4.44072762097885E+34  1.00785352269298E+06
6.037570053490610462E+02  4.49458356050670E+34  1.00784368160695E+06
6.063937216184424415E+02  4.57820787883731E+34  1.00792843524053E+06
6.077985854018276086E+02  4.51979234337911E+34  1.00791676404448E+06
6.092320790725060533E+02  4.47527002984502E+34  1.00790571234765E+06
6.107494392656230957E+02  4.45424906558969E+34  1.00789509016264E+06
6.123873212667381267E+02  4.45601073441361E+34  1.00788477879890E+06
6.141788501419310933E+02  4.47611328637092E+34  1.00787467317858E+06
6.161527887414008546E+02  4.51168261923680E+34  1.00786469665243E+06
6.183359921900847667E+02  4.55860816319983E+34  1.00785480322037E+06
6.207565575935799416E+02  4.61281848680257E+34  1.00784496040701E+06
6.234457065144353010E+02  4.69170789432615E+34  1.00793064637298E+06
6.249084787290790928E+02  4.62715688779384E+34  1.00791868633165E+06
6.263583464503770983E+02  4.58085720337268E+34  1.00790767650898E+06
6.278944945149486330E+02  4.55901469896910E+34  1.00789707001100E+06
6.295516297784869266E+02  4.56114320477724E+34  1.00788677050331E+06
6.313638747818542925E+02  4.58215230172710E+34  1.00787667038065E+06
6.333604324626411426E+02  4.61912896166746E+34  1.00786669285546E+06
6.355684685594026178E+02  4.66726111992549E+34  1.00785679426826E+06
6.380165608932965142E+02  4.73987205293254E+34  1.00793878697377E+06
6.391830476344041472E+02  4.69842560393022E+34  1.00792837301546E+06
6.405534064407897858E+02  4.66191849936318E+34  1.00791702001817E+06
6.419951750079977728E+02  4.64668347115222E+34  1.00790622458037E+06
6.435553271812113962E+02  4.65247920839735E+34  1.00789575064669E+06
6.452631319775317706E+02  4.67560659635842E+34  1.00788550135379E+06
6.471449859159439484E+02  4.71369742379327E+34  1.00787540160516E+06
6.492260799349018043E+02  4.76198064172836E+34  1.00786540716806E+06
6.515333120673653866E+02  4.81761045301617E+34  1.00785547870175E+06
6.540957594240032904E+02  4.89478370118350E+34  1.00794005275517E+06
6.554049709623599256E+02  4.83919686581011E+34  1.00792881774666E+06
6.568157078912785209E+02  4.79607585651557E+34  1.00791755062120E+06
6.583013763221750878E+02  4.77724963396400E+34  1.00790678635425E+06
6.599053646785023375E+02  4.78218609048862E+34  1.00789634049869E+06
6.616595698730671984E+02  4.80568478549792E+34  1.00788610977692E+06
6.635917619285891078E+02  4.84436285801074E+34  1.00787601958390E+06
6.657282016181422932E+02  4.89277155789351E+34  1.00786602908863E+06
6.680972332045319035E+02  4.94979544907018E+34  1.00785608757618E+06
6.707278019857427580E+02  5.02318565038321E+34  1.00794192935439E+06
6.721137091541648942E+02  4.95978201995336E+34  1.00793028896661E+06
6.735462536545957164E+02  4.91327901973422E+34  1.00791907888222E+06
6.750565008486668148E+02  4.89312009536733E+34  1.00790833668528E+06
6.766854913560621299E+02  4.89729467415460E+34  1.00789791211162E+06
6.784667038669869044E+02  4.92109080432109E+34  1.00788769331864E+06
6.804284111797825290E+02  4.96051052635178E+34  1.00787760749895E+06
6.825973499913783371E+02  5.01008736270037E+34  1.00786761278298E+06
6.850021458287653786E+02  5.07770506038649E+34  1.00794985207114E+06
6.861217771541853381E+02  5.03656713677145E+34  1.00793960666129E+06
6.874771554763539143E+02  5.00030757025770E+34  1.00792807867691E+06
6.888991088759648846E+02  4.98667604915384E+34  1.00791715222704E+06
6.904378548027683564E+02  4.99415135068908E+34  1.00790655730556E+06
6.921221626621323821E+02  5.02062200243525E+34  1.00789618897887E+06
6.939775186039911432E+02  5.06103562811745E+34  1.00788598117080E+06
6.960289942773649727E+02  5.11078151827364E+34  1.00787588841216E+06
6.983031816631233824E+02  5.16857178280450E+34  1.00786586201069E+06
7.008279394226095746E+02  5.23982428826121E+34  1.00795082259505E+06
7.020913733815594924E+02  5.18362249875686E+34  1.00793975050616E+06
7.034902833561170610E+02  5.13946597592018E+34  1.00792831482580E+06
7.049583673687646979E+02  5.12144637833370E+34  1.00791742777241E+06
7.065430529883346935E+02  5.12710690201860E+34  1.00790687135539E+06
7.082761225022610461E+02  5.15309060781348E+34  1.00789653043669E+06
