# time (s)    L (erg/s)   R_phot (cm)
2.287679420987013934E+00  7.59051365445256E+34  1.00796330477112E+06
2.524324694308637262E+00  7.61108384187851E+34  1.00796210560847E+06
2.799357491098614759E+00  7.63946080219260E+34  1.00796009540327E+06
3.130622647366664069E+00  7.67631014585431E+34  1.00795709994719E+06
3.545306104798760405E+00  7.72274280251613E+34  1.00795288122863E+06
4.091314481514287671E+00  7.78067587960109E+34  1.00794704601632E+06
4.903816550534954466E+00  7.85642306098740E+34  1.00793852752571E+06
5.853028970407983422E+00  7.93065343946371E+34  1.00792922311023E+06
6.974542657755266717E+00  8.00117705586369E+34  1.00791926797726E+06
8.310183618945428563E+00  8.06607720188149E+34  1.00790875379763E+06
9.914673637563929276E+00  8.12419610603333E+34  1.00789771984246E+06
1.183641762374973538E+01  8.17479001070803E+34  1.00788629021444E+06
1.413740303526764563E+01  8.21839682391662E+34  1.00787453126079E+06
1.689009982904532592E+01  8.25637159547691E+34  1.00786248988248E+06
2.018501103759728466E+01  8.29057800694055E+34  1.00785017500237E+06
2.394031197750926054E+01  8.32165904085900E+34  1.00783813357715E+06
2.815877007313425295E+01  8.35110537270142E+34  1.00782644815144E+06
3.289167484666537433E+01  8.38018333083478E+34  1.00781504524975E+06
3.819106998092271965E+01  8.40961602040826E+34  1.00780388269258E+06
4.411826731013712077E+01  8.38849712570681E+34  1.00791704064651E+06
4.682626248738426966E+01  8.38309350224203E+34  1.00790546444769E+06
4.995917793937843498E+01  8.38673121653720E+34  1.00789245894514E+06
5.272031124270591107E+01  8.39735383011187E+34  1.00788178952215E+06
5.539490412504979133E+01  8.41244121846947E+34  1.00787218961119E+06
5.817953796512713893E+01  8.43075301106379E+34  1.00786294114210E+06
6.114291916042577668E+01  8.45110630157681E+34  1.00785386598890E+06
6.443194270164515558E+01  8.47321944772895E+34  1.00784462859185E+06
6.818115946018285456E+01  8.49696090151649E+34  1.00783502515711E+06
7.310657667982890473E+01  8.52509078385653E+34  1.00782370686766E+06
7.366940143514285921E+01  8.59662015931979E+34  1.00796133449854E+06
7.394158569627228417E+01  8.59282705765227E+34  1.00796013550338E+06
7.448323237591984025E+01  8.58439053200724E+34  1.00795788507999E+06
7.556110926841847686E+01  8.56329695064885E+34  1.00795296668066E+06
7.770608428449077110E+01  8.52885099381236E+34  1.00794197253076E+06
8.053398101087798011E+01  8.50686118892090E+34  1.00792754002019E+06
8.299471578643495207E+01  8.50254878775517E+34  1.00791581634977E+06
8.535145358410274241E+01  8.50800765222672E+34  1.00790541012487E+06
8.767352827764445067E+01  8.51896331014236E+34  1.00789591622403E+06
9.004253535362290961E+01  8.53317569333734E+34  1.00788694665791E+06
9.251327564878918963E+01  8.54935538235613E+34  1.00787828390761E+06
9.516869652990121153E+01  8.56692922808415E+34  1.00786967600105E+06
9.812687455459352748E+01  8.58573295763690E+34  1.00786084735772E+06
1.014668686994725846E+02  8.60555579724704E+34  1.00785170411818E+06
1.057345558572401529E+02  8.62837234758507E+34  1.00784112392822E+06
1.111271311184408432E+02  8.65358175471312E+34  1.00782921312367E+06
1.170567680097873193E+02  8.58822253336325E+34  1.00794345718914E+06
1.197444455576462303E+02  8.56898838187076E+34  1.00793151175445E+06
1.223701203330277849E+02  8.56352518668054E+34  1.00792013420690E+06
1.248223286963163048E+02  8.56860593288313E+34  1.00791012267718E+06
1.272485989320652493E+02  8.58042280588867E+34  1.00790087117882E+06
1.297265491942622191E+02  8.59629952678451E+34  1.00789207145750E+06
1.323515828893326614E+02  8.61479996242699E+34  1.00788340982882E+06
1.352402395334994196E+02  8.63524905918050E+34  1.00787458701938E+06
1.384892004425619234E+02  8.65717856387319E+34  1.00786543834506E+06
1.425984373824276190E+02  8.68230580751989E+34  1.00785489766204E+06
1.478957719951984586E+02  8.71030018193059E+34  1.00784273169152E+06
1.537007301987717653E+02  8.64906377791578E+34  1.00795631916176E+06
1.562650461480828596E+02  8.62172560950285E+34  1.00794452019574E+06
1.587136350403384597E+02  8.61295208835371E+34  1.00793352860868E+06
1.610399487590013621E+02  8.61616536315201E+34  1.00792366681077E+06
1.633550405658782836E+02  8.62710174891833E+34  1.00791449295502E+06
1.657310052649089016E+02  8.64274174598607E+34  1.00790571942623E+06
1.682562743745725697E+02  8.66141421277217E+34  1.00789705206623E+06
1.710312819008339034E+02  8.68221762057644E+34  1.00788822991497E+06
1.741583177556111082E+02  8.70468088261129E+34  1.00787905407100E+06
1.781118314075276317E+02  8.73043928280892E+34  1.00786846887486E+06
1.832717046521952398E+02  8.75930732723548E+34  1.00785608187212E+06
1.838364888602821452E+02  9.09149320184488E+34  1.00799642121208E+06
1.841010039020015085E+02  9.08933720057654E+34  1.00799531924458E+06
1.846273888350230266E+02  9.06775929916674E+34  1.00799323075527E+06
1.856748948517358428E+02  9.00458350287829E+34  1.00798848013271E+06
1.877594318249943512E+02  8.91429208315231E+34  1.00797745508243E+06
1.902876713571090761E+02  8.86927549224572E+34  1.00796392584271E+06
1.924717547669033308E+02  8.86459379964215E+34  1.00795288332133E+06
1.946091553943369945E+02  8.87891640445356E+34  1.00794281436324E+06
1.966672673566173444E+02  8.90179569492615E+34  1.00793378079235E+06
1.988201827733824132E+02  8.92980928701130E+34  1.00792498458019E+06
2.011413785570831578E+02  8.96046424361926E+34  1.00791618815698E+06
2.036624651657869549E+02  8.99188261773425E+34  1.00790734638651E+06
2.064729353960393325E+02  9.02349216031197E+34  1.00789825013869E+06
2.097445855102224641E+02  9.05563682254599E+34  1.00788852390808E+06
2.140479768109075849E+02  9.09046073574225E+34  1.00787693863894E+06
2.192221287128143388E+02  9.12422858468487E+34  1.00786449046903E+06
2.249232198340035325E+02  9.25069919024855E+34  1.00797835029601E+06
2.272878241519427149E+02  9.18613066980785E+34  1.00796705213536E+06
2.295185265100931815E+02  9.16445638254945E+34  1.00795658461333E+06
2.316891785532311019E+02  9.17338169962059E+34  1.00794691382792E+06
2.338639640043621739E+02  9.19934184513715E+34  1.00793782833534E+06
2.361241706831576437E+02  9.23411505463895E+34  1.00792902183159E+06
2.385544328969521359E+02  9.27327291735301E+34  1.00792022179626E+06
2.412436155665272679E+02  9.31425743043670E+34  1.00791120747044E+06
2.443165282421728932E+02  9.35612686355971E+34  1.00790170906508E+06
2.482980144095020023E+02  9.40106944626778E+34  1.00789050390384E+06
2.533124413301397624E+02  9.44580157965601E+34  1.00787785116213E+06
2.588141282921142192E+02  9.48462126236434E+34  1.00786547346927E+06
2.649265315367497919E+02  9.50449493402404E+34  1.00798317971919E+06
2.674538274007691143E+02  9.41065711313948E+34  1.00797178130653E+06
2.698159768298266386E+02  9.38005816302299E+34  1.00796122539160E+06
2.719993430981143661E+02  9.39061914546541E+34  1.00795190512127E+06
2.742008192140155529E+02  9.42396240761798E+34  1.00794303864070E+06
2.765757143838047796E+02  9.47092111825873E+34  1.00793410175554E+06
2.791537201124886565E+02  9.52410805484609E+34  1.00792509247287E+06
2.820084349049701586E+02  9.57986218332139E+34  1.00791585402751E+06
2.855610705759900156E+02  9.64010061738752E+34  1.00790530972027E+06
2.903673519965761329E+02  9.70500057166917E+34  1.00789246107734E+06
2.908914514463679666E+02  9.98994185428552E+34  1.00803030349673E+06
2.912066574984165186E+02  9.99645529691904E+34  1.00802883617112E+06
2.918339175419931735E+02  9.97305714103066E+34  1.00802590585093E+06
2.930821650287106763E+02  9.87529754737116E+34  1.00801919484464E+06
2.953690491714175437E+02  9.74619381010064E+34  1.00800569641802E+06
2.972441147484930752E+02  9.69692825845813E+34  1.00799492596003E+06
2.990668233445836108E+02  9.69112681345511E+34  1.00798498261684E+06
3.008896822140965241E+02  9.71232905845859E+34  1.00797565699946E+06
3.027531696728008228E+02  9.74912275993742E+34  1.00796676142846E+06
3.047028714199860815E+02  9.79447944814723E+34  1.00795809897262E+06
3.067939042227662299E+02  9.84435456939386E+34  1.00794946912879E+06
3.090958950651067312E+02  9.89628736084235E+34  1.00794067125942E+06
3.116516578116068672E+02  9.94841157964939E+34  1.00793164190749E+06
3.147174867340878563E+02  1.00021571400020E+35  1.00792169301754E+06
3.187621062450610907E+02  1.00592401592148E+35  1.00790980470042E+06
3.236574967525178863E+02  1.01133578764136E+35  1.00789693850362E+06
3.290492189929069582E+02  1.01597821253951E+35  1.00788430680399E+06
3.350420419403304209E+02  1.01274587775452E+35  1.00800227608515E+06
3.372966021339527174E+02  1.00121134500033E+35  1.00799180581136E+06
3.394706538137461393E+02  9.95843875364615E+34  1.00798168956915E+06
3.415662932592567245E+02  9.95562021428661E+34  1.00797232982001E+06
3.436509587525850975E+02  9.98384570939644E+34  1.00796352056203E+06
3.459350519541501399E+02  1.00327564392144E+35  1.00795449169280E+06
3.484323880901011989E+02  1.00932641963801E+35  1.00794532278586E+06
3.512662503766161990E+02  1.01608342739229E+35  1.00793570757178E+06
3.548543977998132277E+02  1.02366927267412E+35  1.00792458387296E+06
3.595293546299344598E+02  1.03173362237153E+35  1.00791155455504E+06
3.646413609056099290E+02  1.03880811453264E+35  1.00789883101560E+06
3.703167969676289886E+02  1.03919766595438E+35  1.00801400294774E+06
3.722629447594505905E+02  1.02982911556380E+35  1.00800444455856E+06
3.742708714622232833E+02  1.02453128001189E+35  1.00799457633204E+06
3.762081375264158964E+02  1.02385116077562E+35  1.00798542385929E+06
3.781778270243521547E+02  1.02626064222800E+35  1.00797662183822E+06
3.802581339735299366E+02  1.03070214209076E+35  1.00796790638264E+06
3.825246044437341766E+02  1.03643757555933E+35  1.00795906263297E+06
3.850302874674802638E+02  1.04294193917634E+35  1.00794998826695E+06
3.881072464135880296E+02  1.05031925306864E+35  1.00793974272304E+06
3.921331944902869395E+02  1.05852255169744E+35  1.00792759376815E+06
3.969413743075740513E+02  1.06647578184205E+35  1.00791460298911E+06
4.022388501944863606E+02  1.07341485294877E+35  1.00790181992643E+06
4.081234614825530684E+02  1.06824534717509E+35  1.00801954981592E+06
4.101412444067655656E+02  1.05666336395086E+35  1.00800995324509E+06
4.121475703922968137E+02  1.05015161825165E+35  1.00800031123496E+06
4.141233877175368434E+02  1.04883165261319E+35  1.00799113891013E+06
4.161435078181714289E+02  1.05110130284024E+35  1.00798225145584E+06
4.182977992662983411E+02  1.05578229796881E+35  1.00797336484747E+06
4.206611167006422534E+02  1.06204934648379E+35  1.00796428871332E+06
4.233662078456436575E+02  1.06945120537858E+35  1.00795467735246E+06
4.267681458507749426E+02  1.07804105895844E+35  1.00794361996800E+06
4.312981736684956786E+02  1.08764997588579E+35  1.00793037989781E+06
4.362443217443026242E+02  1.09629228040666E+35  1.00791747445084E+06
4.367934667040208296E+02  1.12671108502971E+35  1.00806015835444E+06
4.370702898558882339E+02  1.12605192541811E+35  1.00805906201971E+06
4.376211679281043985E+02  1.12178465551463E+35  1.00805687996038E+06
4.387174152918145751E+02  1.10859027206528E+35  1.00805158797714E+06
4.408989475455978209E+02  1.08771240625956E+35  1.00803907171668E+06
4.426668078043170453E+02  1.07760760696020E+35  1.00802887601722E+06
4.443758806377081214E+02  1.07346648231132E+35  1.00801933387204E+06
4.460878510589096777E+02  1.07347761666898E+35  1.00801025812141E+06
4.478476305997396594E+02  1.07629537480636E+35  1.00800148150550E+06
4.497124780716240480E+02  1.08103309890690E+35  1.00799278172094E+06
4.517476332113961917E+02  1.08710243799112E+35  1.00798394696042E+06
4.540090834408212004E+02  1.09406364360107E+35  1.00797484960333E+06
4.566402140693949150E+02  1.10177572650472E+35  1.00796509672807E+06
4.599074561947039115E+02  1.11031002980242E+35  1.00795404103490E+06
4.643183138882217236E+02  1.11982033698615E+35  1.00794064373793E+06
4.691344571068711389E+02  1.12837190473334E+35  1.00792760644759E+06
4.744836481339488046E+02  1.13588804198716E+35  1.00791466973210E+06
4.750778536998696495E+02  1.16969726746428E+35  1.00806274392686E+06
4.753184966886832399E+02  1.16833041307022E+35  1.00806197029246E+06
4.757973762364222807E+02  1.16297259465223E+35  1.00806049522508E+06
4.767503465364229100E+02  1.14788168668367E+35  1.00805674376843E+06
4.786253082379622015E+02  1.12211433721791E+35  1.00804709076157E+06
4.806640617640521782E+02  1.10476043264938E+35  1.00803581942620E+06
4.825044737778807757E+02  1.09704556096498E+35  1.00802581914234E+06
4.843138990143245906E+02  1.09511024852450E+35  1.00801641797499E+06
4.861607362878098115E+02  1.09701009666129E+35  1.00800736001532E+06
4.881183503604133875E+02  1.10152786074380E+35  1.00799837089720E+06
4.902537064150973265E+02  1.10787200460212E+35  1.00798924805080E+06
4.926360956294008133E+02  1.11550811062306E+35  1.00797982161956E+06
4.955271204339799738E+02  1.12449033042565E+35  1.00796932084888E+06
4.993048801065406224E+02  1.13493785253816E+35  1.00795690049553E+06
5.038123212314981174E+02  1.14549096553589E+35  1.00794364699627E+06
5.087784151460988369E+02  1.15504462413895E+35  1.00793061079221E+06
5.093297381554283447E+02  1.18576853629081E+35  1.00807461497842E+06
5.096024434480866034E+02  1.18493686299728E+35  1.00807358166818E+06
5.101451269804765047E+02  1.18016135697478E+35  1.00807150813239E+06
5.112250672099324902E+02  1.16588848404715E+35  1.00806636642782E+06
5.133125398668352091E+02  1.14361465000195E+35  1.00805437612776E+06
5.149867924649037150E+02  1.13237165449136E+35  1.00804461761346E+06
5.166209312980053028E+02  1.12707141866282E+35  1.00803533435123E+06
5.182619521934009299E+02  1.12610896079860E+35  1.00802643761483E+06
5.199584081922674841E+02  1.12822578611760E+35  1.00801775275251E+06
5.217688587914328764E+02  1.13257138416688E+35  1.00800906388869E+06
5.237532148908106819E+02  1.13854819504032E+35  1.00800019205868E+06
5.259496621099680169E+02  1.14567756664437E+35  1.00799107783149E+06
5.285973328555195394E+02  1.15406460457193E+35  1.00798096706402E+06
5.319339062467840904E+02  1.16367140262626E+35  1.00796937331996E+06
5.362700623473380119E+02  1.17426782162302E+35  1.00795587144125E+06
5.410165355756008694E+02  1.18397262644268E+35  1.00794270092487E+06
5.462880628162305356E+02  1.19265753410695E+35  1.00792963093151E+06
5.468736356664066989E+02  1.22603126720968E+35  1.00807789581846E+06
5.471184410254143131E+02  1.22470209683872E+35  1.00807711721771E+06
5.476056036898394268E+02  1.21918605972155E+35  1.00807560286003E+06
5.485750573920453235E+02  1.20350454939206E+35  1.00807167003797E+06
5.504836757416319415E+02  1.17702189798891E+35  1.00806155497152E+06
5.523396594399903279E+02  1.16042085571040E+35  1.00805109605235E+06
5.540641405278310003E+02  1.15230449888323E+35  1.00804150626924E+06
5.557767927968295680E+02  1.14970236266607E+35  1.00803236437530E+06
5.575417289520701161E+02  1.15094118155084E+35  1.00802344468916E+06
5.594305004174296982E+02  1.15495923767789E+35  1.00801448976746E+06
5.615045313169730434E+02  1.16103460016919E+35  1.00800532954075E+06
5.638522143484566413E+02  1.16872019243729E+35  1.00799572723870E+06
5.667427795284148715E+02  1.17810935115447E+35  1.00798489208168E+06
5.705640820493200636E+02  1.18937654138008E+35  1.00797196358533E+06
5.749897479346201408E+02  1.20068763622446E+35  1.00795859668667E+06
5.798768099549043882E+02  1.21111966671143E+35  1.00794542178654E+06
5.853011255800836352E+02  1.22052103586177E+35  1.00793234083272E+06
5.859039355806639833E+02  1.25428844112664E+35  1.00808272125157E+06
5.861402130519271623E+02  1.25275796223306E+35  1.00808203686136E+06
5.866104052197409828E+02  1.24690864387532E+35  1.00808072413850E+06
5.875460876336903766E+02  1.23061226454707E+35  1.00807721988531E+06
5.893382481196787239E+02  1.20317221413961E+35  1.00806813400626E+06
5.912604899824960967E+02  1.18406984783124E+35  1.00805748101075E+06
5.930098142435872433E+02  1.17469433396863E+35  1.00804784114968E+06
5.947350089055670423E+02  1.17136496628360E+35  1.00803867771279E+06
5.965107549445181121E+02  1.17221722378361E+35  1.00802972583119E+06
5.984143788587209656E+02  1.17612298990708E+35  1.00802071009670E+06
6.005082605496835413E+02  1.18232901417452E+35  1.00801146472334E+06
6.029210391181890145E+02  1.19046410734376E+35  1.00800160936558E+06
6.058665982174466080E+02  1.20047430874014E+35  1.00799058976867E+06
6.099536766223695849E+02  1.21307606788383E+35  1.00797684649751E+06
6.143998316974899581E+02  1.22516725054185E+35  1.00796352821449E+06
6.193331012932050044E+02  1.23639692457710E+35  1.00795033083278E+06
6.198806819457614665E+02  1.26675561054835E+35  1.00809535749372E+06
6.201555342059613167E+02  1.26581084810319E+35  1.00809435021269E+06
6.207024902037589982E+02  1.26047832891624E+35  1.00809228631974E+06
6.217909326393763649E+02  1.24503838396665E+35  1.00808703630516E+06
6.236548870839467327E+02  1.22330508987316E+35  1.00807621164944E+06
6.251967320846783878E+02  1.21149279240899E+35  1.00806702351458E+06
6.267178112524140943E+02  1.20532340424533E+35  1.00805812233419E+06
6.282496850881809678E+02  1.20345948966395E+35  1.00804951261047E+06
6.298464353502909034E+02  1.20477614372101E+35  1.00804099790819E+06
6.315655853459114724E+02  1.20853464635387E+35  1.00803237615024E+06
6.334585949029115000E+02  1.21420095371478E+35  1.00802350886500E+06
6.355999501724785432E+02  1.22144670700586E+35  1.00801419369163E+06
6.382319430291989875E+02  1.23043125571454E+35  1.00800367360216E+06
6.415948093954481237E+02  1.24114682767209E+35  1.00799148430873E+06
6.458111511872082247E+02  1.25295282300197E+35  1.00797781522930E+06
6.504372353464950720E+02  1.26406658172517E+35  1.00796445333602E+06
6.555722425600354200E+02  1.27428590708418E+35  1.00795120364203E+06
6.561426118500185112E+02  1.30680080528287E+35  1.00809941410226E+06
6.563957857852367397E+02  1.30548903509994E+35  1.00809860684787E+06
6.568996019163209894E+02  1.29962368053398E+35  1.00809698095932E+06
6.579021960171786532E+02  1.28305093609101E+35  1.00809266095839E+06
6.598958721322039764E+02  1.25603219357230E+35  1.00808156072838E+06
6.615117014619891052E+02  1.24151272994767E+35  1.00807217433848E+06
6.630891823672487817E+02  1.23371052557039E+35  1.00806311272771E+06
6.646774163954123651E+02  1.23086203514668E+35  1.00805432439170E+06
6.663410712325610348E+02  1.23163970050188E+35  1.00804558264360E+06
6.681419258663185019E+02  1.23517678543236E+35  1.00803669073113E+06
6.701114835118731889E+02  1.24084586650596E+35  1.00802760398252E+06
6.724777293216637872E+02  1.24867600259234E+35  1.00801750880188E+06
6.754409707691523863E+02  1.25862344591298E+35  1.00800597031259E+06
6.794239309993859024E+02  1.27094012052808E+35  1.00799206272127E+06
6.837658021783123559E+02  1.28294494966311E+35  1.00797856831613E+06
6.885817231712478588E+02  1.29424685816067E+35  1.00796521342603E+06
6.939272262539916483E+02  1.30467142054534E+35  1.00795195307636E+06
6.945085587975679573E+02  1.33825784346250E+35  1.00810309043143E+06
6.947419035193353238E+02  1.33673757683691E+35  1.00810243991388E+06
6.952062595156523912E+02  1.33072286998048E+35  1.00810117348858E+06
6.961303279483232700E+02  1.31384424034502E+35  1.00809767994109E+06
6.979137366790140504E+02  1.28542331757923E+35  1.00808841916511E+06
6.996547661389471386E+02  1.26680268636416E+35  1.00807856107178E+06
7.012820083801080955E+02  1.25688537560692E+35  1.00806933922000E+06
7.029069359525536811E+02  1.25275528524224E+35  1.00806041518069E+06
7.046017583871732768E+02  1.25279198835443E+35  1.00805154912168E+06
7.064303647977234277E+02  1.25597542569644E+35  1.00804254240945E+06
7.084510810750996370E+02  1.26165757120889E+35  1.00803323981999E+06
7.108896142748459397E+02  1.26982389296438E+35  1.00802286627499E+06
7.139836633687255016E+02  1.28051693941022E+35  1.00801087728014E+06
7.179812968982585062E+02  1.29346715128202E+35  1.00799699707474E+06
7.223496888030825858E+02  1.30619118937012E+35  1.00798348861239E+06
7.271935225353898886E+02  1.31826099819612E+35  1.00797011872273E+06
7.277313231099032009E+02  1.34786209476641E+35  1.00811556435309E+06
7.280141592705737139E+02  1.34680246988849E+35  1.00811452820622E+06
7.285770032303080370E+02  1.34081934343621E+35  1.00811234501761E+06
7.296970627101792388E+02  1.32417412065413E+35  1.00810670098129E+06
7.313317857352803912E+02  1.30411027210144E+35  1.00809696361916E+06
7.327660803475869216E+02  1.29234336709486E+35  1.00808816198747E+06
7.341715697342440308E+02  1.28596703482528E+35  1.00807965613176E+06
7.356000469536695618E+02  1.28365682206916E+35  1.00807131670702E+06
7.371062164071328198E+02  1.28445540073833E+35  1.00806294546416E+06
7.387441631583135404E+02  1.28771759534941E+35  1.00805436827374E+06
7.405293102351008656E+02  1.29292756765876E+35  1.00804560702717E+06
7.426538794362442104E+02  1.30013684071509E+35  1.00803593062294E+06
7.452523791913180276E+02  1.30927983222731E+35  1.00802506882446E+06
7.487844749709912548E+02  1.32097429134559E+35  1.00801175928418E+06
7.528910526969098100E+02  1.33331795682515E+35  1.00799796560785E+06
7.574187769032805591E+02  1.34516752932735E+35  1.00798442285819E+06
7.624435461905932243E+02  1.35627257168509E+35  1.00797100395505E+06
7.630001138787778245E+02  1.38806545580377E+35  1.00811941143044E+06
7.632599184304709752E+02  1.38669053509473E+35  1.00811858356294E+06
7.637769294883403290E+02  1.38031697045287E+35  1.00811686143679E+06
7.648057814935003762E+02  1.36268261533686E+35  1.00811220179988E+06
7.665920786900076109E+02  1.33750047470673E+35  1.00810196779614E+06
7.680831146966180540E+02  1.32330417333004E+35  1.00809304579946E+06
7.695189314409882400E+02  1.31541030213503E+35  1.00808451442964E+06
7.709705881512263659E+02  1.31208809783833E+35  1.00807615358052E+06
7.725285980165224373E+02  1.31223607698392E+35  1.00806759549099E+06
7.742339053819769106E+02  1.31520493284136E+35  1.00805875932259E+06
7.761931423547036957E+02  1.32062900252627E+35  1.00804928278201E+06
7.785315708210048342E+02  1.32833046554708E+35  1.00803884118694E+06
7.814759358787273413E+02  1.33840094445023E+35  1.00802686139504E+06
7.853481746467965650E+02  1.35088428123692E+35  1.00801275705241E+06
7.895750212276485627E+02  1.36332195220538E+35  1.00799905791565E+06
7.942595630593208398E+02  1.37525861386081E+35  1.00798552309775E+06
7.994601338750711648E+02  1.38650900879590E+35  1.00797208510521E+06
8.000061811217130980E+02  1.41967085573033E+35  1.00812310880229E+06
8.002375754781744490E+02  1.41827546494048E+35  1.00812245848890E+06
8.006980502475325920E+02  1.41228434542065E+35  1.00812116852716E+06
8.016143950385552444E+02  1.39515993090152E+35  1.00811755132087E+06
8.034309597905669307E+02  1.36614503301688E+35  1.00810769924987E+06
8.049767811051102626E+02  1.34919614330089E+35  1.00809867643329E+06
8.064778471200233980E+02  1.33954248415329E+35  1.00808987899524E+06
8.080001821822899046E+02  1.33521783585740E+35  1.00808120476865E+06
8.096126121450503206E+02  1.33486856033983E+35  1.00807243225382E+06
8.113687850613569026E+02  1.33764139914466E+35  1.00806341692420E+06
8.133692202481848881E+02  1.34306081667133E+35  1.00805382588951E+06
8.157632269475956264E+02  1.35100049303371E+35  1.00804322237249E+06
8.189522329528499540E+02  1.36204028658520E+35  1.00803040231165E+06
8.228583232606272304E+02  1.37500275397973E+35  1.00801636846385E+06
8.271408660890175497E+02  1.38794899910999E+35  1.00800267163161E+06
8.318880171742870289E+02  1.40042822107303E+35  1.00798912794249E+06
8.371589781158131700E+02  1.41227061919406E+35  1.00797566499182E+06
8.376915313396481224E+02  1.44584060155495E+35  1.00812793604176E+06
8.379091563087462191E+02  1.44448988862217E+35  1.00812735957706E+06
8.383422299972514793E+02  1.43878230704654E+35  1.00812625117300E+06
8.392040466373770187E+02  1.42213124033341E+35  1.00812309286167E+06
8.409178413215740875E+02  1.39268092531398E+35  1.00811411982092E+06
8.424962598081405076E+02  1.37386142675057E+35  1.00810500024630E+06
8.440005044710586617E+02  1.36316899950127E+35  1.00809620108637E+06
8.455200185591769468E+02  1.35815856971496E+35  1.00808752224925E+06
8.471246092630428848E+02  1.35734411105338E+35  1.00807875280808E+06
8.488393725461654640E+02  1.35976559620958E+35  1.00806988365717E+06
8.508173604184555643E+02  1.36501894882482E+35  1.00806030529368E+06
8.532579755032393223E+02  1.37315594030800E+35  1.00804939688867E+06
8.564494722530398576E+02  1.38445245187481E+35  1.00803645758121E+06
8.603327790060830011E+02  1.39775049526570E+35  1.00802238778122E+06
8.645914070394402415E+02  1.41112657625276E+35  1.00800865097631E+06
8.693110925512704625E+02  1.42411314130986E+35  1.00799506895423E+06
8.745351984902974891E+02  1.43648421448647E+35  1.00798160763461E+06
8.750566665905064383E+02  1.46991034933423E+35  1.00813390733711E+06
8.752724306276263633E+02  1.46861944906993E+35  1.00813333699689E+06
8.757018010614950754E+02  1.46299261188385E+35  1.00813223902182E+06
8.765562482248938068E+02  1.44640473563008E+35  1.00812909391754E+06
8.782565980800571879E+02  1.41701750203738E+35  1.00812012847140E+06
8.797873778431113578E+02  1.39854932058616E+35  1.00811122561644E+06
8.812565475612899490E+02  1.38791667857695E+35  1.00810255883767E+06
8.827449694720160096E+02  1.38287182476120E+35  1.00809397214225E+06
8.843202358891081758E+02  1.38198836651865E+35  1.00808526504666E+06
8.860125536450187838E+02  1.38434720354635E+35  1.00807640514780E+06
8.879711225461666118E+02  1.38956353121657E+35  1.00806680183407E+06
8.903850565272324502E+02  1.39768745509371E+35  1.00805587197457E+06
8.936006821889699268E+02  1.40919294308701E+35  1.00804267803806E+06
8.974524814699644821E+02  1.42261222973824E+35  1.00802856379882E+06
9.016802383634967555E+02  1.43617299410726E+35  1.00801477288912E+06
9.063650424253232813E+02  1.44940380532191E+35  1.00800114177219E+06
9.114552870808472562E+02  1.46190579263818E+35  1.00798786631689E+06
9.119694107705919350E+02  1.49509753987171E+35  1.00814003855564E+06
