# time (s)    L (erg/s)   R_phot (cm)
4.083019441089110160E+02  9.19659718344019E+34  1.00802036109447E+06
4.111722018163986831E+02  9.09487391266051E+34  1.00800657293468E+06
4.144571006174066952E+02  9.04813790801903E+34  1.00799158016970E+06
4.178449747822385802E+02  9.05865196125903E+34  1.00797752343068E+06
4.214967814701741986E+02  9.10616941274497E+34  1.00796392641835E+06
4.254928861031336851E+02  9.17411344977558E+34  1.00795063421099E+06
4.298994684360560541E+02  9.25082876343598E+34  1.00793754659676E+06
4.347773384926380231E+02  9.32890617110387E+34  1.00792459683526E+06
4.401883027985454078E+02  9.40403441014535E+34  1.00791173452281E+06
4.461978290755941998E+02  9.24853575088421E+34  1.00802691534205E+06
4.490851560083007143E+02  9.14242888250010E+34  1.00801306213325E+06
4.523775656184674290E+02  9.09197494996223E+34  1.00799803963630E+06
4.557716553810116693E+02  9.10044382282167E+34  1.00798395436202E+06
4.594294788566840566E+02  9.14783123842313E+34  1.00797032698467E+06
4.634316523819629197E+02  9.21748712487886E+34  1.00795700342446E+06
4.678447704901244038E+02  9.29739275854059E+34  1.00794388389232E+06
4.727303746744535715E+02  9.37972332826640E+34  1.00793089948987E+06
4.781506138962908494E+02  9.29731978738506E+34  1.00804034247897E+06
4.804999391474561889E+02  9.23496968322507E+34  1.00802789284537E+06
4.835840508867926815E+02  9.19900250920126E+34  1.00801250390671E+06
4.867710096936853006E+02  9.20854303092364E+34  1.00799814998327E+06
4.902200960681263950E+02  9.25120452023954E+34  1.00798426613895E+06
4.939990395809576285E+02  9.31439505943178E+34  1.00797071890588E+06
4.981685435792366548E+02  9.38820549311379E+34  1.00795740646680E+06
5.027848767347201147E+02  9.46567709521304E+34  1.00794426133693E+06
5.079064450424861548E+02  9.54232402610918E+34  1.00793122788103E+06
5.135956493142267618E+02  9.41588160777916E+34  1.00804393802068E+06
5.161991436015424597E+02  9.32338053839517E+34  1.00803072447234E+06
5.193841776778882604E+02  9.27010085825864E+34  1.00801539983926E+06
5.226653227068446768E+02  9.27133756739714E+34  1.00800108525296E+06
5.262068235693968745E+02  9.31083687896305E+34  1.00798724053676E+06
5.300829685564762030E+02  9.37396959421634E+34  1.00797372082890E+06
5.343576643780232871E+02  9.44957483155413E+34  1.00796042445466E+06
5.390901151046309678E+02  9.52994154506766E+34  1.00794728129669E+06
5.443405499790034128E+02  9.61006786052867E+34  1.00793423716317E+06
5.501735737637748116E+02  9.46345392642802E+34  1.00804834148920E+06
5.529024995447391575E+02  9.35927024150416E+34  1.00803478493325E+06
5.561367882615099916E+02  9.30094277365634E+34  1.00801951330545E+06
5.594665159675815858E+02  9.30059470656271E+34  1.00800522786801E+06
5.630567933256745619E+02  9.34075493629810E+34  1.00799140729599E+06
5.669848661878666007E+02  9.40616210665241E+34  1.00797790281003E+06
5.713160985701218806E+02  9.48524313702633E+34  1.00796461320176E+06
5.761110401351945711E+02  9.56993710720735E+34  1.00795146842761E+06
5.814312728171469189E+02  9.65494116177179E+34  1.00793841360155E+06
5.873425148453081874E+02  9.49857264249052E+34  1.00805322995509E+06
5.901370264599746633E+02  9.38903573298954E+34  1.00803949738995E+06
5.933972389109906089E+02  9.32859251851292E+34  1.00802424942198E+06
5.967529530105656477E+02  9.32770287583373E+34  1.00800997216380E+06
6.003692944794571531E+02  9.36850885980389E+34  1.00799615654174E+06
6.043251514667911124E+02  9.43562321921021E+34  1.00798265163791E+06
6.086867161507020683E+02  9.51737481905234E+34  1.00796935631942E+06
6.135152403800700540E+02  9.60553767900635E+34  1.00795620090175E+06
6.188731211433158705E+02  9.69467464174201E+34  1.00794312941897E+06
6.248266190002485700E+02  9.53325213349684E+34  1.00805834572699E+06
6.276554614990270693E+02  9.42095458856429E+34  1.00804451695115E+06
6.309295392836856990E+02  9.35927881768972E+34  1.00802927151987E+06
6.342989128363377631E+02  9.35787968265128E+34  1.00801498967810E+06
6.379290264794608447E+02  9.39886125491473E+34  1.00800116664032E+06
6.418995386448772251E+02  9.46693340686590E+34  1.00798765022793E+06
6.462768473904089888E+02  9.55041866915000E+34  1.00797434137003E+06
6.511229464203910311E+02  9.64111365158211E+34  1.00796116860162E+06
6.565004379786532809E+02  9.73344308573457E+34  1.00794807682874E+06
6.624762074705444093E+02  9.56928933583492E+34  1.00806353213059E+06
6.653223121528093316E+02  9.45546882993151E+34  1.00804964892235E+06
6.686036871026010431E+02  9.39293566791663E+34  1.00803439392123E+06
6.719799635921692698E+02  9.39102407553434E+34  1.00802009902959E+06
6.756168490327301015E+02  9.43186396517192E+34  1.00800626186146E+06
6.795945937402193522E+02  9.50033855077451E+34  1.00799272859569E+06
6.839796615424825177E+02  9.58490758027834E+34  1.00797940057852E+06
6.888341450683179801E+02  9.67738416450454E+34  1.00796620752389E+06
6.942211656664854900E+02  9.77217234772657E+34  1.00795309307511E+06
7.002078328604192166E+02  9.60647118418945E+34  1.00806870086967E+06
7.030616449814255020E+02  9.49179289609435E+34  1.00805478618167E+06
7.063466289845453048E+02  9.42863130846915E+34  1.00803951458031E+06
7.097259253569783368E+02  9.42619712097093E+34  1.00802520332978E+06
7.133658261665764257E+02  9.46674055805317E+34  1.00801134705311E+06
7.173464181327146889E+02  9.53529669908517E+34  1.00799779454474E+06
7.217346338894335531E+02  9.62048054496775E+34  1.00798444541114E+06
7.265925113580207153E+02  9.71420767508643E+34  1.00797123008336E+06
7.319833328191374449E+02  9.61699803550271E+34  1.00808084712858E+06
7.343071077914155467E+02  9.54950500240337E+34  1.00806832829540E+06
7.373799922783017564E+02  9.50778514979924E+34  1.00805271853776E+06
7.405512918178121708E+02  9.51295637574538E+34  1.00803816429971E+06
7.439825400512330589E+02  9.55336052117087E+34  1.00802408007237E+06
7.477414582698449976E+02  9.61778883823671E+34  1.00801032976212E+06
7.518882276050467226E+02  9.69722455291341E+34  1.00799681360994E+06
7.564794954003315297E+02  9.78492291307413E+34  1.00798346237753E+06
7.615743305000460168E+02  9.87614312964820E+34  1.00797021738683E+06
7.672361490134348969E+02  9.74221172621001E+34  1.00808316682156E+06
7.698078094503695183E+02  9.64646519751488E+34  1.00806991860772E+06
7.729836178134704596E+02  9.58769823175791E+34  1.00805438076261E+06
7.762501214745917650E+02  9.58375891693379E+34  1.00803987503184E+06
7.797749268025144147E+02  9.61947800151403E+34  1.00802583560025E+06
7.836318225439055141E+02  9.68180132995184E+34  1.00801211746630E+06
7.878842874981245359E+02  9.76062318371556E+34  1.00799862083991E+06
7.925916671119366583E+02  9.84859720946941E+34  1.00798527550937E+06
7.978148852254447547E+02  9.94066201349721E+34  1.00797202427496E+06
8.036194346837651210E+02  9.78832560230577E+34  1.00808642960301E+06
8.063148878745487309E+02  9.68115869434538E+34  1.00807284389496E+06
8.095400603533673802E+02  9.61750331002216E+34  1.00805736322849E+06
8.128547408758589654E+02  9.61182552799607E+34  1.00804289221715E+06
8.164278500285396376E+02  9.64753248751283E+34  1.00802888272035E+06
8.203361035724859676E+02  9.71087112812633E+34  1.00801518568076E+06
8.246444421925781398E+02  9.79142529352027E+34  1.00800170125338E+06
8.294133004444694279E+02  9.88167507679005E+34  1.00798836012515E+06
8.347047574518059037E+02  9.97647344435389E+34  1.00797510498418E+06
8.405851582861744191E+02  9.81554933916698E+34  1.00809024085108E+06
8.433447666197001809E+02  9.70356661879905E+34  1.00807648541640E+06
8.465953529760220135E+02  9.63853580593704E+34  1.00806103531561E+06
8.499353661528950852E+02  9.63283391879826E+34  1.00804658096324E+06
8.535340862585443347E+02  9.66927363384981E+34  1.00803258426696E+06
8.574696641976113369E+02  9.73382015773353E+34  1.00801889466480E+06
8.618077733295810958E+02  9.81599136042329E+34  1.00800541260845E+06
8.666095427331102883E+02  9.90828791162022E+34  1.00799206837791E+06
8.719374084631615460E+02  1.00055348580987E+35  1.00797880606900E+06
8.778586128277767102E+02  9.84037461075492E+34  1.00809433652616E+06
8.806517996985597847E+02  9.72621638927952E+34  1.00808049109683E+06
8.839158577221940050E+02  9.66084962081955E+34  1.00806505224090E+06
8.872692775802139522E+02  9.65542216890041E+34  1.00805060214040E+06
8.908816647935077526E+02  9.69247558708461E+34  1.00803660637549E+06
8.948317396411921436E+02  9.75789222185203E+34  1.00802291442980E+06
8.991855881320597064E+02  9.84120784872273E+34  1.00800942695423E+06
9.040046948397144888E+02  9.93497543103365E+34  1.00799607458424E+06
9.093519752646606094E+02  1.00340737302185E+35  1.00798280077057E+06
9.152947942465932556E+02  9.86662185017259E+34  1.00809856207036E+06
9.181051145370744280E+02  9.75144246486044E+34  1.00808466718063E+06
9.213762585415290687E+02  9.68605602551848E+34  1.00806922723961E+06
9.247365128797521265E+02  9.68089605432210E+34  1.00805477344334E+06
9.283558964762759160E+02  9.71835132205385E+34  1.00804077164139E+06
9.323133659257332511E+02  9.78429029811209E+34  1.00802707167400E+06
9.366752609833041561E+02  9.86830784669940E+34  1.00801357407132E+06
9.415032418579827436E+02  9.96307688139985E+34  1.00800020911332E+06
9.468601520542126764E+02  1.00635151018910E+35  1.00798692157769E+06
9.528138821260057512E+02  9.89473849896182E+34  1.00810282621437E+06
9.556323873502529977E+02  9.77900458642120E+34  1.00808890378848E+06
9.589072012699658671E+02  9.71364393816853E+34  1.00807345545428E+06
9.622707073937103814E+02  9.70868622676456E+34  1.00805899293851E+06
9.658933683823646561E+02  9.74638808742154E+34  1.00804498094718E+06
9.698542632130637458E+02  9.81260016489167E+34  1.00803126950710E+06
9.742198610048280898E+02  9.89703734100100E+34  1.00801775844999E+06
9.790517245184568083E+02  9.99244909162156E+34  1.00800437934555E+06
9.844129849602746845E+02  1.00938286245342E+35  1.00799107632226E+06
9.903716075256065778E+02  9.92414153759392E+34  1.00810707796270E+06
9.931932363630920690E+02  9.80814333564574E+34  1.00809313901961E+06
9.964696192716522773E+02  9.74283430542758E+34  1.00807767883016E+06
9.998343138905414662E+02  9.73801348582924E+34  1.00806320506469E+06
1.003458146743421253E+03  9.77585711262913E+34  1.00804918052742E+06
1.007420171875472533E+03  9.84223326424915E+34  1.00803545550843E+06
1.011786899353896274E+03  9.92689121286059E+34  1.00802193030358E+06
1.016620043225022528E+03  1.00227253678884E+35  1.00800853558219E+06
1.021982576642266508E+03  9.91718680647008E+34  1.00811836965691E+06
1.024282550534902839E+03  9.84697826934407E+34  1.00810580948578E+06
1.027344913503844282E+03  9.80303212644952E+34  1.00809002288170E+06
1.030501763866071542E+03  9.80689201769932E+34  1.00807531491233E+06
1.033917323715335897E+03  9.84629553238153E+34  1.00806107447309E+06
1.037658670335743864E+03  9.91024465116340E+34  1.00804716485399E+06
1.041785252186067510E+03  9.99035729886788E+34  1.00803348820249E+06
1.046353728129575984E+03  1.00807218915034E+35  1.00801997426229E+06
1.051423126888754950E+03  1.01772066854126E+35  1.00800656358096E+06
1.057056791485811118E+03  1.02768454311445E+35  1.00799320453401E+06
1.063324124723340219E+03  1.00538585611229E+35  1.00811259050058E+06
1.066437847641739381E+03  9.91041759658051E+34  1.00809781087232E+06
1.069808145122897258E+03  9.83530472109040E+34  1.00808247377214E+06
1.073271221261256869E+03  9.82649858844289E+34  1.00806805323740E+06
1.076994559302905145E+03  9.86307470971315E+34  1.00805407214030E+06
1.081063281551954788E+03  9.92948645933681E+34  1.00804037040587E+06
1.085545929739231497E+03  1.00148391507863E+35  1.00802685283816E+06
1.090506748918895028E+03  1.01117606564020E+35  1.00801345094285E+06
1.096010994011956655E+03  9.99149682827722E+34  1.00812485665711E+06
1.098426470610033448E+03  9.90997391917172E+34  1.00811197998837E+06
1.101543425995487723E+03  9.85981600336876E+34  1.00809623141045E+06
1.104749992460348949E+03  9.86108948446896E+34  1.00808155226254E+06
1.108214739052338700E+03  9.89990308074733E+34  1.00806733559167E+06
1.112007658300539333E+03  9.96439050297197E+34  1.00805344139036E+06
1.116190069603192796E+03  1.00457533657920E+35  1.00803977015746E+06
1.120819684508305045E+03  1.01379337379995E+35  1.00802625218860E+06
1.125956397570266063E+03  1.02367157323024E+35  1.00801282993826E+06
1.131664974356206358E+03  1.00901458554167E+35  1.00812684381385E+06
1.134269645150197448E+03  9.98848876451508E+34  1.00811340950414E+06
1.137462687632089910E+03  9.92749770238523E+34  1.00809772031702E+06
1.140740233305296670E+03  9.92328644347437E+34  1.00808307972679E+06
1.144275070102940617E+03  9.95932034288846E+34  1.00806889843679E+06
1.148141902204951293E+03  1.00224340742774E+35  1.00805502773330E+06
1.152404131283724382E+03  1.01031552589511E+35  1.00804136885828E+06
1.157121191591477100E+03  1.01950565945186E+35  1.00802785311804E+06
1.162354567597769119E+03  1.02937769271065E+35  1.00801442312161E+06
1.168170404721119894E+03  1.01325805346054E+35  1.00812957412820E+06
1.170867418501075008E+03  1.00223498766777E+35  1.00811588489061E+06
1.174096856779065547E+03  9.95781942415349E+34  1.00810023945672E+06
1.177410234860798482E+03  9.95232613289523E+34  1.00808562340640E+06
1.180980943099196111E+03  9.98822766865795E+34  1.00807146256081E+06
1.184885760437299950E+03  1.00517863495045E+35  1.00805760582625E+06
1.189189247762830519E+03  1.01332627145305E+35  1.00804395420050E+06
1.193951648546820707E+03  1.02261118658929E+35  1.00803043957522E+06
1.199235189771158957E+03  1.03259570168974E+35  1.00801700479396E+06
1.205106663638267264E+03  1.01577376394364E+35  1.00813272680970E+06
1.207850759489443590E+03  1.00437084114920E+35  1.00811891085856E+06
1.211098781051432752E+03  9.97812035081405E+34  1.00810328647215E+06
1.214430468755579568E+03  9.97263121096307E+34  1.00808868229234E+06
1.218019689259911729E+03  1.00090454039552E+35  1.00807453060913E+06
1.221944250507985316E+03  1.00733782009341E+35  1.00806067871409E+06
1.226269162595299349E+03  1.01557464152029E+35  1.00804702860900E+06
1.231055263908902361E+03  1.02496069917039E+35  1.00803351129660E+06
1.236364973155010375E+03  1.03505952085227E+35  1.00802007064918E+06
1.242265539754992460E+03  1.01788287239487E+35  1.00813609739297E+06
1.245033617784804392E+03  1.00630673958410E+35  1.00812221597734E+06
1.248291231431164988E+03  9.99723581209967E+34  1.00810659930128E+06
1.251632343761915763E+03  9.99204682383342E+34  1.00809199816957E+06
1.255231114084032697E+03  1.00290036817763E+35  1.00807784779447E+06
1.259165872855200860E+03  1.00939761776971E+35  1.00806399474550E+06
1.263501882875015781E+03  1.01770369217821E+35  1.00805034109284E+06
1.268300192300959225E+03  1.02716569319716E+35  1.00803681796425E+06
1.273623397727459633E+03  1.03735274572657E+35  1.00802336942581E+06
1.279538966940732735E+03  1.01998083982668E+35  1.00813956995576E+06
1.282318994191211232E+03  1.00832023373189E+35  1.00812565362468E+06
1.285581538038012013E+03  1.00173772536347E+35  1.00811003629851E+06
1.288927352607549210E+03  1.00125101014293E+35  1.00809543274042E+06
1.292530877059279419E+03  1.00499153100236E+35  1.00808127884736E+06
1.296470705379994797E+03  1.01153748581113E+35  1.00806742078023E+06
1.300812225888463445E+03  1.01989462910823E+35  1.00805376055237E+06
1.305616567773092584E+03  1.02941248162531E+35  1.00804022948290E+06
1.310946441024450223E+03  1.01821122907665E+35  1.00815020025104E+06
1.313219643220687658E+03  1.01101154122764E+35  1.00813762969987E+06
1.316269472354847949E+03  1.00646564498265E+35  1.00812170045332E+06
1.319411010519025467E+03  1.00678806840740E+35  1.00810686825916E+06
1.322809936655959973E+03  1.01068095706033E+35  1.00809250543442E+06
1.326533147258944155E+03  1.01702083843348E+35  1.00807847140271E+06
1.330639180885446422E+03  1.02498022682568E+35  1.00806466961665E+06
1.335184335759269743E+03  1.03400586961013E+35  1.00805102941875E+06
1.340227403979103201E+03  1.04373696857823E+35  1.00803749091920E+06
1.345831228592701564E+03  1.05392367536377E+35  1.00802400287953E+06
1.352065241143399135E+03  1.03130996852119E+35  1.00814369375434E+06
1.355141453321691642E+03  1.01697995357082E+35  1.00812893645007E+06
1.358501983136300851E+03  1.00952602532374E+35  1.00811345936878E+06
1.361949662108486564E+03  1.00874512511055E+35  1.00809892679421E+06
1.365656726895441125E+03  1.01245840244089E+35  1.00808483012650E+06
1.369707246868124003E+03  1.01908946231242E+35  1.00807101017250E+06
1.374169362038811414E+03  1.02757540176624E+35  1.00805737041962E+06
1.379106626556110086E+03  1.03723984902318E+35  1.00804384285083E+06
1.384583655103270075E+03  1.02459310698081E+35  1.00815544528084E+06
1.386975081327032967E+03  1.01626516307956E+35  1.00814255796493E+06
1.390082009600798756E+03  1.01112134602552E+35  1.00812667708000E+06
1.393275384603587327E+03  1.01121100852344E+35  1.00811188469903E+06
1.396725758548225258E+03  1.01507079625550E+35  1.00809755534138E+06
1.400502856318242266E+03  1.02148439799303E+35  1.00808354645083E+06
1.404667254271893626E+03  1.02957565682944E+35  1.00806975927189E+06
1.409276337524021756E+03  1.03876793475578E+35  1.00805612408877E+06
1.414389892381150958E+03  1.04869451384008E+35  1.00804258184065E+06
1.420071905936300709E+03  1.03354236574189E+35  1.00815683235934E+06
1.422651446512496250E+03  1.02326014078689E+35  1.00814339316778E+06
1.425835264530467612E+03  1.01711851778832E+35  1.00812757797041E+06
1.429100083140830293E+03  1.01674024712795E+35  1.00811283221091E+06
1.432621277207482763E+03  1.02039582139858E+35  1.00809854457681E+06
1.436472973093756082E+03  1.02673532107270E+35  1.00808456622864E+06
1.440718162007271758E+03  1.03481391819484E+35  1.00807079723690E+06
1.445415744049635350E+03  1.04402153900546E+35  1.00805716908008E+06
1.450626889781560976E+03  1.05397162652125E+35  1.00804362451806E+06
1.456417446066041293E+03  1.03737399603055E+35  1.00815902623648E+06
1.459089197094574956E+03  1.02624659790324E+35  1.00814533673190E+06
1.462310283702437118E+03  1.01977185249230E+35  1.00812956853597E+06
1.465611458644697450E+03  1.01929046525802E+35  1.00811485086269E+06
1.469168951487969480E+03  1.02295478438866E+35  1.00810058794493E+06
1.473059171484177114E+03  1.02935698584808E+35  1.00808662720647E+06
1.477346179156928429E+03  1.03752112043307E+35  1.00807286936020E+06
1.482089829341355426E+03  1.04682468933448E+35  1.00805924559346E+06
1.487351879595911441E+03  1.05687859806954E+35  1.00804569948972E+06
1.493198890005665817E+03  1.03956356959699E+35  1.00816168260570E+06
1.495917938647757637E+03  1.02805384420368E+35  1.00814786706647E+06
1.499157904711784340E+03  1.02147505400068E+35  1.00813212299211E+06
1.502477648876505100E+03  1.02099727718171E+35  1.00811742025635E+06
1.506053962502604918E+03  1.02471834678888E+35  1.00810316924360E+06
1.509964218219385657E+03  1.03120216514863E+35  1.00808921649846E+06
1.514273039064269142E+03  1.03945887699026E+35  1.00807546276466E+06
1.519040700900661477E+03  1.04886016260513E+35  1.00806183947793E+06
1.524329325208082537E+03  1.05901744887769E+35  1.00804829045807E+06
1.530205853147577500E+03  1.04133835455863E+35  1.00816458171184E+06
1.532949147303454538E+03  1.02965181706170E+35  1.00815070132952E+06
1.536198871516926374E+03  1.02304800096814E+35  1.00813496766824E+06
1.539528206040360601E+03  1.02260275159747E+35  1.00812027048833E+06
1.543114236319495376E+03  1.02638250145523E+35  1.00810602361127E+06
1.547034897781710015E+03  1.03293652205964E+35  1.00809207262018E+06
1.551355070466224106E+03  1.04126868924242E+35  1.00807831828781E+06
1.556135224143248934E+03  1.05074832585712E+35  1.00806469226055E+06
1.561437673795721594E+03  1.06098922090511E+35  1.00805113839605E+06
1.567329535732670820E+03  1.04311374361105E+35  1.00816760328900E+06
1.570085049973925379E+03  1.03134141003648E+35  1.00815368888269E+06
1.573339832494476241E+03  1.02473927310995E+35  1.00813795721698E+06
1.576674024730049950E+03  1.02432872294394E+35  1.00812326010790E+06
1.580264980297868988E+03  1.02815872245981E+35  1.00810901231429E+06
1.584190902573391440E+03  1.03476885808605E+35  1.00809505904266E+06
1.588516808949024380E+03  1.04315878870829E+35  1.00808130103038E+06
1.593303270069799282E+03  1.05269746548835E+35  1.00806766995227E+06
1.598612688016911534E+03  1.06300093017426E+35  1.00805410974374E+06
1.604512275664245408E+03  1.04500667286009E+35  1.00817068029729E+06
1.607273598164101031E+03  1.03319018422175E+35  1.00815674767814E+06
1.610530927444528515E+03  1.02659724390409E+35  1.00814101296733E+06
1.613867415965218242E+03  1.02621747807796E+35  1.00812631252377E+06
