# time (s)    L (erg/s)   R_phot (cm)
1.019453580984339169E+03  2.79233104144267E+34  1.00785415047464E+06
1.031092326596978637E+03  2.81064060796082E+34  1.00784211357365E+06
1.043812319942341446E+03  2.83430251759389E+34  1.00783035497972E+06
1.057859725417113395E+03  2.85890107450375E+34  1.00781877026174E+06
1.073446688322350155E+03  2.88269460917635E+34  1.00780729711617E+06
1.090775542463407419E+03  2.90533319248831E+34  1.00779589691583E+06
1.110060469427559610E+03  2.84978351322792E+34  1.00788835840795E+06
1.117858471094067681E+03  2.83064048661061E+34  1.00787824198499E+06
1.128592568934996052E+03  2.83309942803887E+34  1.00786515876847E+06
1.139754034867243490E+03  2.85023607419466E+34  1.00785295942637E+06
1.151983649391715062E+03  2.87316782774585E+34  1.00784105526151E+06
1.165505922089283786E+03  2.89746253172897E+34  1.00782934595744E+06
1.180522247162954500E+03  2.92128228253740E+34  1.00781776495014E+06
1.197228230748008627E+03  2.94408350533233E+34  1.00780626806164E+06
1.215828684614990834E+03  2.96589362067133E+34  1.00779482562859E+06
1.236556108128162123E+03  2.87820797583549E+34  1.00789142990141E+06
1.245316818120264998E+03  2.84872333365637E+34  1.00788071867932E+06
1.256535299803538692E+03  2.84959208423349E+34  1.00786769751181E+06
1.268129809725379801E+03  2.86895096253691E+34  1.00785556865614E+06
1.280804169882387441E+03  2.89550599815664E+34  1.00784372331749E+06
1.294807347675265419E+03  2.92370930868646E+34  1.00783205221568E+06
1.310354116225763846E+03  2.95122770289582E+34  1.00782048605825E+06
1.327647306112962724E+03  2.97739655941852E+34  1.00780898159563E+06
1.346899487319348509E+03  3.00214744838811E+34  1.00779751213580E+06
1.368355952282573980E+03  2.89758549739933E+34  1.00789591031903E+06
1.377558358494196682E+03  2.86330376476949E+34  1.00788494321649E+06
1.388994755808453192E+03  2.86385708198228E+34  1.00787195150835E+06
1.400792142757442662E+03  2.88502258995384E+34  1.00785984700454E+06
1.413677766441823678E+03  2.91435195899818E+34  1.00784801865888E+06
1.427911478712020426E+03  2.94563377028822E+34  1.00783635397633E+06
1.443714915472652137E+03  2.97623412518333E+34  1.00782478067492E+06
1.461293985483950564E+03  3.00530955360019E+34  1.00781325586251E+06
1.480865226255210018E+03  2.93026702782533E+34  1.00790660633647E+06
1.488832183850956653E+03  2.90531487322832E+34  1.00789629599939E+06
1.499644178732642558E+03  2.90559885317859E+34  1.00788311042645E+06
1.510863312509486605E+03  2.92432328163638E+34  1.00787082712110E+06
1.523150386628870820E+03  2.95110587594680E+34  1.00785884140611E+06
1.536738598479369330E+03  2.98039400057350E+34  1.00784704559936E+06
1.551834818486301629E+03  3.00960603029046E+34  1.00783536683594E+06
1.568638322035057399E+03  3.03775902788760E+34  1.00782375511564E+06
1.587354594424649349E+03  3.06465904898108E+34  1.00781217688748E+06
1.608215240871098786E+03  2.96096312213065E+34  1.00790934782522E+06
1.617044411901804324E+03  2.92544554725366E+34  1.00789849254737E+06
1.628279322086979391E+03  2.92301452855571E+34  1.00788535665534E+06
1.639876812840704815E+03  2.94258636662478E+34  1.00787312958046E+06
1.652551827692262123E+03  2.97169878402490E+34  1.00786119131031E+06
1.666559194014829927E+03  3.00381488857710E+34  1.00784942700982E+06
1.682117971756702673E+03  3.03590106383137E+34  1.00783776129877E+06
1.699434327623016316E+03  3.06681197757361E+34  1.00782614482841E+06
1.718720977750246220E+03  2.98845034813534E+34  1.00791891936542E+06
1.726512417855561125E+03  2.96286935033705E+34  1.00790863544397E+06
1.737211059833088029E+03  2.96168458560131E+34  1.00789534932779E+06
1.748321686859340389E+03  2.97962013224550E+34  1.00788297516342E+06
1.760496468040410491E+03  3.00656813599512E+34  1.00787090245928E+06
1.773963912741872491E+03  3.03679724813037E+34  1.00785902554772E+06
1.788930430558896433E+03  3.06748772133580E+34  1.00784726845268E+06
1.805595171803445055E+03  3.09741700288648E+34  1.00783557787813E+06
1.824162490202699701E+03  3.12626261057351E+34  1.00782391622240E+06
1.844860159711433880E+03  3.01861047575140E+34  1.00792089878314E+06
1.853582763024352062E+03  2.98125750545002E+34  1.00791003557948E+06
1.864753226400511721E+03  2.97668002494870E+34  1.00789680783078E+06
1.876282118624602845E+03  2.99523415276582E+34  1.00788450072932E+06
1.888883255590326598E+03  3.02437624766342E+34  1.00787248812959E+06
1.902810995654052249E+03  3.05737476773114E+34  1.00786065380652E+06
1.918284786162716955E+03  3.09094581939802E+34  1.00784891982542E+06
1.935511966055754783E+03  3.12368598693532E+34  1.00783723335325E+06
1.954704638195112238E+03  3.04146910663744E+34  1.00792992155912E+06
1.962436909528542856E+03  3.01483517282383E+34  1.00791961655001E+06
1.973092699439251192E+03  3.01243106848377E+34  1.00790625768679E+06
1.984159141730730653E+03  3.02983714933244E+34  1.00789381679817E+06
1.996286456471564179E+03  3.05700418965519E+34  1.00788168017803E+06
2.009702580439673056E+03  3.08810810387511E+34  1.00786974195390E+06
2.024614364255757437E+03  3.12018024528466E+34  1.00785792423593E+06
2.041221494253521996E+03  3.15182825083405E+34  1.00784617151470E+06
2.059729151863750303E+03  3.18259866371510E+34  1.00783444265437E+06
2.080362671730075817E+03  3.07130606014222E+34  1.00793146005471E+06
2.089039223504810252E+03  3.03244207042720E+34  1.00792057053478E+06
2.100179774189939508E+03  3.02621463830208E+34  1.00790727166457E+06
2.111673812776534760E+03  3.04391855456820E+34  1.00789490140952E+06
2.124236244498000360E+03  3.07302834062649E+34  1.00788282857623E+06
2.138121487707589495E+03  3.10672567304630E+34  1.00787093636802E+06
2.153549581546675199E+03  3.14155039635087E+34  1.00785914591757E+06
2.170729769384119663E+03  3.17591364234063E+34  1.00784740136196E+06
2.189874426117249641E+03  3.20924081205379E+34  1.00783566427230E+06
2.211220872705543115E+03  3.08486467983861E+34  1.00793452287910E+06
2.220326575652215070E+03  3.04177054097275E+34  1.00792339434644E+06
2.231683635920580400E+03  3.03510580348256E+34  1.00791013810926E+06
2.243378939942196212E+03  3.05388110289574E+34  1.00789780299393E+06
2.256149727837721457E+03  3.08478201115252E+34  1.00788575839542E+06
2.270261171212909176E+03  3.12063549812552E+34  1.00787388450514E+06
2.285939253959482812E+03  3.15778470927521E+34  1.00786210158402E+06
2.303396759128769190E+03  3.19450701050763E+34  1.00785035478952E+06
2.322850917978247253E+03  3.10453330106095E+34  1.00794393866671E+06
2.330734627036816164E+03  3.07488554730069E+34  1.00793350188573E+06
2.341474892309529878E+03  3.07101788281566E+34  1.00792008717993E+06
2.352607370606385757E+03  3.08845854160672E+34  1.00790760039565E+06
2.364799100015159183E+03  3.11675299810462E+34  1.00789541759247E+06
2.378283879926073496E+03  3.14987213410678E+34  1.00788343060033E+06
2.393272572287797630E+03  3.18463118937306E+34  1.00787155952199E+06
2.409968017045070155E+03  3.21944308200440E+34  1.00785974674228E+06
2.428578716168939536E+03  3.25368488317823E+34  1.00784794752572E+06
2.449330063490740940E+03  3.13634410138987E+34  1.00794549524062E+06
2.458063312406588011E+03  3.09532204146797E+34  1.00793452365094E+06
2.469230860445202325E+03  3.08761031114788E+34  1.00792115697662E+06
2.480740788955224616E+03  3.10473942573682E+34  1.00790872778179E+06
2.493317440786225234E+03  3.13420694889936E+34  1.00789659542479E+06
2.507217009469245568E+03  3.16913666461410E+34  1.00788464361331E+06
2.522661877720046050E+03  3.20594465527647E+34  1.00787279184767E+06
2.539863588205102587E+03  3.24283758159214E+34  1.00786098254843E+06
2.559036853641968264E+03  3.15348051117466E+34  1.00795398162818E+06
2.566749937901032354E+03  3.12462493182288E+34  1.00794359555168E+06
2.577384980497295146E+03  3.12033429386095E+34  1.00793010673879E+06
2.588419087422556004E+03  3.13698428387338E+34  1.00791754980706E+06
2.600508523716275249E+03  3.16455566432504E+34  1.00790530025989E+06
2.613882641570792202E+03  3.19729758796584E+34  1.00789325071541E+06
2.628749593593713143E+03  3.23209151276708E+34  1.00788132172433E+06
2.645311234746474838E+03  3.26732988832882E+34  1.00786945460753E+06
2.663776303378313060E+03  3.30233392293992E+34  1.00785760177185E+06
2.684367672339065848E+03  3.18464889837009E+34  1.00795494118858E+06
2.692999260741415583E+03  3.14351054262746E+34  1.00794398490856E+06
2.704109983273659509E+03  3.13493401638643E+34  1.00793055202589E+06
2.715561013831047603E+03  3.15121657034661E+34  1.00791806409170E+06
2.728074534722029966E+03  3.18007490308678E+34  1.00790587549745E+06
2.741904665566564290E+03  3.21476928515682E+34  1.00789387084181E+06
2.757273167163451035E+03  3.25176206142156E+34  1.00788196913301E+06
2.774391612575459931E+03  3.28924736807034E+34  1.00787011122342E+06
2.793474710064490409E+03  3.32643714877450E+34  1.00785825314301E+06
2.814757639431014013E+03  3.19641749721582E+34  1.00795742970389E+06
2.823805119962592016E+03  3.15121499859001E+34  1.00794624247081E+06
2.835126729083830014E+03  3.14220173677523E+34  1.00793285438193E+06
2.846773296220404973E+03  3.15940228827148E+34  1.00792040335616E+06
2.859488774848114645E+03  3.18977687166864E+34  1.00790824493508E+06
2.873537551432491910E+03  3.22629832008156E+34  1.00789626106380E+06
2.889147188230308075E+03  3.26526933747378E+34  1.00788437070274E+06
2.906533734954710326E+03  3.30478917346583E+34  1.00787251468595E+06
2.925915093861546666E+03  3.21022355186718E+34  1.00796629146772E+06
2.933749031917026059E+03  3.17930412172401E+34  1.00795580233219E+06
2.944452784689061900E+03  3.17418168656143E+34  1.00794226933654E+06
2.955539989526092086E+03  3.19082609514049E+34  1.00792967714916E+06
2.967681411598669911E+03  3.21899814581381E+34  1.00791739033633E+06
2.981109837639918624E+03  3.25287284131255E+34  1.00790530172826E+06
2.996036696940564525E+03  3.28930846184655E+34  1.00789333044499E+06
3.012665989720399921E+03  3.32664581870234E+34  1.00788141676146E+06
3.031208674762179271E+03  3.36410056058342E+34  1.00786951179739E+06
3.051889526845820455E+03  3.24257476697718E+34  1.00796730701620E+06
3.060563851543390683E+03  3.20029179345893E+34  1.00795629008432E+06
3.071696100785787166E+03  3.19107429135737E+34  1.00794280553258E+06
3.083160103665434690E+03  3.20707097769028E+34  1.00793027164324E+06
3.095685151736089210E+03  3.23604343340847E+34  1.00791803522335E+06
3.109525968475131322E+03  3.27134171339101E+34  1.00790598229466E+06
3.124905920639542273E+03  3.30944288348731E+34  1.00789403148792E+06
3.142038097171218851E+03  3.34851983089177E+34  1.00788212264181E+06
3.161139236703201277E+03  3.38770401088215E+34  1.00787020975467E+06
3.182444628601115255E+03  3.25469610791888E+34  1.00796969685343E+06
3.191493790839232588E+03  3.20871444827555E+34  1.00795846909926E+06
3.202814685648460909E+03  3.19908002314361E+34  1.00794502354027E+06
3.214453423273468161E+03  3.21582905004360E+34  1.00793252159724E+06
3.227158950067529531E+03  3.24603123133817E+34  1.00792031147939E+06
3.241195509454653347E+03  3.28282425440691E+34  1.00790827582146E+06
3.256790896324182995E+03  3.32255638648491E+34  1.00789633438864E+06
3.274162692752349813E+03  3.36333474206585E+34  1.00788442659207E+06
3.293530379521525447E+03  3.26659204585217E+34  1.00797838228668E+06
3.301352508156279782E+03  3.23514959795233E+34  1.00796786200546E+06
3.312046303899109262E+03  3.22968109981671E+34  1.00795427257509E+06
3.323118081429547146E+03  3.24610899141203E+34  1.00794163100430E+06
3.335242098995284323E+03  3.27421922385395E+34  1.00792929489592E+06
3.348650891132278502E+03  3.30836896847295E+34  1.00791715664182E+06
3.363555289963876021E+03  3.34548527608111E+34  1.00790513620456E+06
3.380159913386471999E+03  3.38391714697274E+34  1.00789317360940E+06
3.398677533989929543E+03  3.42284060189758E+34  1.00788121810928E+06
3.419333337033240241E+03  3.29943852432685E+34  1.00797918255054E+06
3.427983894824533309E+03  3.25679349961313E+34  1.00796814128390E+06
3.439101546831898304E+03  3.24718131265101E+34  1.00795460081629E+06
3.450546100672919238E+03  3.26286980797029E+34  1.00794201597989E+06
3.463048894293826379E+03  3.29163334803616E+34  1.00792972907447E+06
3.476864557744210742E+03  3.32700432062720E+34  1.00791762579293E+06
3.492216023940353807E+03  3.36557515093727E+34  1.00790562524894E+06
3.509316715734189074E+03  3.40555198140973E+34  1.00789366717542E+06
3.528385133566587683E+03  3.31055194420690E+34  1.00798695910293E+06
3.536027669978391259E+03  3.28048633304615E+34  1.00797650385645E+06
3.546610660718366034E+03  3.27510467182341E+34  1.00796285388413E+06
3.557582007929114297E+03  3.29096844617138E+34  1.00795015264599E+06
3.569602479421064800E+03  3.31830337027604E+34  1.00793775813369E+06
3.582898328724505518E+03  3.35166192670099E+34  1.00792556658626E+06
3.597678058933720422E+03  3.38813878399853E+34  1.00791349769180E+06
3.614144573939726797E+03  3.42619014782101E+34  1.00790149086001E+06
3.632509701720655357E+03  3.46500022734078E+34  1.00788949440283E+06
3.652997005912622171E+03  3.34222903402652E+34  1.00798720573295E+06
3.661544447211929310E+03  3.30000931109062E+34  1.00797619017880E+06
3.672604334962083158E+03  3.29018679853807E+34  1.00796259617727E+06
3.683991018311979133E+03  3.30535561056200E+34  1.00794996440693E+06
3.696432823071475923E+03  3.33350921932328E+34  1.00793763175815E+06
3.710181392042073185E+03  3.36834841456065E+34  1.00792548508336E+06
3.725458154645513787E+03  3.40657134884610E+34  1.00791344383480E+06
3.742475786341187359E+03  3.44645118146135E+34  1.00790144744883E+06
3.761452740540664308E+03  3.48712206569867E+34  1.00788944625142E+06
3.782621281507318599E+03  3.35208986835391E+34  1.00798903504028E+06
3.791577049774211901E+03  3.30583414539946E+34  1.00797779350203E+06
3.802846602609343336E+03  3.29559645951289E+34  1.00796424414675E+06
3.814425125267153817E+03  3.31157014782914E+34  1.00795165267887E+06
3.827065546559606446E+03  3.34104761953065E+34  1.00793935251037E+06
3.841028689223666333E+03  3.37744590629705E+34  1.00792722934081E+06
3.856541805890994510E+03  3.41734280156961E+34  1.00791520264661E+06
3.873822094041609489E+03  3.45895560991386E+34  1.00790321185186E+06
3.893091053054233726E+03  3.35975730595831E+34  1.00799726973850E+06
3.900851479496454886E+03  3.32799068374133E+34  1.00798672332863E+06
3.911502813996505211E+03  3.32219996752213E+34  1.00797304335216E+06
3.922527761527589064E+03  3.33829849887027E+34  1.00796031985272E+06
3.934600960805741579E+03  3.36612891070968E+34  1.00794790152230E+06
3.947952387466950768E+03  3.40022105188610E+34  1.00793568321767E+06
3.962792565711859879E+03  3.43768576342240E+34  1.00792358466140E+06
3.979326126651359118E+03  3.47701638451539E+34  1.00791154505987E+06
3.997766789944392258E+03  3.51739640081437E+34  1.00789951217554E+06
4.018339679591517779E+03  3.39172635586528E+34  1.00799765691493E+06
4.026930545028757933E+03  3.34883846660570E+34  1.00798659212957E+06
4.038013227733243639E+03  3.33903935430538E+34  1.00797296211810E+06
4.049415129911764780E+03  3.35440291537129E+34  1.00796029959204E+06
4.061871825827379780E+03  3.38280981748811E+34  1.00794793373554E+06
4.075635219552769286E+03  3.41804256489456E+34  1.00793575236699E+06
4.090927451318951171E+03  3.45687657737200E+34  1.00792367549393E+06
4.107962350157643414E+03  3.49768580725565E+34  1.00791164147491E+06
4.126958733540004687E+03  3.53956529002283E+34  1.00789960174461E+06
4.148151342179728999E+03  3.40239942948209E+34  1.00799947433610E+06
4.157113637011597348E+03  3.35577751769490E+34  1.00798820137240E+06
4.168385299658634722E+03  3.34558076479277E+34  1.00797461125650E+06
4.179960582729805537E+03  3.36161617619043E+34  1.00796198368535E+06
4.192596573535768584E+03  3.39116231352261E+34  1.00794964568335E+06
4.206553571552250105E+03  3.42770901567760E+34  1.00793748428340E+06
4.222059103379886437E+03  3.46797404504853E+34  1.00792541894925E+06
4.239330650432319999E+03  3.51025444882826E+34  1.00791338895910E+06
4.258590299101552773E+03  3.40945021607915E+34  1.00800762377528E+06
4.266342263717224341E+03  3.37743390371910E+34  1.00799705346509E+06
4.276986224749831308E+03  3.37165163123989E+34  1.00798333117480E+06
4.287999699731482906E+03  3.38781567998843E+34  1.00797057069705E+06
4.300059998378915225E+03  3.41569296669148E+34  1.00795811508876E+06
4.313396713727035603E+03  3.44991100765432E+34  1.00794585915826E+06
4.328219987498064256E+03  3.48768458844953E+34  1.00793372303923E+06
4.344734515235300023E+03  3.52758783074367E+34  1.00792164564227E+06
4.363154194032289524E+03  3.56880268743302E+34  1.00790957501111E+06
4.383705412731948854E+03  3.44173684842260E+34  1.00800787770028E+06
4.392276955523721881E+03  3.39879838434154E+34  1.00799679482522E+06
4.403347222986945781E+03  3.38910612768501E+34  1.00798312276217E+06
4.414733344437767300E+03  3.40452341357298E+34  1.00797042295337E+06
4.427173027989192633E+03  3.43293053627321E+34  1.00795801826407E+06
4.440916547107675797E+03  3.46819471979905E+34  1.00794579845656E+06
4.456186178019670479E+03  3.50723859884967E+34  1.00793368265841E+06
4.473194868327645054E+03  3.54847972938167E+34  1.00792161118843E+06
4.492163803859673862E+03  3.44970520577472E+34  1.00801517065070E+06
4.499741720892111516E+03  3.41920146961813E+34  1.00800466905720E+06
4.510278330800562799E+03  3.41369124634701E+34  1.00799089530399E+06
4.521195897873249123E+03  3.42948217156380E+34  1.00797808277341E+06
4.533157514084718059E+03  3.45672313569742E+34  1.00796557659498E+06
4.546386954143908952E+03  3.49018639250741E+34  1.00795327433691E+06
4.561091476637293454E+03  3.52722490912114E+34  1.00794109649889E+06
4.577473953062607507E+03  3.56649810756903E+34  1.00792898181097E+06
4.595746972658000232E+03  3.60727242944668E+34  1.00791687761935E+06
4.616136065988910559E+03  3.48098776992898E+34  1.00801492064048E+06
4.624609454996631030E+03  3.43860725828048E+34  1.00800386574740E+06
4.635624101468863955E+03  3.42888367936656E+34  1.00799014927672E+06
4.646956062778815976E+03  3.44401015564011E+34  1.00797740949411E+06
4.659338729700041768E+03  3.47195427901626E+34  1.00796496650513E+06
4.673020016665142066E+03  3.50671977563098E+34  1.00795270980449E+06
4.688219933407209282E+03  3.54531137028536E+34  1.00794055974911E+06
4.705150794120094361E+03  3.58623203781031E+34  1.00792845612097E+06
4.724033149533387586E+03  3.62866811293965E+34  1.00791634762480E+06
4.745099965847140083E+03  3.48996575495888E+34  1.00801629858610E+06
4.753978933045602389E+03  3.44351159573496E+34  1.00800501793729E+06
4.765202813620585403E+03  3.43338288311687E+34  1.00799134685469E+06
4.776725226660536464E+03  3.44929394074708E+34  1.00797864820844E+06
4.789304519100785001E+03  3.47847493913292E+34  1.00796623950181E+06
4.803198711286438083E+03  3.51467086494694E+34  1.00795400723624E+06
4.818632608543627612E+03  3.55477801167844E+34  1.00794187299697E+06
4.835823178048317459E+03  3.59724992916837E+34  1.00792977677769E+06
4.854994527293711144E+03  3.49442601384544E+34  1.00802411211307E+06
4.862691420779748114E+03  3.46231343793733E+34  1.00801352346012E+06
4.873297567410823831E+03  3.45659339457786E+34  1.00799972684022E+06
4.884269693858836945E+03  3.47272653645007E+34  1.00798690093819E+06
4.896285944108046351E+03  3.50049985000052E+34  1.00797437917345E+06
4.909573415654277596E+03  3.53459660803324E+34  1.00796205810207E+06
4.924341130362066906E+03  3.57240063306793E+34  1.00794985797530E+06
4.940792918646407998E+03  3.61261640589824E+34  1.00793771814091E+06
4.959142927912371306E+03  3.65453412609576E+34  1.00792558601874E+06
4.979618741266687721E+03  3.52553923338264E+34  1.00802405525203E+06
4.988137842495828409E+03  3.48258729247241E+34  1.00801295535633E+06
4.999176519325383197E+03  3.47312081850958E+34  1.00799921166361E+06
5.010525507199250569E+03  3.48865056863436E+34  1.00798644989555E+06
5.022925385120329338E+03  3.51700615234278E+34  1.00797398230731E+06
5.036624259070704284E+03  3.55218709541535E+34  1.00796169951514E+06
5.051842958970823020E+03  3.59126744499194E+34  1.00794952190624E+06
5.068794386064028004E+03  3.63284289010808E+34  1.00793738902122E+06
5.087699471649269071E+03  3.67613141875648E+34  1.00792525006432E+06
5.108792273531393221E+03  3.53542872389845E+34  1.00802547497695E+06
5.117680019970327521E+03  3.48876171173386E+34  1.00801416743908E+06
5.128907322959712474E+03  3.47891706048812E+34  1.00800046446445E+06
5.140428544682449683E+03  3.49515347100596E+34  1.00798773819694E+06
5.153006046700781553E+03  3.52458126512021E+34  1.00797530005413E+06
5.166897039671485800E+03  3.56099453624846E+34  1.00796303789773E+06
5.182326815699491817E+03  3.60135861292337E+34  1.00795087348843E+06
5.199512906693762488E+03  3.64425871836464E+34  1.00793874575254E+06
5.218678723540979263E+03  3.54006187664314E+34  1.00803325109202E+06
5.226370290432113507E+03  3.50775315378690E+34  1.00802264244790E+06
5.236971438646723072E+03  3.50212755541290E+34  1.00800881178760E+06
5.247935149559646561E+03  3.51846326363532E+34  1.00799595534213E+06
5.259941192824137943E+03  3.54638805836085E+34  1.00798340388053E+06
5.273217311777225405E+03  3.58064799434621E+34  1.00797105210218E+06
5.287971606385740415E+03  3.61867468925422E+34  1.00795882122983E+06
5.304407801849992211E+03  3.65922171644723E+34  1.00794665107332E+06
5.322740759245786649E+03  3.70165555291043E+34  1.00793448814975E+06
5.343198177773938369E+03  3.57137087685397E+34  1.00803310765153E+06
5.351701525668860086E+03  3.52839460338754E+34  1.00802199352703E+06
5.362730227705939797E+03  3.51916470993489E+34  1.00800821479983E+06
5.374065923257143368E+03  3.53491179103145E+34  1.00799542294506E+06
5.386451473162935145E+03  3.56341779924330E+34  1.00798292421104E+06
5.400133943590087256E+03  3.59870719936007E+34  1.00797060988543E+06
5.415333564216883133E+03  3.63793502461277E+34  1.00795840072802E+06
5.432262990216053367E+03  3.67975812895024E+34  1.00794623684453E+06
5.451143870909671023E+03  3.72346401140384E+34  1.00793406683431E+06
5.472210821653393396E+03  3.58143716142582E+34  1.00803443225916E+06
5.481077734258738019E+03  3.53478778220187E+34  1.00802311159981E+06
5.492291902699414095E+03  3.52517882950263E+34  1.00800937377777E+06
5.503797372862748489E+03  3.54161412486900E+34  1.00799661656671E+06
5.516357732909373226E+03  3.57115731453521E+34  1.00798414669213E+06
