# time (s)    L (erg/s)   R_phot (cm)
4.813595436162338046E+03  3.52115158660018E+33  1.00773188175527E+06
4.903924860689378875E+03  3.57805298781749E+33  1.00772164743468E+06
5.000923007602035796E+03  3.65352783636630E+33  1.00771165415861E+06
5.107554127602976223E+03  3.74068806757229E+33  1.00770171743093E+06
5.225192515960957280E+03  3.83677981987415E+33  1.00769182382208E+06
5.355286800945377763E+03  3.93921835960022E+33  1.00768197869617E+06
5.499799622320098024E+03  4.04766747604883E+33  1.00767215091955E+06
5.660700055235709442E+03  3.57967973273877E+33  1.00774949590364E+06
5.701143430715195791E+03  3.52607746076770E+33  1.00774504605712E+06
5.781625747919372770E+03  3.55132875808267E+33  1.00773576938117E+06
5.875622689623723090E+03  3.62572076783492E+33  1.00772557904214E+06
5.976105504320109503E+03  3.71620398010815E+33  1.00771560702281E+06
6.086395251376717169E+03  3.81540398844655E+33  1.00770565252506E+06
6.207904703415858421E+03  3.92108278008400E+33  1.00769570920013E+06
6.342161012360253153E+03  4.02997619651126E+33  1.00768579383754E+06
6.491327928990395776E+03  4.14253167129721E+33  1.00767585885507E+06
6.657246504420254496E+03  3.58837841664892E+33  1.00775464811739E+06
6.698427982593355409E+03  3.53101205754842E+33  1.00775021826974E+06
6.780379124157827391E+03  3.57047861408610E+33  1.00774093573612E+06
6.875610387943675050E+03  3.66143374042843E+33  1.00773077645380E+06
6.977486023135753385E+03  3.76531729693788E+33  1.00772080638822E+06
7.089326981329886621E+03  3.87510335934620E+33  1.00771082751777E+06
7.212533591611787415E+03  3.98870619443275E+33  1.00770083396479E+06
7.348623436531879634E+03  4.10282007357491E+33  1.00769084663899E+06
7.499790530732613661E+03  3.61819700859947E+33  1.00776466332779E+06
7.540105598081812786E+03  3.57661355236829E+33  1.00775981512024E+06
7.620332582106719201E+03  3.62969299418452E+33  1.00775005781691E+06
7.711075276657674294E+03  3.72553509878686E+33  1.00773984879189E+06
7.809317721976331995E+03  3.83129180049680E+33  1.00772978871261E+06
7.917548330593647734E+03  3.94090568090780E+33  1.00771972847569E+06
8.037065218338292652E+03  4.05281465782363E+33  1.00770965175635E+06
8.169203237692719085E+03  4.16566052141495E+33  1.00769956411413E+06
8.315792850171274040E+03  3.67433540518810E+33  1.00777204305309E+06
8.355927775939979256E+03  3.63748292209611E+33  1.00776700757765E+06
8.435796278219704618E+03  3.69869462793238E+33  1.00775701951096E+06
8.524971898038558720E+03  3.80012894447802E+33  1.00774677552274E+06
8.622003064885357162E+03  3.90979447001049E+33  1.00773666028561E+06
8.729071125410586319E+03  4.02202981015324E+33  1.00772654251746E+06
8.847433081678565941E+03  4.13502218169188E+33  1.00771640061698E+06
8.978349006166550680E+03  4.24830420211266E+33  1.00770623172097E+06
9.123476945788870580E+03  4.35992225063835E+33  1.00769603095433E+06
9.284900977558176237E+03  3.71092049734202E+33  1.00777381741015E+06
9.327042719477251012E+03  3.65078332153110E+33  1.00776899952764E+06
9.410904785896209432E+03  3.71869379183712E+33  1.00775914092201E+06
9.504093217647523488E+03  3.83785030582375E+33  1.00774897321822E+06
9.605022720498403942E+03  3.96490675631292E+33  1.00773891443340E+06
9.716218714754133543E+03  4.09205061886572E+33  1.00772881456257E+06
9.838984710480181093E+03  4.21729304384829E+33  1.00771865630101E+06
9.974644310317784402E+03  4.33882045570549E+33  1.00770844992639E+06
1.012507348799260944E+04  3.76447144719782E+33  1.00778226757352E+06
1.016620736934337583E+04  3.72019372249217E+33  1.00777716832669E+06
1.024806379323140027E+04  3.79532739212108E+33  1.00776702493093E+06
1.033802013729298415E+04  3.91544313765673E+33  1.00775679752311E+06
1.043614249361663678E+04  4.04257520027861E+33  1.00774666612836E+06
1.054450339552504556E+04  4.16943055628480E+33  1.00773650613771E+06
1.066434759219396801E+04  4.29393402354938E+33  1.00772629070724E+06
1.079690884390989959E+04  4.41536396923666E+33  1.00771601297677E+06
1.094375411580823311E+04  4.53112575255899E+33  1.00770567529406E+06
1.110699642893455530E+04  3.80657088881825E+33  1.00778422048510E+06
1.114989296862716947E+04  3.73993412773179E+33  1.00777929047418E+06
1.123525708261546970E+04  3.82072786467464E+33  1.00776923250028E+06
1.132852248581641470E+04  3.95682831861057E+33  1.00775907220573E+06
1.142992597085539455E+04  4.10007099029498E+33  1.00774898998895E+06
1.154179284298827042E+04  4.24122283100115E+33  1.00773884640177E+06
1.166541069814329239E+04  4.37736673230690E+33  1.00772861703322E+06
1.180203313520685697E+04  4.50680333833658E+33  1.00771830629105E+06
1.195341857125918432E+04  3.88054682197275E+33  1.00779261121805E+06
1.199512879580514164E+04  3.83237412854782E+33  1.00778740238327E+06
1.207813214265159513E+04  3.91797191364099E+33  1.00777706952543E+06
1.216802872918213689E+04  4.05174454025917E+33  1.00776683460857E+06
1.226639597963988490E+04  4.19244939528764E+33  1.00775667284888E+06
1.237515149054827089E+04  4.33126395135626E+33  1.00774646863073E+06
1.249552688463897721E+04  4.46578872439414E+33  1.00773618780342E+06
1.262873597025649724E+04  4.59489035966336E+33  1.00772581306558E+06
1.277617860903347355E+04  4.71419771650007E+33  1.00771535967362E+06
1.294004510938465501E+04  3.93343719325485E+33  1.00779439355958E+06
1.298354788642755375E+04  3.86180912794359E+33  1.00778933360735E+06
1.307011841274292055E+04  3.95216124521865E+33  1.00777905341410E+06
1.316312742893328141E+04  4.10102574564724E+33  1.00776888419570E+06
1.326463326201814380E+04  4.25743537166910E+33  1.00775876931503E+06
1.337675470646579379E+04  4.41038542272869E+33  1.00774858198298E+06
1.350076666028973341E+04  4.55651345528625E+33  1.00773828969598E+06
1.363789814270827628E+04  4.69377608079181E+33  1.00772788481486E+06
1.378971805944758307E+04  4.02671033037302E+33  1.00780261861315E+06
1.383190716523799711E+04  3.97549851367721E+33  1.00779729624665E+06
1.391586348576091950E+04  4.06924586509943E+33  1.00778676799313E+06
1.400554987298412743E+04  4.21375391228177E+33  1.00777651351710E+06
1.410396735631462070E+04  4.36555395460770E+33  1.00776631525870E+06
1.421288964851511810E+04  4.51491759134572E+33  1.00775606659028E+06
1.433354358177370523E+04  4.65882449892461E+33  1.00774572686819E+06
1.446713992389580744E+04  4.79547630205697E+33  1.00773526874373E+06
1.461494047331113143E+04  4.91936928485887E+33  1.00772471185432E+06
1.477912417099996128E+04  4.09193073962152E+33  1.00780423863012E+06
1.482316637629040270E+04  4.01626171432091E+33  1.00779904919018E+06
1.491081036481838055E+04  4.11440851194075E+33  1.00778854433200E+06
1.500348869425103840E+04  4.27314520038905E+33  1.00777835390179E+06
1.510496667203107972E+04  4.44018024025392E+33  1.00776819925163E+06
1.521717607733186924E+04  4.60338761230976E+33  1.00775796696802E+06
1.534139211397471263E+04  4.75892966661830E+33  1.00774761661473E+06
1.547883954602430458E+04  4.90430081196363E+33  1.00773712758452E+06
1.563089227329576897E+04  4.20318998987705E+33  1.00781231487263E+06
1.567351811170411020E+04  4.14964541870989E+33  1.00780687702432E+06
1.575834353013670989E+04  4.24991799615354E+33  1.00779614779264E+06
1.584775920608235901E+04  4.40295418415781E+33  1.00778586393300E+06
1.594613550447505986E+04  4.56391877673862E+33  1.00777562126588E+06
1.605509517495389628E+04  4.72230063914884E+33  1.00776532640005E+06
1.617588203458284988E+04  4.87490736862248E+33  1.00775493146903E+06
1.630970843504283766E+04  5.01894912591426E+33  1.00774440397008E+06
1.645779588783683357E+04  5.14944176789761E+33  1.00773375126464E+06
1.662211974576545617E+04  4.28202462688031E+33  1.00781381020265E+06
1.666665697562110290E+04  4.20303582678700E+33  1.00780849146035E+06
1.675528606303384004E+04  4.30700675525779E+33  1.00779775702620E+06
1.684758797028790650E+04  4.47355577293213E+33  1.00778753462125E+06
1.694895238713919753E+04  4.64922426906236E+33  1.00777733215765E+06
1.706112900408974019E+04  4.82112626748345E+33  1.00776705198287E+06
1.718540948982700138E+04  4.98533331745274E+33  1.00775664659989E+06
1.732303180323175548E+04  5.13906481793235E+33  1.00774608636435E+06
1.747524607063408257E+04  4.40858595175038E+33  1.00782174015059E+06
1.751832342050468287E+04  4.35355035290756E+33  1.00781617771388E+06
1.760404734674717838E+04  4.45934189910570E+33  1.00780522911945E+06
1.769314916243004700E+04  4.61859935574611E+33  1.00779490827656E+06
1.779142494744955184E+04  4.78696735368607E+33  1.00778461494065E+06
1.790035492066809820E+04  4.95288602686686E+33  1.00777426933901E+06
1.802118284123999183E+04  5.11299323897218E+33  1.00776382145280E+06
1.815513375567416733E+04  5.26514222531297E+33  1.00775323370790E+06
1.830345409975083021E+04  4.55936955644013E+33  1.00782773855702E+06
1.834629278118795628E+04  4.51092995664848E+33  1.00782201241270E+06
1.843154175724784000E+04  4.61669383425645E+33  1.00781085359556E+06
1.851937241317685766E+04  4.77228168226281E+33  1.00780046782510E+06
1.861650098346767845E+04  4.93713206331615E+33  1.00779010564734E+06
1.872423249790350746E+04  5.10033371559090E+33  1.00777970444022E+06
1.884381524626933242E+04  5.25850713061743E+33  1.00776921058644E+06
1.897645851589276572E+04  5.40976395287279E+33  1.00775858331502E+06
1.912342684456692950E+04  5.54948294977712E+33  1.00774779962558E+06
1.928622231294260928E+04  4.64353432439349E+33  1.00782828138902E+06
1.933135780274363060E+04  4.56221178445486E+33  1.00782272180450E+06
1.942117742744766656E+04  4.67242694223296E+33  1.00781157516647E+06
1.951244599889601159E+04  4.84402074381719E+33  1.00780126986915E+06
1.961312880878364376E+04  5.02575421258265E+33  1.00779096225325E+06
1.972467086901891162E+04  5.20476662231669E+33  1.00778058777026E+06
1.984838911576144892E+04  5.37744845277779E+33  1.00777009336935E+06
1.998554114157377626E+04  5.54013273305164E+33  1.00775943755258E+06
2.013739560951786916E+04  4.77700785648240E+33  1.00783564961869E+06
2.018114758327084564E+04  4.72075135052060E+33  1.00782986506304E+06
2.026821401103927201E+04  4.83224076534064E+33  1.00781853240399E+06
2.035664304410493060E+04  4.99589841443478E+33  1.00780813305645E+06
2.045454427267108622E+04  5.17030512182000E+33  1.00779774221158E+06
2.056314855932366117E+04  5.34363035528451E+33  1.00778730864866E+06
2.068375035134961945E+04  5.50884419355011E+33  1.00777677578521E+06
2.081756810043579389E+04  5.67378665127235E+33  1.00776610121475E+06
2.096590413114035618E+04  5.82340037311980E+33  1.00775524984251E+06
2.113012575503841435E+04  4.87398850591861E+33  1.00783669344100E+06
2.117583622397831277E+04  4.78959224041442E+33  1.00783103659195E+06
2.126680005716871165E+04  4.90494188696197E+33  1.00781969210511E+06
2.135804532935907264E+04  5.08229709772143E+33  1.00780935355879E+06
2.145889123554617618E+04  5.27113877712763E+33  1.00779900105765E+06
2.157066344005658902E+04  5.45776373508364E+33  1.00778858243953E+06
2.169471026668484046E+04  5.63773397743184E+33  1.00777804066332E+06
2.183227916533069947E+04  5.80915930673226E+33  1.00776733653689E+06
2.198469886772445534E+04  5.02041247695240E+33  1.00784416160085E+06
2.202894553667292712E+04  4.96288225860485E+33  1.00783825786731E+06
2.211682191672157569E+04  5.07802576792871E+33  1.00782672723120E+06
2.220505532440173192E+04  5.24567684770099E+33  1.00781628531168E+06
2.230291601908994198E+04  5.42457274841777E+33  1.00780584094535E+06
2.241151580347250274E+04  5.60302320404311E+33  1.00779535862196E+06
2.253217680516516702E+04  5.77718067544511E+33  1.00778477749264E+06
2.266613373755194698E+04  5.94530619693799E+33  1.00777405440167E+06
2.281469160621978881E+04  5.18628120380145E+33  1.00784970794824E+06
2.285859657180884824E+04  5.13568612878249E+33  1.00784365636071E+06
2.294469434312095473E+04  5.24726807124226E+33  1.00783208645959E+06
2.303174032920954414E+04  5.40901517130227E+33  1.00782156112432E+06
2.312834058247068606E+04  5.58258400350278E+33  1.00781105018787E+06
2.323560875547573596E+04  5.75668894393664E+33  1.00780051511065E+06
2.335485455268789156E+04  5.92832451261582E+33  1.00778989549953E+06
2.348733151384403754E+04  6.09465677046999E+33  1.00777914252020E+06
2.363431640357358629E+04  6.25407411811578E+33  1.00776821727708E+06
2.379718852930014691E+04  5.28229060188823E+33  1.00784994847308E+06
2.384351434230114319E+04  5.19801434901393E+33  1.00784404308270E+06
2.393471578448850778E+04  5.31534474412196E+33  1.00783239695593E+06
2.402502543593141672E+04  5.49302705546609E+33  1.00782195719944E+06
2.412511786238704008E+04  5.68338964700532E+33  1.00781149723805E+06
2.423613863401404524E+04  5.87294071223599E+33  1.00780098681518E+06
2.435947484127906500E+04  6.05786689367230E+33  1.00779036368223E+06
2.449640321406717703E+04  6.23618057936632E+33  1.00777958511671E+06
2.464825850022426675E+04  5.42335368248346E+33  1.00785689597061E+06
2.469305291929678060E+04  5.36546021131853E+33  1.00785078098826E+06
2.477999830353747529E+04  5.48029208393006E+33  1.00783914892964E+06
2.486758615573998395E+04  5.64901103209180E+33  1.00782859709620E+06
2.496478422173642321E+04  5.82998458373912E+33  1.00781805586453E+06
2.507272137773130817E+04  6.01158819032470E+33  1.00780748905185E+06
2.519273971979555427E+04  6.19066553274513E+33  1.00779683365316E+06
2.532611120259314339E+04  6.36540975671205E+33  1.00778604281559E+06
2.547414865368587562E+04  6.53434207263432E+33  1.00777507482026E+06
2.563826132404527380E+04  5.52827997675819E+33  1.00785763049426E+06
2.568515032375672672E+04  5.44219726425447E+33  1.00785162131807E+06
2.577626661590101139E+04  5.56185603447127E+33  1.00783992262839E+06
2.586654688399603037E+04  5.74330572196623E+33  1.00782943300420E+06
2.596663043928381740E+04  5.93805122328105E+33  1.00781892704995E+06
2.607767626749024930E+04  6.13250956628326E+33  1.00780837492696E+06
2.620109233034412682E+04  6.32312065784976E+33  1.00779771330659E+06
2.633818512071447913E+04  6.50804054800497E+33  1.00778689682367E+06
2.649029443015461584E+04  5.67672776855085E+33  1.00786469109474E+06
2.653547673153434152E+04  5.61833815991231E+33  1.00785846452216E+06
2.662210874188555317E+04  5.73440226112521E+33  1.00784677401294E+06
2.670947409662864447E+04  5.90501129188836E+33  1.00783616540126E+06
2.680645463140981883E+04  6.08857049133544E+33  1.00782557340498E+06
2.691419200262694721E+04  6.27321236177026E+33  1.00781496054736E+06
2.703403085584789733E+04  6.45603082041947E+33  1.00780426456925E+06
2.716726603117394552E+04  6.63591964622145E+33  1.00779343647443E+06
2.731523663405190018E+04  6.81146017391203E+33  1.00778243250446E+06
2.747936123155100358E+04  5.78666591349284E+33  1.00786539497705E+06
2.752667382379938135E+04  5.70067988857977E+33  1.00785925772319E+06
2.761729265432271495E+04  5.82106431836466E+33  1.00784750314922E+06
2.770725844792859425E+04  6.00377674238252E+33  1.00783695163094E+06
2.780702469447354815E+04  6.20033320466844E+33  1.00782639161793E+06
2.791776708341608537E+04  6.39708793918578E+33  1.00781579146492E+06
2.804089495928952238E+04  6.59090985638611E+33  1.00780508802095E+06
2.817773353973867052E+04  6.78049767608850E+33  1.00779423456389E+06
2.832965427187756723E+04  5.93584063142176E+33  1.00787234769180E+06
2.837514287599297313E+04  5.87793643176619E+33  1.00786600421845E+06
2.846131868792674868E+04  5.99436821417068E+33  1.00785425668307E+06
2.854836809188320331E+04  6.16565629108598E+33  1.00784358719858E+06
2.864502311459221892E+04  6.35042263836619E+33  1.00783294166781E+06
2.875243715485129360E+04  6.53691715263830E+33  1.00782228194405E+06
2.887196732504511237E+04  6.72214535726265E+33  1.00781154398544E+06
2.900491055181381307E+04  6.90572208851602E+33  1.00780067929287E+06
2.915263679356243301E+04  7.08620640450877E+33  1.00778964213905E+06
2.931656932796891124E+04  6.04663943593292E+33  1.00787293436186E+06
2.936425193408540872E+04  5.96110115272240E+33  1.00786667126502E+06
2.945434302669636600E+04  6.08188232142962E+33  1.00785486248658E+06
2.954397038243434872E+04  6.26514458871015E+33  1.00784424953427E+06
2.964338829299440113E+04  6.46277599159170E+33  1.00783363589967E+06
2.975378553126981569E+04  6.66120181096236E+33  1.00782298924555E+06
2.987658395525128799E+04  6.85727492698736E+33  1.00781224472931E+06
3.001311266449545292E+04  7.05057225915663E+33  1.00780135553757E+06
3.016477318757864487E+04  6.19440312056973E+33  1.00787974846569E+06
3.021053100424735385E+04  6.13735704908428E+33  1.00787329284206E+06
3.029625470317031795E+04  6.25403018846499E+33  1.00786149141007E+06
3.038299228254843547E+04  6.42579783293577E+33  1.00785076279435E+06
3.047932179514053132E+04  6.61117870543368E+33  1.00784006593727E+06
3.058640997445655739E+04  6.79899538514620E+33  1.00782936104974E+06
3.070562214535080420E+04  6.98618164902669E+33  1.00781858296907E+06
3.083826201801472416E+04  7.17246772065507E+33  1.00780768311403E+06
3.098571178508496450E+04  6.35737694349026E+33  1.00788464209442E+06
3.103085225823845758E+04  6.30897749146956E+33  1.00787807343323E+06
3.111489324519105503E+04  6.42190314013677E+33  1.00786624106800E+06
3.120048039634981978E+04  6.58704405652747E+33  1.00785543984930E+06
3.129558767123878715E+04  6.76580717023070E+33  1.00784468345446E+06
3.140136176866363166E+04  6.94757463269474E+33  1.00783393224789E+06
3.151915703026025949E+04  7.12987256238715E+33  1.00782311984740E+06
3.165027538501243180E+04  7.31214694730344E+33  1.00781219625340E+06
3.179608835457969690E+04  7.49467199454581E+33  1.00780111484435E+06
3.195806430191875916E+04  6.45533760729198E+33  1.00788429809346E+06
3.200605364947811177E+04  6.37293914019614E+33  1.00787782057130E+06
3.209484753212106079E+04  6.49186884578035E+33  1.00786592803491E+06
3.218361152040147499E+04  6.67250934663214E+33  1.00785520834280E+06
3.228211884643856683E+04  6.86774328351313E+33  1.00784450380536E+06
3.239157138911846778E+04  7.06494244622578E+33  1.00783377958166E+06
3.251339441379354321E+04  7.26104910091042E+33  1.00782296968196E+06
3.264893127539642956E+04  7.45570947981512E+33  1.00781202593513E+06
3.279959353711733274E+04  6.59048921194537E+33  1.00789060832109E+06
3.284560656945191295E+04  6.53536986001579E+33  1.00788398535787E+06
3.293049520507000852E+04  6.65174423495690E+33  1.00787210329243E+06
3.301664566443815420E+04  6.82237523317046E+33  1.00786128382607E+06
3.311236223564061220E+04  7.00704625836450E+33  1.00785050654138E+06
3.321881208070475986E+04  7.19481269229547E+33  1.00783973205459E+06
3.333737063233239314E+04  7.38315094334419E+33  1.00782889400364E+06
3.346936356686038926E+04  7.57153807978388E+33  1.00781794139732E+06
3.361617538118280936E+04  7.76076432731596E+33  1.00780682819417E+06
3.377930327182058682E+04  6.69354223047284E+33  1.00789076070750E+06
3.382775487382397114E+04  6.61052997928824E+33  1.00788420275709E+06
3.391657009261668281E+04  6.73216891481135E+33  1.00787226953388E+06
3.400537344167589617E+04  6.91561204283670E+33  1.00786151239881E+06
3.410393524090226128E+04  7.11389502284526E+33  1.00785077308230E+06
3.421346764138822618E+04  7.31432443827634E+33  1.00784001702960E+06
3.433541008570876147E+04  7.51430252768396E+33  1.00782917693508E+06
3.447112035304316669E+04  7.71304067815229E+33  1.00781820404163E+06
3.462201660394231294E+04  6.83437050872836E+33  1.00789720416815E+06
3.466831058615062648E+04  6.77987556872255E+33  1.00789049666714E+06
3.475300212425378413E+04  6.89768055607065E+33  1.00787857068541E+06
3.483901551907057728E+04  7.06979160559800E+33  1.00786770767060E+06
3.493459517418542964E+04  7.25593276188056E+33  1.00785689064360E+06
3.504091051804956078E+04  7.44542072150217E+33  1.00784608096703E+06
3.515934848478966160E+04  7.63594711842951E+33  1.00783521095757E+06
3.529124113142285933E+04  7.82730446030795E+33  1.00782422936932E+06
3.543799266700387670E+04  8.01994731602988E+33  1.00781308898209E+06
3.560109911234550236E+04  6.94056546003281E+33  1.00789735287220E+06
3.564983655459326837E+04  6.85866273798580E+33  1.00789069741580E+06
3.573830415059662482E+04  6.98152284677897E+33  1.00787872197581E+06
3.582688867471733101E+04  7.16579412123619E+33  1.00786791751301E+06
3.592522762649500510E+04  7.36482335151306E+33  1.00785713597193E+06
3.603453604214585357E+04  7.56645050990798E+33  1.00784634255704E+06
3.615625900704265223E+04  7.76796673848692E+33  1.00783547003492E+06
3.629176764489845664E+04  7.96916834812779E+33  1.00782446809101E+06
3.644249473080378084E+04  7.08186007095583E+33  1.00790372719937E+06
3.648898409889885806E+04  7.02858692356468E+33  1.00789693190731E+06
3.657334408150343370E+04  7.14728056136760E+33  1.00788496335641E+06
3.665913022885810642E+04  7.31977656314084E+33  1.00787405380418E+06
3.675447451828385965E+04  7.50659960612465E+33  1.00786319529878E+06
3.686055208649316046E+04  7.69683155106664E+33  1.00785234826677E+06
3.697874820215840737E+04  7.88853163924615E+33  1.00784144548672E+06
3.711040483344144013E+04  8.08184817440581E+33  1.00783043488899E+06
3.725694288831005542E+04  8.27687117599010E+33  1.00781926809450E+06
3.741985700635320245E+04  7.18806475270904E+33  1.00790379462136E+06
3.746884165047053830E+04  7.10758557976938E+33  1.00789704308669E+06
3.755693220002244198E+04  7.23140356625219E+33  1.00788502622214E+06
3.764527254967905901E+04  7.41595637178542E+33  1.00787417476356E+06
3.774335951984469284E+04  7.61551766084114E+33  1.00786335159437E+06
3.785241407019717008E+04  7.81770743501854E+33  1.00785252121586E+06
3.797388127714457369E+04  8.02029757020500E+33  1.00784161625860E+06
3.810913965193257172E+04  8.22340994209280E+33  1.00783058583093E+06
3.825963966805397649E+04  7.32847220253337E+33  1.00791007472382E+06
3.830629627611725300E+04  7.27673780800810E+33  1.00790319509207E+06
3.839032135917610867E+04  7.39623919433859E+33  1.00789118600771E+06
3.847587831812039803E+04  7.56893960874402E+33  1.00788023115823E+06
3.857098319497505872E+04  7.75597609728716E+33  1.00786933221786E+06
3.867681372052531515E+04  7.94690468445521E+33  1.00785844954456E+06
3.879476297466627148E+04  8.13948400400636E+33  1.00784751441514E+06
3.892616952983358351E+04  8.33414738616678E+33  1.00783647567692E+06
3.907246926917159726E+04  8.53139565108772E+33  1.00782528376271E+06
3.923517152337737934E+04  7.43399666464377E+33  1.00791005361946E+06
3.928438011108683713E+04  7.35521697789672E+33  1.00790320992594E+06
3.937210180010881595E+04  7.47999551714612E+33  1.00789115431344E+06
3.946020606100215809E+04  7.66474399922194E+33  1.00788025759405E+06
3.955804743455282005E+04  7.86449445481987E+33  1.00786939426661E+06
3.966685015356518852E+04  8.06733202450111E+33  1.00785852864654E+06
3.978806689244528388E+04  8.27073182632331E+33  1.00784759216578E+06
3.992307509064229089E+04  8.47523401512729E+33  1.00783653434855E+06
4.007334094271712092E+04  7.57360392035499E+33  1.00791624129958E+06
4.012014732069115416E+04  7.52337480487580E+33  1.00790928249816E+06
4.020386186676146463E+04  7.64376104035834E+33  1.00789723313863E+06
4.028919640014892502E+04  7.81660764831215E+33  1.00788623549396E+06
4.038407290927654685E+04  8.00340998207720E+33  1.00787529663041E+06
4.048966290267094155E+04  8.19474820098033E+33  1.00786437949734E+06
4.060736820628432906E+04  8.38860494440205E+33  1.00785341492157E+06
4.073853688508593768E+04  8.58446553630466E+33  1.00784234884172E+06
4.088460258423684718E+04  8.78358863459465E+33  1.00783113273995E+06
4.104709463752429292E+04  7.67826225463098E+33  1.00791613569505E+06
4.109650952403933479E+04  7.60130672465898E+33  1.00790920392103E+06
4.118387672298659891E+04  7.72710365018212E+33  1.00789711194193E+06
4.127175595599152439E+04  7.91200197293969E+33  1.00788617202303E+06
4.136936320102684840E+04  8.11183621635951E+33  1.00787527021079E+06
4.147792473021552723E+04  8.31510720057452E+33  1.00786437074874E+06
4.159889913854645420E+04  8.51930158752772E+33  1.00785340404395E+06
4.173366600587702851E+04  8.72491838382071E+33  1.00784231950828E+06
