# time luminosity u_luminosity radius u_radius
-2.080025042127817869e+01 1.275280711876726770e+35 3.998593824737990696e+33 1.553706922503442736e+06 5.423200759775642073e+05
-1.793049345002509654e+01 1.289094184483182033e+35 4.155503023111681339e+33 1.456526877910825191e+06 5.556637088073042687e+05
-1.221967707737348974e+01 1.345174703043695542e+35 5.055381465330588508e+33 1.456531655911296140e+06 5.556644617172703147e+05
-1.149709175177849829e+01 1.354149440259745064e+35 5.178820955168208553e+33 1.456532304824430263e+06 5.556645211843131110e+05
-1.005914695374667645e+01 1.373257537724637187e+35 5.446109034804909213e+33 1.456533644232003018e+06 5.556646007232922129e+05
-9.772995939012616873e+00 1.377263551572535347e+35 5.499234226739919452e+33 1.456533918052376481e+06 5.556646106762624113e+05
-9.203555419575423002e+00 1.385829619310095032e+35 5.631797163567203457e+33 1.456534471861626953e+06 5.556646232950079720e+05
-8.070368785876780748e+00 1.405906524169121429e+35 5.987566188408519040e+33 1.456535657938623335e+06 5.556645806203116663e+05
-7.844864645740017295e+00 1.410149599065949590e+35 6.055644765779350067e+33 1.456535910205021733e+06 5.556645590235836571e+05
-7.396111406851559877e+00 1.418605746421122112e+35 6.183386469901703630e+33 1.456536422898376361e+06 5.556645074222075054e+05
-6.503092461731284857e+00 1.437567701662363490e+35 6.522008430496726803e+33 1.456537569841658231e+06 5.556643024885662599e+05
-6.325381691567599773e+00 1.441664746160439322e+35 6.601491736481706422e+33 1.456537816034975694e+06 5.556642472200115444e+05
-5.971737259067595005e+00 1.449748188746435223e+35 6.728533519001300610e+33 1.456538329875584692e+06 5.556641179339595838e+05
-5.267984838457778096e+00 1.467498087347462879e+35 7.084802414901273379e+33 1.456539639566483209e+06 5.556636125210978789e+05
-5.127938106656074524e+00 1.469929651587403236e+35 7.021719035836229190e+33 1.456539963165174471e+06 5.556634534691773588e+05
-4.849245110526680946e+00 1.476270516597807294e+35 7.219445190409123114e+33 1.456542152398900362e+06 5.556619307546456112e+05
-4.294646048219874501e+00 2.955275951751641136e+38 2.749130868161570164e+38 1.457924260305041214e+06 5.545562641581677599e+05
-4.145027698250487447e+00 2.624718764755739127e+38 2.274769179389149011e+38 1.458386374969543656e+06 5.541906323349480517e+05
-4.034162181895226240e+00 2.926645714805945231e+38 2.056981143835328660e+38 1.458757648771405919e+06 5.538983279094359605e+05
-3.689164804527536035e+00 4.087642903097316218e+38 1.672706280308920812e+38 1.396513877771338914e+06 6.223659641606463119e+05
-3.577293279580771923e+00 4.130174860435889152e+38 1.688621118858047958e+38 1.396966188326319214e+06 6.221024637341203634e+05
-3.346027768915519118e+00 4.197477742769456247e+38 1.713771910691933194e+38 1.397958462667471264e+06 6.215309150519170798e+05
-3.253014038782566786e+00 4.215636963458911700e+38 1.720794123530294118e+38 1.398356465865221107e+06 6.213041831920386758e+05
-3.071454293094575405e+00 4.235385859947277186e+38 1.728663860468037112e+38 1.399197700348004233e+06 6.208297113297677133e+05
-2.932934104464948177e+00 4.247753593138870265e+38 1.733663929959500330e+38 1.399840089860643493e+06 6.204717742606714601e+05
-2.824626821326091886e+00 4.256828657683902618e+38 1.737338995762980379e+38 1.400346816742043942e+06 6.201920858845125185e+05
-2.699568957788869739e+00 4.275227913561310021e+38 1.717982818442638249e+38 1.400945432920732070e+06 6.198647152884237003e+05
-2.574121827259659767e+00 5.664034953119618747e+38 1.661166596087550549e+38 1.401581920931608882e+06 6.195202456774943275e+05
-2.448950306745246053e+00 5.050387109172732623e+38 1.384242857435919753e+37 1.402214175730384188e+06 6.191817622944253962e+05
-2.323598443763330579e+00 5.049229858958250434e+38 1.167470531422544120e+37 1.402852744308520574e+06 6.188436426838225452e+05
-2.197808738332241774e+00 5.072434716035998222e+38 1.561061131864600333e+37 1.403515287946420955e+06 6.184968108211492654e+05
-2.072743579046800733e+00 5.096396521008710558e+38 1.988967879684785619e+37 1.404214411143854260e+06 6.181352355495530646e+05
-1.946540326112881303e+00 5.117954053482672651e+38 2.380905049333499702e+37 1.404910707173731877e+06 6.177796270571649075e+05
-1.819930366938933730e+00 5.137806742018330585e+38 2.746590919268250610e+37 1.405613445165246492e+06 6.174252954044465441e+05
-1.688335522543638945e+00 5.159272542283424405e+38 3.161476926761795661e+37 1.406348132359995274e+06 6.170597706777959829e+05
-1.559370129834860563e+00 5.173441793720800045e+38 3.415786462768125057e+37 1.407105418871704489e+06 6.166882655504480936e+05
-1.427241952158510685e+00 5.180170576239044437e+38 3.499126075112621862e+37 1.407883187285134103e+06 6.163122900914840866e+05
-1.297947451239451766e+00 5.188122848211993766e+38 3.621789025742509427e+37 1.408671001566036837e+06 6.159372265761945164e+05
-1.170440182555466890e+00 5.194908239644307240e+38 3.731053367242621630e+37 1.409486975093325833e+06 6.155548894227793207e+05
-1.037531811743974686e+00 5.200691319764401885e+38 3.821099242137471622e+37 1.410309828039207030e+06 6.151756655858135782e+05
-9.043459803797304630e-01 5.205588105944026543e+38 3.897046021112390892e+37 1.411157733421096811e+06 6.147915584820390213e+05
-7.736181986983865499e-01 5.209285775325382687e+38 3.953862587156106696e+37 1.412044280535930768e+06 6.143971907370125409e+05
-6.424362817779183388e-01 5.212190817732324771e+38 3.997576953800138810e+37 1.412907426266792463e+06 6.140203684793530265e+05
-5.150459669530391693e-01 5.214448298915550388e+38 4.032854105797662949e+37 1.413738941684659803e+06 6.136640241421586834e+05
-3.884933763183653355e-01 5.215926044957817867e+38 4.055822033375038340e+37 1.414646105365765980e+06 6.132827331186746014e+05
-2.560542365536093712e-01 5.217128984199537837e+38 4.072599931822818288e+37 1.415589240467823809e+06 6.128946109526742948e+05
-1.286658050958067179e-01 5.217787096165456256e+38 4.084101964095802150e+37 1.416414361067525577e+06 6.125620015879719285e+05
0.000000000000000000e+00 5.218088535388044588e+38 4.084766674464024656e+37 1.417379133064333117e+06 6.121813228093535872e+05
1.276878388598561287e-01 5.217547425209179261e+38 4.083742071354886986e+37 1.418326018694017548e+06 6.118163400177800795e+05
2.633431311696767807e-01 5.216832065877272088e+38 4.078453770026966169e+37 1.419421134226748953e+06 6.114049149741454748e+05
3.892223176080733538e-01 5.215739609120828743e+38 4.064551218431966433e+37 1.420408550348990131e+06 6.110438115252068965e+05
5.194577989168465137e-01 5.214299619250932867e+38 4.046976370962384934e+37 1.421447304772838252e+06 6.106740407191986451e+05
6.606977537740021944e-01 5.212508214521276554e+38 4.024921387045647383e+37 1.422592090701803099e+06 6.102785462077984121e+05
