# model,burst,bstart,btime,fluence,peakLum,persLum,tau,tdel,conv,t10,t25,t90,fitAlpha,fitDecay,alpha
'xrba008',11,26920.239222029617,364.58689117901667,5.2901209705411044e+39,6.8688715358640599e+37,4.7601293758539197e+35,77.015867059386508,1904.9165446917541,-0.50306500726289993,-7.8692161254839448,-6.5254626178466424,-1.8035456990219245,0.65918054641556623,47.267308352607849,37.035560675103426
'xrba008',12,28831.707065496033,367.47028463469178,5.4864335680310848e+39,7.1096325955663602e+37,5.2706988861373603e+35,77.169016742897256,1908.9729113317226,0.46027593129802136,-8.0789330675797828,-6.9101952390301449,-2.2038180872878002,0.65483624999003975,49.413474807977821,35.804181623914708
'xrba008',13,30753.960474829368,366.49499710591772,5.4859811060203242e+39,7.1120344459512204e+37,5.1975331785670101e+35,77.136593582493333,1922.5290823710056,1.4814719888028955,-8.0605151965137338,-6.9901324941311032,-2.2754862335059443,0.66058499872590803,48.304748681006586,36.058847424735767
'xrba008',14,32656.638354460396,364.8808132396407,5.3407128262713652e+39,6.89548175627438e+37,4.8851561091012497e+35,77.452352352490962,1905.2555680354053,0.01676377058309934,-8.2752682504251425,-6.937466252125887,-2.2075287705702067,0.65687771344543489,47.189836626087697,36.69571689032535
'xrba008',15,34565.478021012481,364.93426949631976,5.487178631905557e+39,7.2824249516391802e+37,4.9643195706920801e+35,75.348234528259212,1905.7365640503776,0.61361736568873959,-7.9485166024314822,-6.8298587467652396,-2.1807208225363865,0.65898020338004715,46.776963371450343,35.727987446387466
'xrba008',16,36457.387444397726,370.31944248628133,5.3776963412491716e+39,6.9886193279539996e+37,4.8497010314951701e+35,76.949338472890545,1894.2931697895765,-0.32771916482883345,-8.1193594049182138,-6.787807471693668,-2.0767053782110452,0.65904441369345523,45.934914798655392,36.232417460353609
'xrba008',17,38346.372438376296,367.51962524237024,5.3576862661194623e+39,6.8838729362846897e+37,4.8898727317161799e+35,77.829534561558475,1889.8762739802405,2.1360160717068113,-7.8936932940414408,-6.8503475782345049,-1.9848299738296191,0.65983415988050687,48.290279982247817,36.284358459715357
'xrba008',18,40236.412867839659,367.28341677257413,5.3855078291925508e+39,7.03016577522556e+37,5.1188438548449802e+35,76.605701791146728,1887.412061285424,1.9191432629453222,-8.1050535153844976,-7.0995194157221704,-2.2954871957117575,0.6639347969098861,46.892018234495524,36.057870993079092
'xrba008',19,42096.498535568906,352.02431946727302,5.1387967559871104e+39,6.8444612536286997e+37,4.9087403892976101e+35,75.079638346446856,1864.521541389091,0.19213903561827259,-8.1245171319606015,-6.8387469127846998,-2.1229061209960491,0.65338929410983715,46.843785507641144,37.323063574356027
'xrba008',20,43988.862179233751,374.917859968431,5.4497803414582082e+39,6.92094578490069e+37,4.8956133604363401e+35,78.743289007521213,1891.4123214706997,-0.16815213353954725,-8.2090447571899858,-6.977435330132721,-2.2487129870060016,0.63708496102807355,49.858371467153042,35.700392779796495
'xrba009',0,2981.5868321973403,229.14194855054893,6.7222718251691369e+39,1.36453525769071e+38,5.5285860011777698e+35,49.264185643291228,0,6.467890766733789,-6.9802191822400346,-6.3294994152438449,-1.8169091680233578,0.70673819358103107,34.730272133731454,0.0
'xrba009',1,4762.5472637426292,220.95345692991941,4.627860269399385e+39,9.4213420476534006e+37,5.4952617917922699e+35,49.121030167374713,1780.9746003396576,8.1959044206050358,-7.6372921166730521,-6.9297178806427837,-2.3067284639037098,0.73945845874999394,30.471250025197978,39.609226771425895
'xrba009',2,6454.4098238435981,220.01283732657066,4.5780400307524376e+39,9.3692064217152295e+37,5.3619031316064401e+35,48.862623200848759,1696.0857173420654,8.4505341111670056,-7.2130909551478908,-6.5278937562252395,-1.9179812222027977,0.73114539671996637,38.367401499296662,38.126840060884049
'xrba009',3,8158.0003188514411,218.58011680535219,4.5523012102068447e+39,9.2899426719192792e+37,5.4353348314963797e+35,49.002468271059314,1702.7196841078921,8.3427285347215072,-7.3259356829394164,-6.6438373726232385,-2.0932343633767232,0.7302177758714492,38.350513391625242,38.495126910399144
'xrba009',4,9862.4330121396833,222.4582635962106,4.5130081627367447e+39,9.2239391147405693e+37,5.7664108456894303e+35,48.927124372759657,1701.7080200400278,7.904694310052804,-7.2951524714480911,-6.5809684083233151,-2.0187661638356076,0.74328237414974163,38.63731880612287,38.81970229002507
'xrba009',5,11516.478349214001,217.10525944816618,4.3558592397067774e+39,9.0417042608038192e+37,5.6547144855400801e+35,48.175201422917759,1653.8458267386632,8.0336253674841078,-7.4971154779959761,-6.7962975889113295,-2.1306074294370774,0.76443884305601961,37.195390688339529,39.084749928503683
'xrba009',6,13103.861838080729,212.29208709567138,4.2641314535895853e+39,9.0528803561607195e+37,5.5388984032207501e+35,47.102483252059479,1587.5596749413307,8.6340039458697628,-7.2613363383625256,-6.5528292537255766,-1.870814768870332,0.74897082406286231,32.145618962956732,38.320993776919636
'xrba009',7,14692.948246157977,215.69596682422161,4.3034696632854509e+39,8.9518148336193096e+37,5.6148872401650398e+35,48.073711792198836,1588.5626332457923,8.7518456966203821,-7.2821035338656657,-6.5836192833285168,-1.9558700550460344,0.72553108966141711,36.54311726450765,37.997493273755438
'xrba009',8,16331.752218945116,215.27273713489012,4.3648202148703029e+39,9.1484575677955291e+37,5.6804562331001703e+35,47.710995897662322,1638.6062517466253,8.5075737161020122,-7.2169814679309638,-6.5141803463793622,-1.9073789409139863,0.73535719673733024,32.7788132128806,38.6460632576607
'xrba009',9,17961.601190080804,216.31043195239909,4.2941883785719569e+39,8.9547772090972593e+37,5.6497100140727e+35,47.954162100308231,1629.7756136935968,8.5031508671196452,-7.5840733062032086,-6.4976568982820027,-1.9071263894184085,0.75072237727365776,28.974017484162903,39.068862290622576
'xrba009',10,19561.451938563041,212.57370025602359,4.3261393772494636e+39,9.2042530070067295e+37,5.7672994402287998e+35,47.001526076653846,1599.9927973768645,8.7365185806087187,-7.7447451627413102,-7.0512030802710797,-2.3034253357291163,0.73134789068823403,31.752305356150181,38.075986930558415
'xrba009',11,21168.241769958222,215.00545175988736,4.3182710268803872e+39,8.9353084011467592e+37,5.5316946315770798e+35,48.328169918860098,1611.0094995787767,8.4700107209526152,-7.4942165609936637,-6.7955550801052595,-2.1983527577394852,0.75594572333632004,37.783250257478819,38.399224538528323
'xrba009',12,22789.776067062267,214.73520992555132,4.2153088377714915e+39,8.7861038308450701e+37,5.49939854301319e+35,47.976997756081062,1620.1226788413296,8.7565955776329911,-7.2753361691429745,-6.547253198317776,-1.8509178275344311,0.76103300076907932,37.775835352857044,39.558437043130084
'xrba009',13,24361.692315356617,209.99363376497422,4.3020705745347437e+39,9.0540155361291494e+37,5.7803164756960597e+35,47.515608487391681,1569.1069270099433,8.8606395211554876,-7.5802512507216306,-6.89767582379136,-2.1848406076678657,0.76582422699840946,37.170133815640106,37.550363787871127
'xrba009',14,25947.711385294224,212.33650659736668,4.2072938330888993e+39,8.7525176603629797e+37,5.7643286140713403e+35,48.069526921861893,1586.2581067472929,9.0703461995693466,-7.2799720919829269,-6.5805834227103333,-1.8726097220132942,0.76341721193302159,38.040047492238543,38.815341037818619
'xrba410',0,592.02319396419443,11.306282640088966,6.4466921033027453e+38,2.3188685057972801e+38,1.12835663226639e+36,2.780102488427314,0,18.086542219515454,-0.23239146435639668,-0.21086408356563879,-0.076989256278352514,3.9538932088842884,2.9997284484582192,0.0
'xrba410',1,1208.8914687478498,9.8813696163967961,8.955466115574484e+38,3.8039490436514399e+38,1.23374543149393e+36,2.3542550157238864,616.6584164992787,18.15547196212821,-0.49727338519869591,-0.46131921659321051,-0.092190130615563248,4.9233851848372439,2.1189348006008397,127.73821901420314
'xrba410',2,1837.5004417770483,12.750641521860643,8.1006446410959815e+38,2.57949832197715e+38,1.20265545998634e+36,3.1403953908707911,629.64532957285451,14.507902680114798,-0.58026851200884266,-0.5532481309328432,-0.26731852829084346,4.4486166036082251,2.6907553287565067,144.16771093504349
'xrba410',3,2442.7679905618138,12.427940898694033,8.659030813838115e+38,2.8525764820847101e+38,1.23135170631665e+36,3.0355122354195223,604.48359143955417,12.304459530488625,-0.55664382376880894,-0.52132144742063247,-0.24758452974083411,4.4568252189515203,2.6844602489032146,129.50126651019417
'xrba410',4,3049.5067778391035,12.51749680872399,8.3616158120633318e+38,2.7968954355270302e+38,1.2489850178197899e+36,2.9896061561156357,606.50817221273564,12.069165799091838,-0.53983134763984708,-0.51462398394232878,-0.23917654127035348,4.47010960605094,2.6729750065580653,134.56946071648642
'xrba410',5,3653.0838738032926,12.665245291135761,8.4660585727837789e+38,2.84964308703522e+38,1.2246833726366599e+36,2.9709189236017273,604.82760930961513,12.248749842677594,-0.54025486618456853,-0.50675152299800175,-0.23388620762671053,4.4795755014931551,2.6659166214744801,132.52368744842113
'xrba410',6,4257.2206969948566,12.965392298232473,8.3339551480199658e+38,2.8220461268312299e+38,1.22583551592266e+36,2.9531604989667026,604.31444769131258,12.323098816022702,-0.53334585010361479,-0.50921262035080872,-0.22856349288304045,4.5446035378356351,2.6271214802539702,134.51096504606872
'xrba410',7,4861.8687750016879,12.668370990632866,8.3973061493495357e+38,2.8535316001948098e+38,1.23710273502816e+36,2.9427766451846034,603.88381105969984,11.981792302824633,-0.53755533607909456,-0.50178259338008502,-0.22887785393322702,4.5361590812275345,2.6312939145194569,133.4091595624451
'xrba410',8,5464.8250991001978,12.544352995279951,8.386414692822818e+38,2.84637705585439e+38,1.2324845618128699e+36,2.9463470679591635,603.24352696322421,13.296245547088036,-0.537178444969868,-0.50137541901949589,-0.23318370168726688,4.5166109438250368,2.6390337862027522,133.43746209081976
'xrba410',9,6070.7172455208902,12.595165619673026,8.309853607052124e+38,2.8308127287279598e+38,1.23184702349447e+36,2.9355010039064644,606.08103144500546,12.721824454212927,-0.54049317390308715,-0.51542567212891299,-0.23082422512561607,4.6047572033233282,2.5820860144532638,135.29983378852214
'xrba410',10,6673.6927467135747,12.761513603820276,8.3864519041270805e+38,2.8601292411885699e+38,1.24443785370753e+36,2.9321933370542248,602.20977277787188,12.558987557757712,-0.53530036494703381,-0.50194982736957172,-0.22626496093562309,4.5840605170243096,2.5924865417352345,133.21678797296875
'xrba410',11,7278.0364750055014,12.760980992165969,8.3474733480587641e+38,2.8562328789948999e+38,1.22752866379066e+36,2.92254648052235,605.17796616578289,12.122168006733412,-0.53397467022841738,-0.49628270700213761,-0.22858493542571523,4.5248258624585,2.6325250055953151,134.48625510313201
'xrba410',12,7883.3323957067605,12.349184081209387,8.262982485884444e+38,2.8379938493657801e+38,1.23603967113137e+36,2.9115575735764936,604.87465545699888,12.663161092814354,-0.53283186176486197,-0.50892102291709307,-0.22119388777446147,4.603670615387129,2.5864092135430941,135.79954501444706
'xrba410',13,8485.360366121693,12.375971776868028,8.2797677296964143e+38,2.84994309327798e+38,1.2343831993557201e+36,2.9052396692500611,601.96186150432641,11.395707399995453,-0.53401057084010972,-0.49912442610911967,-0.22503438953572186,4.5622112255179657,2.6091737915654059,134.87041820833545
'xrba410',14,9089.6665893112386,12.485894308914794,8.2331957542584468e+38,2.8143139121476199e+38,1.24234210014016e+36,2.9254717175368845,604.04677431853088,11.250142745267283,-0.53541778843646171,-0.50173984510911396,-0.23286588875089365,4.548792424289144,2.6210086445497995,136.10893682173869
'xrba410',15,9694.0074109647448,12.350588388393589,8.3341837787063268e+38,2.8432589019877901e+38,1.24702680069536e+36,2.931208189616394,603.86040794514156,12.867273773702925,-0.5479841026935901,-0.51357451243347896,-0.24368163171493507,4.5274521594250619,2.6378403908833303,134.4215699597485
'xrba410',16,10298.419246576148,12.307876101227521,8.3518840122298294e+38,2.86203176238387e+38,1.2387627352538e+36,2.918166081173502,604.79984868637439,12.331390197832855,-0.54869898420292884,-0.51076691574235156,-0.23331749728458817,4.5679391924075299,2.6034910813299219,134.33938434397157
'xrba410',17,10901.855934780051,12.445793193995996,8.2342895341231565e+38,2.8484833689967702e+38,1.22720594734401e+36,2.8907627208731976,604.05132503334607,12.224147884453261,-0.53042038664170832,-0.493526449019555,-0.22754625661036698,4.5761571893130357,2.6013951239022162,136.08077883920794
'xrba410',18,11505.741319244005,12.15521097445162,8.2845801373052224e+38,2.84250950792603e+38,1.22981598392357e+36,2.9145303170330892,603.40607704007925,12.122729370852435,-0.53733141184056876,-0.50370738922174496,-0.23447682630103373,4.5214839513291896,2.6376492422918201,135.11213776647807
'xrba410',19,12109.676840908076,12.63939645768005,8.3346088819258322e+38,2.84903589934061e+38,1.1648226110644401e+36,2.9254137808003122,603.54029596133478,11.089491985355824,-0.53085303772058978,-0.49401787615352077,-0.23049323687155265,4.536171740398669,2.6290772422670172,134.28393222434983
'xrba410',20,12713.759903379067,12.536286157312134,8.3562855848767588e+38,2.8484928991588201e+38,1.1274958910075101e+36,2.9335813290405,603.96697063339343,12.213341932864385,-0.53100217692190199,-0.50005111507744004,-0.23682159369491274,4.5716488272173175,2.6048995277159204,134.00329925752942
'xrba410',21,13315.990436344733,12.308354589895316,8.341734932595251e+38,2.8795807225291899e+38,1.25604122291997e+36,2.8968574721074494,604.21935737731474,12.009081618798653,-0.52027966918467428,-0.48433669605037721,-0.22601158893121465,4.5396757143645621,2.6266151937668929,134.38624867258898
'xrba410',22,13919.382946616883,12.412302413742509,8.2595536011743914e+38,2.8456910680114801e+38,1.24202498838801e+36,2.9024772555321774,604.10691946825136,11.189555726876192,-0.52111374577543756,-0.48373195329986629,-0.22458998568617972,4.5499550328562171,2.6214992846123386,135.68786388009468
'xrba410',23,14524.977254719446,12.31521049123694,8.3299350795690635e+38,2.8758992651776e+38,1.27914436950149e+36,2.8964627448641362,603.88827396341912,11.463226270646659,-0.53741012910904828,-0.49550511970664957,-0.23888471868303895,4.561740509039077,2.6137635782343875,134.5196221815624
'xrba410',24,15128.874399277813,12.452794083701519,8.3771700083824703e+38,2.8749020994378899e+38,1.27739606772605e+36,2.913897488898979,603.9548177267061,9.92909509837569,-0.54269061171908106,-0.5014876964778523,-0.23017174178494315,4.4882432263551539,2.6630999274221416,133.77460817161511
'xrba410',25,15741.633512535038,11.601479477400062,8.3412615980009125e+38,2.9492798674364198e+38,1.2860518861403001e+36,2.82823671300185,612.5871790506626,13.906350194192147,-0.4978613820476312,-0.47928747714649944,-0.2158507704953081,4.7129250724077059,2.5279351814137709,136.27713263884121
'xrba410',26,16343.750659190533,11.971872747088128,8.1255726839426435e+38,2.86932076224002e+38,1.31626546610783e+36,2.8318802104227534,602.04116700118902,11.03300499449378,-0.51511843747721286,-0.48185464748712548,-0.21677488504792564,4.6374934906763459,2.5684820128674728,137.5085626484462
'xrba410',27,16942.026166002728,12.203559964236774,8.2595295695783747e+38,2.8723793738090698e+38,1.26370477391756e+36,2.8755009330906698,599.2395422956306,11.97428317250727,-0.52564589594476274,-0.48794301465386525,-0.21807232440551161,4.5228620662966277,2.6359358204603311,134.61072763315019
'xrba410',28,17544.368349288048,11.694210044370266,8.3887220986928738e+38,3.0121301571655202e+38,1.25242668797811e+36,2.784979951393217,602.02901119597664,10.344219460504636,-0.51765284874636563,-0.48520996222214308,-0.19964883594730054,4.7177157682730853,2.535241867644769,133.14649350000693
'xrba410',29,18166.281398193754,12.291197299386113,8.2765948496871959e+38,2.9427237528778201e+38,1.2864724545213901e+36,2.8125626272575355,620.86743232470326,10.196589782696554,-0.52379210208891891,-0.49216730644548079,-0.20629711352012237,5.0628972986764778,2.3857470348020642,139.19864030264091
'xrba410',30,18789.070878682502,12.415763618842902,8.223252031507185e+38,2.8644672542283702e+38,1.27485283400822e+36,2.8707788575234958,623.16108016451471,12.395499939565582,-0.56107037655601744,-0.52426715430556214,-0.22977473496939638,4.7366557344028104,2.5000563868440966,140.61036469924991
'xrba410',31,19411.894831860973,12.532635507421219,8.3981440247391206e+38,2.87886855413466e+38,1.2928887748835201e+36,2.9171682787245086,622.05484798519319,12.548297515923457,-0.59518281818964169,-0.55373077765761991,-0.23838538687050459,4.6923655753264315,2.5303820530624335,137.45108979168668
'xrba410',32,20012.659606080906,11.454067050777667,8.3264396415488622e+38,2.9423877596961002e+38,1.29343020083569e+36,2.8298240482107109,601.96787859166216,12.616750483351645,-0.52242672655120259,-0.48807338791084476,-0.22830915070881019,4.7153546902101473,2.5212691741538067,134.15846276500801
'xrba410',33,20612.18421178939,11.821827706582553,8.1130691650927841e+38,2.8656691755066301e+38,1.26540764160527e+36,2.8311255306218137,598.74109581833909,11.730313676776543,-0.50255518960693735,-0.46502577331921202,-0.20539227537301485,4.5683547201199124,2.6092299343381793,136.92804132361368
'xrba410',34,21210.58773102731,12.073824659830279,8.2562352057565917e+38,2.96098182457004e+38,1.27996407391053e+36,2.7883437639660178,598.67755482116263,9.2714561421457855,-0.52622947337295045,-0.49890210946614388,-0.21625929952642764,4.5975232970876858,2.5706076913080058,134.54993639139849
'xrba410',35,21830.887512612335,12.006044258450856,8.2340283421038502e+38,2.9506445903164699e+38,1.26939657565847e+36,2.7905862905775152,620.82223854444965,8.7426237053264462,-0.52648437513562385,-0.48852193189668469,-0.20562525830973755,4.7521247599062511,2.5004902056575178,139.89517991147395
