# time luminosity u_luminosity radius u_radius
-2.179454317374620587e+01 6.766370021288523440e+34 2.125016321788161068e+33 1.008271443442613701e+06 1.430521979369223118e+01
-1.785964250913821161e+01 7.065557911478016579e+34 3.905045673104791922e+33 1.008240098297328688e+06 4.635897493929969215e+01
-1.707659727684222162e+01 7.076947881413706875e+34 3.914074230265761823e+33 1.008240226918644854e+06 4.630329103966684556e+01
-1.551833726465702057e+01 7.100412135858287530e+34 3.930033592700759010e+33 1.008240508004110423e+06 4.620069112457956351e+01
-1.241739984031300992e+01 7.155501991216225912e+34 3.891886235191891846e+33 1.008254267336349469e+06 6.020873724430426677e+01
-1.241736202349420637e+01 7.155348735997642386e+34 3.892035525318595857e+33 1.008254284011157230e+06 6.021056220466527265e+01
-1.241736041568219662e+01 7.155349250083899677e+34 3.892034487221420175e+33 1.008254284760983195e+06 6.021064321612535508e+01
-1.241735721623990685e+01 7.155344767705640963e+34 3.892038226306892774e+33 1.008254285867578816e+06 6.021077395101362839e+01
-1.241735084936954081e+01 7.155347243730351230e+34 3.892033650950384423e+33 1.008254287358922418e+06 6.021097790711617392e+01
-1.241733987501356751e+01 7.155349166799424428e+34 3.892028237169994605e+33 1.008254290565095842e+06 6.021138001030652731e+01
-1.241733216820284724e+01 7.155352125907100485e+34 3.892022739417255869e+33 1.008254295238207094e+06 6.021185489877534280e+01
-1.241732882708311081e+01 7.155343872084847496e+34 3.892030411818692361e+33 1.008254296596393804e+06 6.021200788911932733e+01
-1.241732217837125063e+01 7.155346680319020298e+34 3.892025398878052295e+33 1.008254297462237068e+06 6.021216635079888846e+01
-1.241730894742067903e+01 7.155349994753961672e+34 3.892017821554323740e+33 1.008254299071991467e+06 6.021247272902901670e+01
-1.241729244135785848e+01 7.155351070621848310e+34 3.892011594264793392e+33 1.008254302264732309e+06 6.021294938108029982e+01
-1.241728081146720797e+01 7.155351913799429207e+34 3.892007116849573294e+33 1.008254305749988649e+06 6.021338394540019578e+01
-1.241727262991480529e+01 7.155352212207545526e+34 3.892004277822344342e+33 1.008254308803135529e+06 6.021373789202250038e+01
-1.241726533963810652e+01 7.155352324188090374e+34 3.892001910374279637e+33 1.008254311889650417e+06 6.021408278005132786e+01
-1.241725810407660902e+01 7.155352337419960189e+34 3.891999663943274369e+33 1.008254315139829996e+06 6.021444032356653508e+01
-1.241725035093259066e+01 7.155352372781405658e+34 3.891997234492710425e+33 1.008254318639428355e+06 6.021482515575983285e+01
-1.241724195214919746e+01 7.155352639698398028e+34 3.891994361668557172e+33 1.008254322411382454e+06 6.021524092213043389e+01
-1.241723375627771020e+01 7.155353050582873548e+34 3.891991399637032749e+33 1.008254326179285534e+06 6.021565406272542731e+01
-1.241722576331812888e+01 7.155353395421490817e+34 3.891988569859965118e+33 1.008254329989680555e+06 6.021606832625625572e+01
-1.241721788712311536e+01 7.155353764283132261e+34 3.891985750777592785e+33 1.008254333953876514e+06 6.021649386832245199e+01
-1.241721012827474624e+01 7.155354217406324104e+34 3.891982879044462411e+33 1.008254338215516298e+06 6.021694234750535912e+01
-1.241720259678550065e+01 7.155354738800579111e+34 3.891980005465332346e+33 1.008254342900918797e+06 6.021742263287024599e+01
-1.241719534655567259e+01 7.155355431021197227e+34 3.891977038522571569e+33 1.008254348256898695e+06 6.021795421644372226e+01
-1.241718843672424555e+01 7.155356582382677289e+34 3.891973692440061368e+33 1.008254354750852217e+06 6.021857466902474698e+01
-1.241718186705838889e+01 7.155359581655944327e+34 3.891968502874655314e+33 1.008254363836408942e+06 6.021940335522390342e+01
-1.241717705468181521e+01 7.155377548618608996e+34 3.891948082218401121e+33 1.008254377425037907e+06 6.022058039997450862e+01
-1.241717679414432496e+01 7.155378561495797281e+34 3.891946934809453491e+33 1.008254378181850887e+06 6.022064603169538799e+01
-1.241717627574689686e+01 7.155379286650342211e+34 3.891946010950205493e+33 1.008254379779076553e+06 6.022078418403305022e+01
-1.241717524407431483e+01 7.155375448804554224e+34 3.891949735654032633e+33 1.008254383316046908e+06 6.022108885057217265e+01
-1.241717319109011441e+01 7.155448348212387735e+34 3.891872432183298492e+33 1.008254394849767908e+06 6.022206759081933569e+01
-1.241717306512873620e+01 7.155453540040909989e+34 3.891866943277361113e+33 1.008254395575285424e+06 6.022212926109598641e+01
-1.241717281437013298e+01 7.155464124624189962e+34 3.891855759160963498e+33 1.008254397095989087e+06 6.022225840174294120e+01
-1.241717231541406363e+01 7.155494553518489600e+34 3.891823707078520969e+33 1.008254400501437951e+06 6.022254703436766476e+01
-1.241717221913859248e+01 7.155500727190818309e+34 3.891817211373732830e+33 1.008254401173073682e+06 6.022260397606451932e+01
